"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","condition"
"200","2024-05-23 13:21:07","2024-05-23 13:39:39","0",192,"100","1111","1","2024-05-23 13:39:39","R_6dMnF90ahBRb0J3","","","","",183,184,"anonymous","EN","1","2","2",177,"0288-2232-3483-0211","22","22","22","1","1","2","","2","","3","","54","5","","9","regular"
"201","2024-05-23 13:15:19","2024-05-23 13:40:44","0",193,"100","1524","1","2024-05-23 13:40:44","R_3p5SKzpScUBzB3c","","","","",89,90,"anonymous","EN","1","2","2",178,"1728-0971-2342-2166","0","0","0","1","1","1","i used it to solve some arithmetic problem","1","","1","","22","4","","29","rudimentary"
"202","2024-05-23 13:19:24","2024-05-23 13:40:55","0",194,"100","1290","1","2024-05-23 13:40:55","R_5dWRAtYEJ76ETe4","","","","",184,185,"anonymous","EN","1","2","2",179,"8966-8085-1456-1924","10","6","12","1","1","1","I've used ChatGPT for help on homework and other sources.","1","","3","","21","3","","80","regular"
"203","2024-05-23 13:23:19","2024-05-23 13:41:07","0",195,"100","1068","1","2024-05-23 13:41:08","R_39msVkYGMVoeEPQ","","","","",185,186,"anonymous","EN","1","2","2",180,"5709-0914-8397-4686.","47","47","42","1","1","2","","1","","3","","29","4","","0","rudimentary"
"204","2024-05-23 13:22:44","2024-05-23 13:41:22","0",196,"100","1117","1","2024-05-23 13:41:22","R_6fdUJLiVx7LMHPY","","","","",186,187,"anonymous","EN","1","2","2",181,"5759-3478-5686-5714","26","15","24","1","1","1","I used it to test it's knowledge. ","2","","3","","48","3","","67","rudimentary"
"205","2024-05-23 13:24:01","2024-05-23 13:41:51","0",197,"100","1070","1","2024-05-23 13:41:52","R_6hTficSGT8uhQjo","","","","",187,188,"anonymous","EN","1","2","2",182,"4125-5440-9842-4480","21","13","11","1","1","2","","1","","2","","36","4","","30","rudimentary"
"206","2024-05-23 13:23:29","2024-05-23 13:42:08","0",198,"100","1119","1","2024-05-23 13:42:09","R_3Kk5ynx4cfWO2KB","","","","",188,189,"anonymous","EN","1","2","2",183,"2280-8490-5199-8288","33","31","20","3","1","2","","2","","3","","66","4","","91","regular"
"207","2024-05-23 12:56:47","2024-05-23 13:42:11","0",199,"100","2723","1","2024-05-23 13:42:12","R_1s1CpEQdj8F5fZ9","","","","",189,190,"anonymous","EN","1","2","2",184,"6736-1972-0658-9505","0","0","0","1","1","1","Out of curiosity","2","","3","","48","4","","5","rudimentary"
"208","2024-05-23 13:20:54","2024-05-23 13:42:20","0",200,"100","1285","1","2024-05-23 13:42:21","R_5mRDZgCYiiZI8RC","","","","",190,191,"anonymous","EN","1","2","2",185,"6821-1546-6138-7046","9","21","59","1","1","1","to help with editing writing","2","","1","","30","5","","14","rudimentary"
"209","2024-05-23 13:23:12","2024-05-23 13:42:42","0",201,"100","1169","1","2024-05-23 13:42:42","R_6k1O5cli0Di8p0t","","","","",191,192,"anonymous","EN","1","2","2",186,"9450-9940-1336-4119","25","10","10","1","1","1","I use AI chat in many ways, either for order update information or for my job.","2","","3","","42","2","","71","rudimentary"
"210","2024-05-23 13:24:59","2024-05-23 13:42:42","0",202,"100","1062","1","2024-05-23 13:42:42","R_3huMawezQ6MwaUX","","","","",192,193,"anonymous","EN","1","2","2",187,"2512-9267-5286-3110","2","0","0","1","1","2","","2","","3","","29","2","","50","regular"
"211","2024-05-23 13:42:26","2024-05-23 13:42:49","0",203,"100","23","1","2024-05-23 13:42:50","R_2kX9NZFKwXYdlC1","","","","",193,194,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"212","2024-05-23 13:22:48","2024-05-23 13:43:11","0",204,"100","1223","1","2024-05-23 13:43:12","R_7PLIqNlqpqDHe4F","","","","",194,195,"anonymous","EN","1","2","2",188,"0308-6253-4842-2355","0","0","0","1","1","2","","2","","3","","41","2","","61","regular"
"213","2024-05-23 13:21:22","2024-05-23 13:43:30","0",205,"100","1327","1","2024-05-23 13:43:30","R_3PBqxPw1292LTGQ","","","","",195,196,"anonymous","EN","1","2","2",189,"6205-0441-0617-0967","0","0","19","1","1","1","I used CHat-Gpt for work emails.","1","","4","","28","1","","49","regular"
"214","2024-05-23 13:27:44","2024-05-23 13:44:53","0",206,"100","1028","1","2024-05-23 13:44:53","R_23WhU4uIAjm9TZD","","","","",196,197,"anonymous","EN","1","2","2",190,"5138-7195-6817-8853","9","7","7","1","1","1","I've used it in the course of work (testing chatbots).","4","nonbinary","2","","38","2","","11","regular"
"215","2024-05-23 13:26:41","2024-05-23 13:44:56","0",207,"100","1094","1","2024-05-23 13:44:56","R_6NbPbn7zHoqTEYN","","","","",197,198,"anonymous","EN","1","2","2",191,"2965-8505-2052-5899","60","0","60","2","1","1","Most frequently I am looking for recipe ideas, or specific answers to questions that are hard to search for (although I do need to verify the answers afterwards)","2","","3","","42","4","","99","regular"
"216","2024-05-23 13:25:27","2024-05-23 13:44:58","0",208,"100","1171","1","2024-05-23 13:44:59","R_3e307KPLoTMYTge","","","","",198,199,"anonymous","EN","1","2","2",192,"5990-9912-2498-3726","26","26","25","1","1","1","Required chat bots on websites","1","","3","","44","3","","10","rudimentary"
"217","2024-05-23 13:27:00","2024-05-23 13:45:09","0",209,"100","1089","1","2024-05-23 13:45:10","R_7uU0rs7NOJNRRwK","","","","",199,200,"anonymous","EN","1","2","2",193,"0141-7736-2963-0162","90","24","60","1","1","1","I've used them before for other surveys but never for personal use.","2","","3","","29","1","","70","rudimentary"
"218","2024-05-23 13:27:14","2024-05-23 13:45:47","0",210,"100","1112","1","2024-05-23 13:45:48","R_1dEKedqo0qG0XwY","","","","",200,201,"anonymous","EN","1","2","2",194,"9175-2814-8091-2841","0","0","0","1","1","2","","1","","3","","27","3","","67","rudimentary"
"219","2024-05-23 13:28:03","2024-05-23 13:46:09","0",211,"100","1086","1","2024-05-23 13:46:10","R_5Y8w0A4nWvgvrot","","","","",201,202,"anonymous","EN","1","2","2",195,"9497-2833-6428-3853","50","50","75","1","1","1","To help when I have questions","2","","3","","30","4","","93","rudimentary"
"220","2024-05-23 13:28:54","2024-05-23 13:46:24","0",212,"100","1049","1","2024-05-23 13:46:24","R_1ezwt8jb3XmsBXH","","","","",202,203,"anonymous","EN","1","2","2",196,"6262-8862-4695-7709","80","80","70","1","1","1","I train AI's for work","2","","3","","31","3","","5","regular"
"221","2024-05-23 13:27:17","2024-05-23 13:46:35","0",213,"100","1157","1","2024-05-23 13:46:35","R_7CJ2uHV7ZGaBft6","","","","",178,179,"anonymous","EN","1","2","2",197,"2959-9402-4142-1320","30","30","50","1","1","2","","2","","1","","29","4","","70","rudimentary"
"222","2024-05-23 13:28:49","2024-05-23 13:46:50","0",214,"100","1081","1","2024-05-23 13:46:51","R_75EnP8e8lQ7Xwhg","","","","",203,204,"anonymous","EN","1","2","2",198,"9178-1854-8340-6218","0","0","0","1","1","2","","2","","3","","45","4","","0","rudimentary"
"223","2024-05-23 13:27:07","2024-05-23 13:46:52","0",215,"100","1185","1","2024-05-23 13:46:53","R_37OsdhkbXq9j7de","","","","",204,205,"anonymous","EN","1","2","2",199,"8320-5353-6160-6313","5","5","10","1","1","1","I used one to try it out - to see what it was all about.  I read about it and sought one out to try.","1","","3","","53","4","","90","rudimentary"
"224","2024-05-23 13:29:35","2024-05-23 13:46:57","0",216,"100","1042","1","2024-05-23 13:46:58","R_1opXNVF672uM6LD","","","","",205,206,"anonymous","EN","1","2","2",200,"6012-0406-3071-1454","0","0","0","1","1","2","","2","","3","","29","4","","76","regular"
"225","2024-05-23 12:56:10","2024-05-23 13:47:38","0",217,"100","3088","1","2024-05-23 13:47:39","R_1bPPo9GyGCLFaOM","","","","",206,207,"anonymous","EN","1","2","2",201,"7055-9409-8600-8137","85","40","35","1","1","1","I used it for work-related tasks, such as writing a tweet and an email. ","2","","3","","43","4","","80","rudimentary"
"226","2024-05-23 13:46:25","2024-05-23 13:47:42","0",218,"100","77","1","2024-05-23 13:47:43","R_2CBE6Bw6MvaG5vN","","","","",207,208,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"227","2024-05-23 13:31:27","2024-05-23 13:48:15","0",219,"100","1007","1","2024-05-23 13:48:16","R_3Yu3nTNAUPkTHpA","","","","",208,209,"anonymous","EN","1","2","2",202,"8962-1954-9214-0899","8","4","4","1","1","1","To answer random questions","1","","3","","28","1","","34","rudimentary"
"228","2024-05-23 13:30:19","2024-05-23 13:48:19","0",220,"100","1079","1","2024-05-23 13:48:20","R_6i3S34eFVZB2PWF","","","","",209,210,"anonymous","EN","1","2","2",203,"3806-8955-8718-3578","30","30","40","1","1","1","I used ChatGPT to help me write cover letters for job applications","2","","3","","23","4","","80","rudimentary"
"229","2024-05-23 13:30:36","2024-05-23 13:48:45","0",221,"100","1089","1","2024-05-23 13:48:46","R_624urxkEV4zE5Np","","","","",210,211,"anonymous","EN","1","2","2",204,"4676-1343-3562-7962","0","0","0","1","1","1","I was curious to see if it was better than old chatbots that always failed turing tests","1","","3","","53","4","","75","regular"
"230","2024-05-23 13:28:29","2024-05-23 13:48:49","0",222,"100","1220","1","2024-05-23 13:48:50","R_7M4ONnUolR30Wbf","","","","",211,212,"anonymous","EN","1","2","2",205,"0086-9505-6466-5588","27","24","27","1","1","2","","2","","3","","52","1","","70","regular"
"231","2024-05-23 13:29:33","2024-05-23 13:48:50","0",223,"100","1157","1","2024-05-23 13:48:51","R_3E3TK7dhFcOSMMD","","","","",212,213,"anonymous","EN","1","2","2",206,"9419-8475-4306-6115.","80","29","100","1","1","1","to get answers for work","2","","3","","51","3","","9","regular"
"232","2024-05-23 13:30:11","2024-05-23 13:48:51","0",224,"100","1119","1","2024-05-23 13:48:52","R_1KolqQOrdisc4GI","","","","",213,214,"anonymous","EN","1","2","2",207,"6458-1935-4199-8370","0","0","0","1","1","2","","1","","1","","26","1","","47","rudimentary"
"233","2024-05-23 13:22:54","2024-05-23 13:48:57","0",225,"100","1562","1","2024-05-23 13:48:57","R_6MTQy9x5ExxSNsR","","","","",214,215,"anonymous","EN","1","2","2",208,"2097-0390-4774-3307","27","29","30","1","1","2","","1","","3","","21","3","","63","regular"
"234","2024-05-23 13:28:03","2024-05-23 13:48:59","0",226,"100","1255","1","2024-05-23 13:48:59","R_7pMsFcnrY643Pwu","","","","",215,216,"anonymous","EN","1","2","2",209,"4552-8005-4689-2480","30","50","90","1","1","2","","2","","3","","31","4","","80","regular"
"235","2024-05-23 13:48:37","2024-05-23 13:50:03","0",227,"100","86","1","2024-05-23 13:50:04","R_1GeqazcgtyHuIfl","","","","",216,217,"anonymous","EN","1","2","2",210,"6005-9887-2916-7218","0","0","5","1","1","2","","1","","3","","50","2","","65","rudimentary"
"236","2024-05-23 13:32:24","2024-05-23 13:50:11","0",228,"100","1066","1","2024-05-23 13:50:11","R_7HS4R0yeJD3QBdG","","","","",217,218,"anonymous","EN","1","2","2",211,"6804-1306-9688-3256","5","0","14","1","1","1","to hel pwith questions and emails","1","","3","","32","5","","67","rudimentary"
"237","2024-05-23 13:26:12","2024-05-23 13:50:13","0",229,"100","1440","1","2024-05-23 13:50:13","R_54jDyuyr4kEQjTR","","","","",218,219,"anonymous","EN","1","2","2",212,"3315-9343-8181-0028","0","0","0","1","1","2","","1","","1","","39","1","","70","regular"
"238","2024-05-23 13:32:41","2024-05-23 13:50:24","0",230,"100","1063","1","2024-05-23 13:50:24","R_5RwXYrOKwIBzVol","","","","",219,220,"anonymous","EN","1","2","2",213,"2398-7604-3995-0999","16","7","45","1","1","2","","2","","4","","44","3","","13","rudimentary"
"239","2024-05-23 13:22:50","2024-05-23 13:50:30","0",231,"100","1660","1","2024-05-23 13:50:31","R_6ukOaFqfZICJLeF","","","","",220,221,"anonymous","EN","1","2","2",214,"9943-3567-6913-4974","0","15","30","1","1","2","","2","","3","","59","3","","90","regular"
"240","2024-05-23 13:31:27","2024-05-23 13:50:36","0",232,"100","1149","1","2024-05-23 13:50:37","R_1iJ5OOCpwWb57t3","","","","",221,222,"anonymous","EN","1","2","2",215,"7814-7470-1621-6449","23","17","15","1","1","2","","2","","6","","39","5","","59","regular"
"241","2024-05-23 13:33:19","2024-05-23 13:50:37","0",233,"100","1037","1","2024-05-23 13:50:38","R_5HM0wPnIGD0QQnE","","","","",222,223,"anonymous","EN","1","2","2",216,"7559-7074-9654-2924","39","69","84","1","1","2","","2","","3","","48","7","","20","rudimentary"
"242","2024-05-23 13:00:10","2024-05-23 13:50:52","0",234,"100","3042","1","2024-05-23 13:50:52","R_79kOomuIzzV0G3L","","","","",223,224,"anonymous","EN","1","2","2",217,"1085-5746-5016-4290","84","91","90","1","1","2","","1","","3","","45","2","","18","rudimentary"
"243","2024-05-23 13:31:11","2024-05-23 13:51:06","0",235,"100","1194","1","2024-05-23 13:51:06","R_52mMrNONObvFIMr","","","","",224,225,"anonymous","EN","1","2","2",218,"9651-5910-9079-4648","40","30","30","1","1","1","I used ChatGPT to help me generate ideas for things like cover letters and emails.","2","","4","","21","4","","80","regular"
"244","2024-05-23 13:22:50","2024-05-23 13:51:19","0",236,"100","1709","1","2024-05-23 13:51:19","R_3Pgoxvr90o3mcyl","","","","",225,226,"anonymous","EN","1","2","2",219,"8568-6201-0608-4947","0","0","0","1","1","2","","2","","3","","21","4","","50","rudimentary"
"245","2024-05-23 13:11:30","2024-05-23 13:51:29","0",237,"100","2398","1","2024-05-23 13:51:29","R_70H61ZtCoJbrvLp","","","","",89,90,"anonymous","EN","1","2","2",220,"4113-0340-8347-9387","7","4","4","1","1","2","","2","","3","","31","4","","70","regular"
"246","2024-05-23 13:34:48","2024-05-23 13:51:49","0",238,"100","1020","1","2024-05-23 13:51:49","R_5n63bjWYSOHtpcd","","","","",226,227,"anonymous","EN","1","2","2",221,"3289-5109-8356-5898","18","8","24","1","1","1","Just to talk with someone when I had nobody else to chat with","1","","3","","23","4","","81","regular"
"247","2024-05-23 13:33:54","2024-05-23 13:52:19","0",239,"100","1105","1","2024-05-23 13:52:19","R_6V1tjxu3mAsQ2Mx","","","","",227,228,"anonymous","EN","1","2","2",222,"8639-0826-7169-4030","50","50","50","1","1","1","Work purposes","2","","5","","32","3","","1","regular"
"248","2024-05-23 13:34:35","2024-05-23 13:52:22","0",240,"100","1066","1","2024-05-23 13:52:22","R_5NXn3hJkmWF0MSU","","","","",89,90,"anonymous","EN","1","2","2",223,"2217-6972-3714-9482","0","0","0","1","1","2","","1","","1","","30","4","","50","regular"
"249","2024-05-23 13:29:29","2024-05-23 13:52:38","0",241,"100","1388","1","2024-05-23 13:52:38","R_1WBZhEsey5xDD8J","","","","",228,229,"anonymous","EN","1","2","2",224,"1674-7254-9454-0699","36","36","36","1","1","1","It was for another survey. It was ChapGPT.","2","","3","","60","4","","0","rudimentary"
"250","2024-05-23 13:32:42","2024-05-23 13:52:39","0",242,"100","1196","1","2024-05-23 13:52:39","R_5KUxMARg5XdV4Y1","","","","",229,230,"anonymous","EN","1","2","2",225,"2540-0291-0696-4609","20","20","20","1","1","1","I've downloaded ChatGPT to see what all it can do.","2","","3","","52","4","","100","regular"
"251","2024-05-23 13:32:11","2024-05-23 13:52:40","0",243,"100","1229","1","2024-05-23 13:52:41","R_3PhrRs1TEtjabFQ","","","","",230,231,"anonymous","EN","1","2","2",226,"5180-1441-1615-4922","91","100","80","1","1","1","To help me study, edit my essays, basic research, help develop background stories for a dnd character, figuring out different coping skills when I'm stressed, and scheduling","2","","3","","22","3","","60","regular"
"252","2024-05-23 13:34:15","2024-05-23 13:52:57","0",244,"100","1121","1","2024-05-23 13:52:57","R_1sbVESOGjPql8ft","","","","",231,232,"anonymous","EN","1","2","2",227,"1875-6351-4782-2723","70","65","70","1","1","2","","2","","5","","37","1","","60","rudimentary"
"253","2024-05-23 13:33:03","2024-05-23 13:53:22","0",245,"100","1218","1","2024-05-23 13:53:23","R_7ihxPacDmmJqKsB","","","","",232,233,"anonymous","EN","1","2","2",228,"9564-3061-3323-5118","8","2","6","1","1","1","For help with purchases","2","","3","","46","1","","18","regular"
"254","2024-05-23 13:32:26","2024-05-23 13:54:04","0",246,"100","1297","1","2024-05-23 13:54:04","R_8hGYs0MPkkXJbdW","","","","",233,234,"anonymous","EN","1","2","2",229,"8549-7747-0936-1935.","70","83","70","1","1","2","","2","","1","","22","3","","81","regular"
"255","2024-05-23 13:34:16","2024-05-23 13:54:05","0",247,"100","1189","1","2024-05-23 13:54:06","R_1FtA3XVr5bLgsp2","","","","",234,235,"anonymous","EN","1","2","2",230,"2580-3364-9923-7753","80","61","100","1","1","2","","2","","3","","51","3","","100","rudimentary"
"256","2024-05-23 13:34:32","2024-05-23 13:54:10","0",248,"100","1177","1","2024-05-23 13:54:11","R_62Gk7t28ly0uxVv","","","","",235,236,"anonymous","EN","1","2","2",231,"8713-7816-6537-7326","30","18","11","1","1","2","","2","","3","","44","4","","65","regular"
"257","2024-05-23 13:52:56","2024-05-23 13:54:33","0",249,"100","96","1","2024-05-23 13:54:33","R_8NyvT1Ycpm686Hu","","","","",236,237,"anonymous","EN","1","1","1",3,"","","","","","","","","","","","","","","","",""
"258","2024-05-23 13:53:58","2024-05-23 13:54:52","0",250,"100","53","1","2024-05-23 13:54:52","R_6mdXROhrlU9hU4j","","","","",237,238,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"259","2024-05-23 13:36:05","2024-05-23 13:55:13","0",251,"100","1148","1","2024-05-23 13:55:14","R_3GV1V74Zbh359lU","","","","",33,33,"anonymous","EN","1","2","2",232,"3306-1819-3813-0070","0","0","0","3","1","1","TO EXPERIENCE IT","2","","3","","66","5","","0","regular"
"260","2024-05-23 13:38:48","2024-05-23 13:55:45","0",252,"100","1017","1","2024-05-23 13:55:46","R_3KhlI5HcPmrv6I9","","","","",238,239,"anonymous","EN","1","2","2",233,"1367-6623-5615-6289","12","0","0","1","1","1","for fun and conversation","2","","3","","61","5","","59","regular"
"261","2024-05-23 13:37:15","2024-05-23 13:56:04","0",182,"100","1129","1","2024-05-23 13:56:05","R_5fqh0MrPHUvSEjH","","","","",173,174,"anonymous","EN","1","2","2",234,"3957-5882-3661-6825","0","0","0","1","1","2","","2","","3","","32","8","Associates Degree","0","rudimentary"
"262","2024-05-23 13:19:38","2024-05-23 13:56:08","0",253,"100","2190","1","2024-05-23 13:56:09","R_6SubXSrVSSUY8FV","","","","",239,240,"anonymous","EN","1","2","2",235,"5532-0441-2890-2251","5","2","4","1","1","2","","1","","3","","29","4","","21","rudimentary"
"263","2024-05-23 13:36:38","2024-05-23 13:56:18","0",254,"100","1179","1","2024-05-23 13:56:19","R_1WCskLQiiga9Axr","","","","",240,241,"anonymous","EN","1","2","2",236,"2841-9578-3038-8492","80","60","70","1","1","1","I was curious with how it would interact with me, and if it worked in a convincing way","1","","3","","36","4","","95","rudimentary"
"264","2024-05-23 13:37:03","2024-05-23 13:57:12","0",255,"100","1208","1","2024-05-23 13:57:12","R_6BEuspfjrzapZZf","","","","",241,242,"anonymous","EN","1","2","2",237,"8453-4156-7072-2541","60","53","60","1","1","1","I frequently use Gemini to help me especially with things like learning about finances. Gemini has helped me learn how to bring in a side income on top of the job I already have. I use it when researching and brainstorming.","2","","3","","36","2","","40","rudimentary"
"265","2024-05-23 13:38:25","2024-05-23 13:57:35","0",184,"100","1150","1","2024-05-23 13:57:36","R_1eakx9b4ibtiSYk","","","","",175,176,"anonymous","EN","1","2","2",238,"8377-5420-3718-9520","21","26","42","1","1","1","character creation for role-playing","1","","3","","57","4","","78","regular"
"266","2024-05-23 13:40:19","2024-05-23 13:58:21","0",256,"100","1082","1","2024-05-23 13:58:22","R_2JKLX37tghztEjI","","","","",242,243,"anonymous","EN","1","2","2",239,"2013-2612-7997-4659","41","50","50","1","1","2","","2","","3","","24","1","","60","rudimentary"
"267","2024-05-23 13:39:26","2024-05-23 13:58:24","0",257,"100","1137","1","2024-05-23 13:58:24","R_57ErkvZHvr9tRcZ","","","","",243,244,"anonymous","EN","1","2","2",240,"8182-5395-5055-2025","7","0","0","1","1","2","","2","","4","","37","4","","70","regular"
"268","2024-05-23 13:34:23","2024-05-23 13:58:55","0",258,"100","1472","1","2024-05-23 13:58:55","R_7Rb8PAVAWVl80nB","","","","",244,245,"anonymous","EN","1","2","2",241,"4972-0179-7668-8188","0","0","0","1","1","2","","2","","2","","45","4","","0","regular"
"269","2024-05-23 13:35:46","2024-05-23 13:59:08","0",259,"100","1402","1","2024-05-23 13:59:09","R_6kcRLq0mBWXnS5g","","","","",245,246,"anonymous","EN","1","2","2",242,"6553-0831-2415-1719","32","1","0","1","1","2","","2","","1","","43","4","","61","regular"
"270","2024-05-23 13:41:25","2024-05-23 13:59:44","0",260,"100","1099","1","2024-05-23 13:59:45","R_7MHCXaT2hswLmAF","","","","",246,247,"anonymous","EN","1","2","2",243,"2156-3561-1687-7936","0","0","0","1","1","1","For work stuff","2","","4","","34","3","","100","regular"
"271","2024-05-23 13:59:12","2024-05-23 13:59:49","0",261,"100","36","1","2024-05-23 13:59:50","R_58LQvqBoKCeZXfX","","","","",247,248,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","",""
"272","2024-05-23 13:59:25","2024-05-23 13:59:52","0",262,"100","26","1","2024-05-23 13:59:52","R_63d5a9JSI5DaTvv","","","","",248,249,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","",""
"273","2024-05-23 13:37:28","2024-05-23 13:59:58","0",263,"100","1350","1","2024-05-23 13:59:59","R_3IXEBJbhh1MprfM","","","","",249,250,"anonymous","EN","1","2","2",244,"1003-4372-7353-6600","90","85","85","3","3","2","","1","","3","","39","4","","64","rudimentary"
"274","2024-05-23 13:41:35","2024-05-23 14:00:13","0",264,"100","1118","1","2024-05-23 14:00:14","R_7kdHgFXkKUj3PgZ","","","","",250,251,"anonymous","EN","1","2","2",245,"4907-4411-4304-5879","20","20","20","1","1","1","It's a fun way to explore ideas.  I've used a resume chatbot and another one that's trained on personality typing.  I've used one to replace google searching - to act as a dictionary or thesaurus.  I use them to help me improve my writing.","2","","3","","42","4","","30","rudimentary"
"275","2024-05-23 13:17:03","2024-05-23 14:00:25","0",265,"100","2601","1","2024-05-23 14:00:25","R_1v2m34t4swpVAOT","","","","",119,120,"anonymous","EN","1","2","2",246,"4643-7721-9672-8675","0","0","0","1","3","1","To ask questions","1","","3","","43","5","","0","rudimentary"
"276","2024-05-23 13:42:07","2024-05-23 14:00:26","0",266,"100","1098","1","2024-05-23 14:00:26","R_24Dk1NHie5B59ON","","","","",251,252,"anonymous","EN","1","2","2",247,"3608-6321-8416-5338","20","8","43","1","1","1","I just wanted to see what it was like. ","2","","3","","40","4","","52","rudimentary"
"277","2024-05-23 13:41:43","2024-05-23 14:00:34","0",267,"100","1131","1","2024-05-23 14:00:35","R_8Rln3lc7yNLSCj6","","","","",252,253,"anonymous","EN","1","2","2",248,"0037-1861-6515-3932","0","0","0","1","1","2","","2","","3","","36","3","","100","regular"
"278","2024-05-23 13:39:42","2024-05-23 14:00:55","0",268,"100","1272","1","2024-05-23 14:00:56","R_5iVSMHzzibKClod","","","","",253,254,"anonymous","EN","1","2","2",249,"8799-3547-1878-1841","100","100","100","1","1","1","For tech support with various issues.","1","","3","","66","4","","85","rudimentary"
"279","2024-05-23 13:38:43","2024-05-23 14:01:03","0",269,"100","1340","1","2024-05-23 14:01:04","R_3HeLGjc7fNFCJlU","","","","",254,255,"anonymous","EN","1","2","2",250,"3200-2937-8768-0064","8","10","8","1","1","1","I have used chat bots before for various reasons if that is what you asking? ","1","","3","","54","4","","50","rudimentary"
"280","2024-05-23 13:43:00","2024-05-23 14:01:04","0",203,"100","1084","1","2024-05-23 14:01:04","R_5tFLot1Lym1BGrE","","","","",193,194,"anonymous","EN","1","2","2",251,"3938-4027-2639-1700","0","0","0","1","1","1","tried chatgpt","1","","3","","64","3","","80","rudimentary"
"281","2024-05-23 13:42:49","2024-05-23 14:01:49","0",270,"100","1139","1","2024-05-23 14:01:49","R_1MR4xoBr6YXKr6A","","","","",255,256,"anonymous","EN","1","2","2",252,"7364-1650-7133-2632","80","70","90","1","1","2","","2","","3","","24","4","","10","rudimentary"
"282","2024-05-23 13:43:06","2024-05-23 14:01:55","0",271,"100","1128","1","2024-05-23 14:01:55","R_5rejBhmQ7QKnn08","","","","",256,257,"anonymous","EN","1","2","2",253,"1339-3839-6887-8274","0","0","0","3","1","1","To get inspiration ","2","","1","","19","3","","97","regular"
"283","2024-05-23 13:43:16","2024-05-23 14:02:00","0",272,"100","1123","1","2024-05-23 14:02:01","R_7ktRkP4ngsYnIw9","","","","",257,258,"anonymous","EN","1","2","2",254,"7498-4315-0995-7748","32","23","27","1","1","1","To chat","2","","3","","46","5","","59","regular"
"284","2024-05-23 13:44:12","2024-05-23 14:02:02","0",273,"100","1069","1","2024-05-23 14:02:02","R_3C0RxjW4MUsS1Lb","","","","",258,259,"anonymous","EN","1","2","2",255,"3914-6452-1357-5698","25","0","25","1","1","1","It was a new feature of instant messaging at the time, I wanted to see how it worked","1","","3","","35","3","","80","regular"
"285","2024-05-23 13:44:18","2024-05-23 14:02:08","0",274,"100","1070","1","2024-05-23 14:02:08","R_3PsH9WEN22fnBcC","","","","",259,260,"anonymous","EN","1","2","2",256,"6488-3304-1218-1497","95","26","38","1","1","2","","2","","3","","20","1","","0","rudimentary"
"286","2024-05-23 13:45:43","2024-05-23 14:02:40","0",275,"100","1016","1","2024-05-23 14:02:40","R_234EHe3CLjygIfL","","","","",260,261,"anonymous","EN","1","2","2",257,"3202-6846-1660-4165","0","0","0","1","1","2","","1","","3","","41","5","","50","regular"
"287","2024-05-23 13:45:26","2024-05-23 14:04:38","0",276,"100","1151","1","2024-05-23 14:04:38","R_3tofNXZ2EAd1KeC","","","","",227,228,"anonymous","EN","1","2","2",258,"4878-6006-9124-3303","50","65","70","1","1","1","I used it to ask relationship advice. ","2","","1","","42","3","","25","rudimentary"
"288","2024-05-23 13:44:33","2024-05-23 14:04:41","0",277,"100","1207","1","2024-05-23 14:04:41","R_51gU7nvdaqVUSRX","","","","",261,262,"anonymous","EN","1","2","2",259,"7198-5096-4284-9808","50","11","59","1","1","1","Interest in the technology","1","","1","","42","3","","5","rudimentary"
"289","2024-05-23 13:46:56","2024-05-23 14:04:45","0",278,"100","1068","1","2024-05-23 14:04:45","R_8e9Nuk6JrAgLSPN","","","","",262,263,"anonymous","EN","1","2","2",260,"3582-5371-2689-3871","10","10","10","1","1","2","","2","","3","","24","6","","82","regular"
"290","2024-05-23 13:45:33","2024-05-23 14:04:55","0",279,"100","1161","1","2024-05-23 14:04:56","R_3qfo9SKGQ13iKCK","","","","",263,264,"anonymous","EN","1","2","2",261,"9888-2814-3823-4706","18","8","15","1","1","1","To help answer questions about an order.","2","","1","","60","3","","77","rudimentary"
"291","2024-05-23 13:46:02","2024-05-23 14:05:14","0",280,"100","1151","1","2024-05-23 14:05:14","R_3NBU1mksMQMotRB","","","","",264,265,"anonymous","EN","1","2","2",262,"3222-4306-7827-0580","4","0","1","1","1","2","","2","","3","","32","1","","81","regular"
