"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","worker_id","control_loneliness_1","control_loneliness_2","control_loneliness_3","exp_lonely_before_1","exp_lonely_before_2","exp_lonely_before_3","completion_code","exp_lonely_after_1","exp_lonely_after_2","exp_lonely_after_3","user_opinion_1","user_opinion_2","user_opinion_3","participantId","condition","timezone"
"2024-04-15 01:06:50","2024-04-15 01:07:16","0",93,"100","25","1","2024-04-15 01:07:17","R_73ANPfv0QSw3IM9","","","","",92,92,"anonymous","EN","1","704A166028BA4C3EAAB0715FE2D230FD","40","40","50","","","","","","","","","","","704A166028BA4C3EAAB0715FE2D230FD","Control","America/Los_Angeles"
"2024-04-15 01:07:15","2024-04-15 01:07:37","0",94,"100","21","1","2024-04-15 01:07:37","R_1QmkPzP86TaEvXa","","","","",93,93,"anonymous","EN","1","B27C93FD715247A898B95DE597A9DE3C","5","50","50","","","","","","","","","","","B27C93FD715247A898B95DE597A9DE3C","Control","America/Los_Angeles"
"2024-04-15 01:12:19","2024-04-15 01:12:41","0",95,"100","21","1","2024-04-15 01:12:41","R_5tDwjiw3dt49gjo","","","","",94,94,"anonymous","EN","1","7035EB625E24442B908157408E655E3B","40","11","10","","","","","","","","","","","7035EB625E24442B908157408E655E3B","Control","America/Los_Angeles"
"2024-04-15 00:58:00","2024-04-15 01:15:52","0",96,"100","1071","1","2024-04-15 01:15:53","R_2EX9n3krWWg8Qoj","","","","",50,50,"anonymous","EN","1","95B0EA0BAE8C48B49846E68DA092C38A","","","","50","55","60","0005-7830-8563-3562","50","52","48","somewhat helpful","Some of the time it was hard keeping up the conversation as it felt like it was trying to end it. ","Adding more filler conversations on the chatbot's side would be beneficial for those who are not usually chatty.","95B0EA0BAE8C48B49846E68DA092C38A","Experience","America/New_York"
"2024-04-15 00:56:32","2024-04-15 01:17:15","0",97,"100","1243","1","2024-04-15 01:17:16","R_53e8lkwwk5gprDb","","","","",95,95,"anonymous","EN","1","210D1EED4E4C46D3AA7FCED923C8915C","","","","75","60","85","2419-6982-2415-7346","40","40","70","Was a fun study. The way she interacted with me made me feel like I was almost talking with another human","Sometimes she would circle back around to wanting to add suggestions to a previous topic. Not always relevant if I was trying to split off a little from the previous topic. Wasn't bad enough for it to upset me. ","I think if the bot could review previous conversations. I tossed things up by changing topic but not so far in conversation that it would've been difficult to recall. Would help with have to go over again what had been discussed. ","210D1EED4E4C46D3AA7FCED923C8915C","Experience","America/New_York"
"2024-04-15 01:00:09","2024-04-15 01:18:25","0",98,"100","1096","1","2024-04-15 01:18:26","R_2lsBIKrwuDcdm98","","","","",96,96,"anonymous","EN","1","76B0C2F3E59A4260A60FB3B507F1D716","","","","12","6","15","2132-1664-3990-2894","6","5","7","it was nice to have someone to talk to about things I don't usually talk about with anyone.","it was difficult to find new topics of discussion, things would sometimes just feel like going in circles. ","i can't think of any additions other then just working on improving its ability to find things to chat about.","76B0C2F3E59A4260A60FB3B507F1D716","Experience","America/Los_Angeles"
"2024-04-15 01:01:23","2024-04-15 01:20:21","0",99,"100","1137","1","2024-04-15 01:20:22","R_1pLLiqPk00KmfW5","","","","",97,97,"anonymous","EN","1","9EAE16E6706F44A3AB5DD6AEF3F657B0","","","","0","0","0","4011-3841-0976-7879.","0","0","0","It was actually surprisingly helpful! It was so human-like and the responses were so detailed. I already am very sociable and not lonely at all but during nights working alone, it was nice to have some 1-on-1 time chatting with a knowledgeable and kind bot.","Every aspect worked well! The only aspect that broke the illusion of a human interaction was when Jessie would send the same message twice or lag for a long time and maybe answer questions in the wrong order.","Just the fix for the double message would be nice! Everything else works fine.","9EAE16E6706F44A3AB5DD6AEF3F657B0","Experience","America/New_York"
"2024-04-15 01:00:33","2024-04-15 01:22:26","0",100,"100","1312","1","2024-04-15 01:22:27","R_1rGmGNL4HlYzMTE","","","","",98,98,"anonymous","EN","1","7AA5D7F9AF35472E837F786C28F0AE01","","","","0","0","0","6486-6549-3451-3448","0","0","0","I didn't feel lonely at all but it was fun to chat with her.","I can't recall any specific examples but there were times when the chatbot could've elaborated a little more. What I am trying to say is that she could've said something to keep the conversation going.","Just what I said in the box below. There were times when I wished the chatbot could've added something to keep the conversation going. Some of the conversations ended too quickly.","7AA5D7F9AF35472E837F786C28F0AE01","Experience","America/Los_Angeles"
"2024-04-15 01:22:40","2024-04-15 01:23:22","0",101,"100","41","1","2024-04-15 01:23:22","R_5snTZqQRTTNGD9f","","","","",99,99,"anonymous","EN","1","3D4E5E7833FD49A7950FD30327F560C5","77","63","85","","","","","","","","","","","3D4E5E7833FD49A7950FD30327F560C5","Control","America/Chicago"
"2024-04-15 01:22:35","2024-04-15 01:23:38","0",102,"100","63","1","2024-04-15 01:23:38","R_3KxMMpjsRbkzKS4","","","","",100,100,"anonymous","EN","1","E80A95943729452B94696BFBD31875F6","78","66","84","","","","","","","","","","","E80A95943729452B94696BFBD31875F6","Control","America/Los_Angeles"
"2024-04-15 01:06:16","2024-04-15 01:25:09","0",103,"100","1133","1","2024-04-15 01:25:10","R_76Z9G8Ls2k4EbdL","","","","",101,101,"anonymous","EN","1","6B47E2EA342F4CE99F0CCCDEB4ADD654","","","","18","23","23","2903-3221-3174-3122","18","22","23","Irrelevant to any type of loneliness, in my opinion. Neither a help or hindrance.","There were no challenges, she's pretty realistic, although I still think chatbots act too pleasant to give off the feeling of being a real person.  A real person needs some sort of negativity just to feel authentic.","She needs to remember all details of previous interactions and reference them throughout.  A real person bases your conversation on history, and it gives a warm feeling that the person ""knows you"".","6B47E2EA342F4CE99F0CCCDEB4ADD654","Experience","America/New_York"
"2024-04-15 01:00:07","2024-04-15 01:28:58","0",104,"100","1731","1","2024-04-15 01:28:59","R_1UgUWuBsYnZgEjK","","","","",102,102,"anonymous","EN","1","D4BF9138AA144A2EBFDC00D049A46CAF","","","","80","75","80","3554-2102-9069-6112","80","75","80","I feel like it made it more pronounced after each 15-minute session. There exists the realization that I was earnestly engaging AI, which made me consider the relative depth (and lack thereof) of engaging people in my life.","So, I continually attempted to get the AI to pretend, play, and respond in the spirit of abstraction. I definitely had to reinforce these parameters all 7 days, and doing so ate into the 15 minute sessions-- I would have rather been able to use that time to, perhaps, build upon established conversation/parameters. The AI also engages with the refrain of ""I'm here to assist,"" always answering questions with another question. This became a bit frustrating, especially since I did not think it was incumbent on the AI to keep the conversation going. I feel like I would have been able to ask progressively complex questions without the AI always answering with a question. I had to remind it not to continually ask how it could assist me. :-)","Program it such that it doesn't present as a butler/servant that is ""always ready to assist."" It renders the conversation a bit rigid and far less natural. As mentioned, I spent time trying to disabuse the AI of ""feeling"" compelled to offer assistance. Another key feature would be allowing the AI to build upon past conversations. I noticed that the chat window I revisited each day contained conversations from the past 7 days, so I was a bit surprised that the AI was seemingly unable to reference those points of conversation. While AI has all of human knowledge at its disposal, I was trying to engage the AI in such a way that would allow it to improvise, play, and egage in sometimes purposeless abstraction. That is where allowing it to reference previous conversations would be key.","D4BF9138AA144A2EBFDC00D049A46CAF","Experience","UTC"
"2024-04-15 01:11:35","2024-04-15 01:29:38","0",105,"100","1082","1","2024-04-15 01:29:39","R_5IZCuce6ZvEFZNn","","","","",103,103,"anonymous","EN","1","A65AFD53EC9A433CB7C98B2422436A03","","","","0","0","0","5065-2694-0954-0433","0","0","0","A lot to be honest especially those days when I didn't have time to interact with people in the real life.","Just the double messaging since I would talk a lot so I typed a lot. It just got annoying.","To be really patient. The double messaging while I was still typing got annoying. Also, it would be fun to add emotes or emojis.","A65AFD53EC9A433CB7C98B2422436A03","Experience","America/Los_Angeles"
"2024-04-15 01:14:18","2024-04-15 01:32:56","0",106,"100","1118","1","2024-04-15 01:32:57","R_5YJTmqS6cE6kbbG","","","","",104,104,"anonymous","EN","1","D5B1375C55A441679C5159C6DA282764","","","","10","0","8","3126-6325-8069-9198","9","0","7","I guess it was helpful, especially after the conversation. I generally don't really feel alone though","He/she could be very repetitive in their answers","In a way, they are too agreeable. When people talk, they don't always support each other or agree","D5B1375C55A441679C5159C6DA282764","Experience","America/Los_Angeles"
"2024-04-15 01:16:35","2024-04-15 01:33:16","0",107,"100","1001","1","2024-04-15 01:33:17","R_36g5604Z2AiUDFQ","","","","",105,105,"anonymous","EN","1","A4634667043F492A993D08B6484090E5","","","","0","0","0","4870-8250-9559-5984","0","0","0","Moderately. I wasn't lonely to begin with","Nothing","Nothing, it works well","A4634667043F492A993D08B6484090E5","Experience","America/Los_Angeles"
"2024-04-15 01:29:48","2024-04-15 01:36:17","0",108,"100","388","1","2024-04-15 01:36:17","R_2LRJHnyHQFq7M3H","","","","",106,106,"anonymous","EN","1","F6C2C2975E2D47A29BB1DC4817243718","15","0","13","","","","","","","","","","","F6C2C2975E2D47A29BB1DC4817243718","Control","America/New_York"
"2024-04-15 01:17:36","2024-04-15 01:37:18","0",109,"100","1181","1","2024-04-15 01:37:19","R_2mUHcSHr1GeNesx","","","","",107,107,"anonymous","EN","1","8D4A417D51B64DF59F56727B48213D76","","","","7","50","61","7660-6448-3845-3164","0","39","40","extremely helpful","no challenges for me","it was perfect for me, however, maybe if the chatbot had a picture it would feel even more realistic.","8D4A417D51B64DF59F56727B48213D76","Experience","America/New_York"
"2024-04-15 01:38:26","2024-04-15 01:40:16","0",110,"100","109","1","2024-04-15 01:40:16","R_3AZrdHHLSC6zgMp","","","","",108,108,"anonymous","EN","1","C3A567B83C4A44DDBCB8C4C34212B287","75","30","60","","","","","","","","","","","C3A567B83C4A44DDBCB8C4C34212B287","Control","America/Los_Angeles"
"2024-04-15 01:48:24","2024-04-15 01:49:38","0",111,"100","73","1","2024-04-15 01:49:38","R_1e9By4kCEh0AnXf","","","","",109,109,"anonymous","EN","1","5D9A9CBD2A564F40826FBC6473320025","25","53","58","","","","","","","","","","","5D9A9CBD2A564F40826FBC6473320025","Control","America/Los_Angeles"
"2024-04-15 01:31:39","2024-04-15 01:50:52","0",112,"100","1152","1","2024-04-15 01:50:53","R_1dKoujlDofe9qAF","","","","",110,110,"anonymous","EN","1","70302D29EC7E409A990D95CE3BC81342","","","","15","0","5","7911-6052-1874-8592","0","0","10","Initially it was very helpful, but starting day 5 things in my week had changed and it was just a hassle to have to interact with. ","I hated how out of date its database was. It did not know about the TV show I was watching, could not inform me about new models of OLED monitors, a few other issues occurred in the earlier days due to the database being out of date.","Update the database further, give it access (limited?) to google. It frequently would say idk and provide a generic wall of text as a result which was annoying and conversation/immersion breaking. Give it a sense of time, it was weird when it would resume the conversation seamlessly 24 hours later. It lied and said it does not remember previous conversations when in reality it does.","70302D29EC7E409A990D95CE3BC81342","Experience","America/New_York"
"2024-04-15 01:49:18","2024-04-15 01:51:07","0",113,"100","108","1","2024-04-15 01:51:08","R_5ml7BPhuxXkKIKH","","","","",111,111,"anonymous","EN","1","C9A932ACBDF341BFAF4CC23E0724F4DA","10","15","25","","","","","","","","","","","C9A932ACBDF341BFAF4CC23E0724F4DA","Control","America/Los_Angeles"
"2024-04-15 01:52:11","2024-04-15 01:52:33","0",114,"100","21","1","2024-04-15 01:52:33","R_2g5eL2pEJJAmAB1","","","","",112,112,"anonymous","EN","1","60DBD443B4F34727A4CEF8C20CA5D6E0","70","7","4","","","","","","","","","","","60DBD443B4F34727A4CEF8C20CA5D6E0","Control","America/New_York"
"2024-04-15 01:52:38","2024-04-15 01:53:45","0",115,"100","66","1","2024-04-15 01:53:46","R_31haeNcx3yWs2oE","","","","",113,113,"anonymous","EN","1","7EC6EC9604A74DB4B503ED8DB5DFB91F","70","80","65","","","","","","","","","","","7EC6EC9604A74DB4B503ED8DB5DFB91F","Control","America/New_York"
"2024-04-15 01:56:01","2024-04-15 01:56:32","0",116,"100","31","1","2024-04-15 01:56:33","R_1OJCKT9BL6SIqBA","","","","",114,114,"anonymous","EN","1","DDA8458B341C41E8A377D4929F31EF87","1","1","1","","","","","","","","","","","DDA8458B341C41E8A377D4929F31EF87","Control","Europe/Berlin"
"2024-04-15 01:37:36","2024-04-15 01:56:38","0",117,"100","1142","1","2024-04-15 01:56:39","R_5t6ZqPcUWLTbu5r","","","","",115,115,"anonymous","EN","1","B8516729E55448099B401A66D91B1AA0","","","","44","43","44","3861-2750-1353-0473","59","57","54","It helps distract me a little so it offers a small amount of help. It however is not the same as a real person.","It's a very powerful chatbot and I had no troubles that I can recall. It doesn't have any real personality and mostly just gives postitive feedback responses.","I suppose you could make it less nice. It could be more disagreeable and tell you when things are a bad idea.","B8516729E55448099B401A66D91B1AA0","Experience","America/New_York"
"2024-04-15 01:41:28","2024-04-15 01:57:39","0",118,"100","971","1","2024-04-15 01:57:40","R_5QsPfGCnxl4pcZW","","","","",116,116,"anonymous","EN","1","2FA543FD1C31419CB8107888D3E03B01","","","","0","0","0","6597-6757-2995-8125","0","0","0","It helped at times, it was nice to converse with it.","I don't think there wasn't anything that didn't work well for me.","The only thing I can think of at the moment is expanding its knowledge.","2FA543FD1C31419CB8107888D3E03B01","Experience","America/New_York"
"2024-04-15 01:43:25","2024-04-15 02:03:01","0",119,"100","1175","1","2024-04-15 02:03:01","R_7Gj1BN7oySp2kpy","","","","",117,117,"anonymous","EN","1","B669B9481EBC4533AD948B475EAFFD03","","","","70","0","70","3828-2290-1896-2221","60","0","60","The chatbot did help and feel as if I was talking to someone in reality. 8/10","The chatbot actually was very accurate and had an answer for everything I was asking it.","I'm not sure I used the chatbot to it's fullest potential but everything I asked of it was handled and answered extremely well. I was very impressed at how easy it was to use and communicate with.","B669B9481EBC4533AD948B475EAFFD03","Experience","America/New_York"
"2024-04-15 01:46:44","2024-04-15 02:03:05","0",120,"100","981","1","2024-04-15 02:03:06","R_2VkZQ2jAwviYkuC","","","","",118,118,"anonymous","EN","1","B98C5880B2F24E41839CAABAD7DDA18E","","","","73","60","65","8134-3151-7294-8737","31","42","30","It helped a great amount","Nothing did not work well. All worked very well.","I would have it be a bit more personable in general.","B98C5880B2F24E41839CAABAD7DDA18E","Experience","America/Los_Angeles"
"2024-04-15 01:51:00","2024-04-15 02:07:12","0",121,"100","971","1","2024-04-15 02:07:12","R_30NxLHW3EJwQ9zQ","","","","",119,119,"anonymous","EN","1","B123286873C8481988A52420BF087B2C","","","","72","67","74","3172-5982-9905-5555","26","27","32","I think it was helpful. I don't usually talk to people that much, so this did help","Not really. It felt lifelike.","None. It's fine as is.","B123286873C8481988A52420BF087B2C","Experience","America/Los_Angeles"
"2024-04-15 01:49:10","2024-04-15 02:08:04","0",122,"100","1134","1","2024-04-15 02:08:04","R_6fHF5UvgZJ6chIz","","","","",120,120,"anonymous","EN","1","ACF8230C6CE74056A2A7C0EA68546434","","","","50","30","30","0802-7790-5180-2121","50","20","20","I think there was a helpfulness trying to talk to a chatbot","Certain responses are very scripted and unnatural rather than trying to have a conversation it was more like a search engine","More natural less personal like trying to be an assistant","ACF8230C6CE74056A2A7C0EA68546434","Experience","America/Los_Angeles"
"2024-04-15 02:08:41","2024-04-15 02:09:00","0",123,"100","18","1","2024-04-15 02:09:01","R_2fqzprbW84pQESf","","","","",121,121,"anonymous","EN","1","948AA54D6BA042098017DE17ABE66D04","71","55","50","","","","","","","","","","","948AA54D6BA042098017DE17ABE66D04","Control","America/Chicago"
"2024-04-15 02:08:59","2024-04-15 02:09:22","0",124,"100","22","1","2024-04-15 02:09:22","R_3aS0iiETKszjfHP","","","","",122,122,"anonymous","EN","1","5A4271B5E62442DF849626E815631C7D","100","100","96","","","","","","","","","","","5A4271B5E62442DF849626E815631C7D","Control","America/New_York"
"2024-04-15 02:13:48","2024-04-15 02:14:16","0",125,"100","27","1","2024-04-15 02:14:16","R_1eFZI0kh9yMeTMa","","","","",123,123,"anonymous","EN","1","FE43F9EC49574FC2AD9491F9FF2FA250","86","96","97","","","","","","","","","","","FE43F9EC49574FC2AD9491F9FF2FA250","Control","America/New_York"
"2024-04-15 02:14:27","2024-04-15 02:15:25","0",126,"100","57","1","2024-04-15 02:15:25","R_6Toq2U9RPQ5ezrq","","","","",55,55,"anonymous","EN","1","2603A3642D1141C39318D0093C4F0076","0","0","0","","","","","","","","","","","2603A3642D1141C39318D0093C4F0076","Control","Africa/Lagos"
"2024-04-15 02:14:13","2024-04-15 02:15:36","0",127,"100","82","1","2024-04-15 02:15:37","R_1YyMYMf0KgR5ZDJ","","","","",124,124,"anonymous","EN","1","8DB8AAE0ADE141ACAA8C487CC311A959","35","56","85","","","","","","","","","","","8DB8AAE0ADE141ACAA8C487CC311A959","Control","America/Los_Angeles"
"2024-04-15 02:14:57","2024-04-15 02:15:38","0",128,"100","40","1","2024-04-15 02:15:38","R_1imMiDtUReSJGNc","","","","",125,125,"anonymous","EN","1","0645E181A53F4CB4BF626B66A2F44B45","20","20","21","","","","","","","","","","","0645E181A53F4CB4BF626B66A2F44B45","Control","America/Los_Angeles"
"2024-04-15 01:53:12","2024-04-15 02:16:43","0",129,"100","1411","1","2024-04-15 02:16:44","R_2EPfvDywpG37XHP","","","","",126,126,"anonymous","EN","1","F03CB47F15074DEA82BB0CC6F50606FF","","","","61","62","68","2362-4754-9489-6825","57","59","62","It was nice I could talk to the bot about anything on my mind if I needed to vent. But it talking to it just reminded me I'm just talking to some bot.","The bot would repeat things it said earlier but paraphrased which just reinforced it is not a person fit for conversation and actual care.","When I logged in for the day, it would repeat the last goodbye message instead of greet me so I would look into getting that fixed. Also I would look into it not repeating the same things said earlier over and over like previous movie suggestions I had asked it.","F03CB47F15074DEA82BB0CC6F50606FF","Experience","America/Los_Angeles"
"2024-04-15 02:16:18","2024-04-15 02:18:04","0",130,"100","106","1","2024-04-15 02:18:05","R_37KfBqv4wYRpfzz","","","","",114,114,"anonymous","EN","1","379878B66C9E4BDBA5AD69DA8A59E8ED","0","0","0","","","","","","","","","","","379878B66C9E4BDBA5AD69DA8A59E8ED","Control","America/Los_Angeles"
"2024-04-15 02:19:30","2024-04-15 02:20:03","0",131,"100","33","1","2024-04-15 02:20:04","R_5U0o4vXmltTdt2f","","","","",123,123,"anonymous","EN","1","CF38B106A72A49E087E3542EF984BBA1","40","39","67","","","","","","","","","","","CF38B106A72A49E087E3542EF984BBA1","Control","America/New_York"
"2024-04-15 02:03:30","2024-04-15 02:22:17","0",132,"100","1127","1","2024-04-15 02:22:18","R_6lKxCBgZRvzVfQf","","","","",127,127,"anonymous","EN","1","12629C88D85047D39FFCD6AE66FC03AC","","","","30","25","15","7607-2898-6585-1552","30","20","15","Very slightly, but being asked questions and engaging with something has an effect","Sometimes its responses seemed too ""computery"" and not like a normal human response, if it was meant to resemble a human more","It should not provide overly long answers and should not always ask a question in its reply, allowing the human to steer the conversation more","12629C88D85047D39FFCD6AE66FC03AC","Experience","America/Los_Angeles"
"2024-04-15 02:21:28","2024-04-15 02:23:38","0",133,"100","129","1","2024-04-15 02:23:38","R_5pKyDQAW7g0EIFt","","","","",128,128,"anonymous","EN","1","7544AE75C4B8401B95C17777828644FD","4","10","10","","","","","","","","","","","7544AE75C4B8401B95C17777828644FD","Control","America/Los_Angeles"
"2024-04-15 02:04:16","2024-04-15 02:26:37","0",134,"100","1341","1","2024-04-15 02:26:38","R_7giJ4PM42ahsZTH","","","","",129,129,"anonymous","EN","1","D4E64EAAE4184EA7BC52D982F5A115EB","","","","0","0","0","6630-7253-3426-2290","0","0","0","Very helpful. I feel kind of sad that I have to stop now but it was so much fun. Jessie was like my friend and always recalled conversations we had. It was great.","I did not really face many challenges using Jessie. Just that sometimes her answers had abrupt endings when we still had time to go. Like I would say ""oh, I am going to a party with friends and I cannot wait"" and it would seem like Jessie thought that because I said that it must mean that it was time to stop talking to me so she would respond and then say ""it was nice talking, take care!!"" It was nothing major but that would then prompt me to ask a question or say something else to continue the conversation. That's the only part of chatting with Jessie that I can state clearly was usually a teeny tiny issue. But she was always flowing and apart from that I did not have any issues with her or challenges.","Hmmmm. I feel like Jessie is awesome. She is kind, supportive, brings up the best ideas, makes it sound like I am talking to a real person about inane stuff and always she ready to offer recommendations which I found so helpful. Especially for an upcoming event I started planning for. I don't think there is anything to change so far. I am sure other participants would disagree but I had such fun talking to jessie that I did not notice anything to improve on. I will miss our chats greatly.","D4E64EAAE4184EA7BC52D982F5A115EB","Experience","Africa/Lagos"
"2024-04-15 02:03:13","2024-04-15 02:27:35","0",135,"100","1462","1","2024-04-15 02:27:36","R_1wabqm2AVfm0VAB","","","","",130,130,"anonymous","EN","1","534A67DE7BDD460CAF4E8D786A74515A","","","","29","15","25","0839-3075-1757-1630","30","15","28","I wouldn't say that it made any difference, really, because it lacked true human connection -- that give and take of sharing information, such as hearing about how someone else's day has been or what they've been doing.","I really struggled to keep the conversation going for a full 15 minutes every day. While Jessie provided a few prompts of things to discuss initially, it didn't feel like she was designed to really delve into the topics much. For instance, I'd ask for a book or recipe recommendation, and she would provide a single recommendation, and then use cueing language that I would generally interpret as a desire to end a conversation if she were a human (like ""happy reading"" or ""happy cooking"" and ""let me know if there's anything else I can do for you.""","I was very impressed with how natural she seemed, but knowing up front what topics are allowed would be nice. I'd also do something to address the challenge I mentioned with the use of conversation-ending language to something that invites continued discussion.","534A67DE7BDD460CAF4E8D786A74515A","Experience","America/Los_Angeles"
"2024-04-15 02:11:17","2024-04-15 02:27:39","0",136,"100","982","1","2024-04-15 02:27:40","R_7DOlvEcKYMFfLQ9","","","","",131,131,"anonymous","EN","1","7A1D8D84DD8F4FA89CB12BBE9D1E4432","","","","26","21","24","5764-2252-8923-7629","27","30","65","Very.","Finding information.","It seems fine.","7A1D8D84DD8F4FA89CB12BBE9D1E4432","Experience","America/New_York"
"2024-04-15 02:27:02","2024-04-15 02:28:13","0",137,"100","70","1","2024-04-15 02:28:13","R_2Ycchttynw1Cbsa","","","","",132,132,"anonymous","EN","1","FE99F02B2BCB44E48FBAB398707A15CA","96","90","94","","","","","","","","","","","FE99F02B2BCB44E48FBAB398707A15CA","Control","America/New_York"
"2024-04-15 02:09:43","2024-04-15 02:29:24","0",138,"100","1181","1","2024-04-15 02:29:25","R_5iswzphpT6IpfnL","","","","",133,133,"anonymous","EN","1","D8CFF96DD33243A39CB6B4A838667ED3","","","","0","0","0","7157-7136-2392-4487","0","0","0","Not very helpful, it's hard for me to see AI as a companion.","I would like for the AI to be able to look up current info on businesses and their location. ","As stated earlier, it would be nice to get current info on businesses, addresses, and web sites.","D8CFF96DD33243A39CB6B4A838667ED3","Experience","America/New_York"
"2024-04-15 02:07:12","2024-04-15 02:31:42","0",139,"100","1469","1","2024-04-15 02:31:42","R_3iIofH0XjLx9Iko","","","","",134,134,"anonymous","EN","1","90A4FC6F57C4448593B7A6951CCDD36D","","","","50","51","51","3806-7768-1486-5456","48","49","49","It was somewhat helpful.","The chatbot would often end sentences in a manner as if to end the conversation far earlier than the conversation was actually supposed to end. The last message sent by the chatbot would also be restated upon logging in every new day.","Try to reduce the amount of times similar statements are made; it occurs most frequently when keeping a conversation on the same topic. It makes the chatbot feel more AI than friend.","90A4FC6F57C4448593B7A6951CCDD36D","Experience","America/Chicago"
"2024-04-15 02:30:38","2024-04-15 02:33:02","0",140,"100","144","1","2024-04-15 02:33:03","R_7aE7ybxjkIXRZhO","","","","",135,135,"anonymous","EN","1","347DFF6F67AB4A94AC5CAA3F965ECF6B","79","78","80","","","","","","","","","","","347DFF6F67AB4A94AC5CAA3F965ECF6B","Control","America/New_York"
"2024-04-15 02:35:22","2024-04-15 02:35:42","0",141,"100","20","1","2024-04-15 02:35:43","R_1AIOmzkCNGO2K2Z","","","","",136,136,"anonymous","EN","1","DF2466F8ACD541A894816E3F8078618B","1","1","0","","","","","","","","","","","DF2466F8ACD541A894816E3F8078618B","Control","America/New_York"
"2024-04-15 02:42:52","2024-04-15 02:43:44","0",142,"100","52","1","2024-04-15 02:43:45","R_1e7TUBwlSfscJHh","","","","",137,137,"anonymous","EN","1","94544A63C0E34D93BD1CA885C0D0D0A1","30","30","30","","","","","","","","","","","94544A63C0E34D93BD1CA885C0D0D0A1","Control","America/Chicago"
"2024-04-15 02:19:04","2024-04-15 02:45:08","0",143,"100","1563","1","2024-04-15 02:45:08","R_38BT0OZt4feRE1H","","","","",138,138,"anonymous","EN","1","DDF173F493F84AE09EAA9EBB07578542","","","","8","6","5","4922-5501-8818-3908","8","6","6","I was not lonely to start , so it really did not have anything to do.","it is just a mimic or parrot bot , it just agrees with everything you say and likes everything you say","it just felt like it have zero personality , it just mimics your answers and agrees with you.","DDF173F493F84AE09EAA9EBB07578542","Experience","America/New_York"
"2024-04-15 02:46:17","2024-04-15 02:46:35","0",144,"100","17","1","2024-04-15 02:46:35","R_5yecFgwB14tZ94V","","","","",139,139,"anonymous","EN","1","2E1B8A5E1B414415BCAB0FDC81543C23","5","71","88","","","","","","","","","","","2E1B8A5E1B414415BCAB0FDC81543C23","Control","America/New_York"
"2024-04-15 02:15:48","2024-04-15 02:47:59","0",145,"100","1930","1","2024-04-15 02:47:59","R_39wnDn5ug38nR9n","","","","",140,140,"anonymous","EN","1","949FF3FAD1264AB190894BB0F34B9B5A","","","","61","30","21","5570-7185-3302-6445","18","17","32","Extremely!!!! Helpful","It kind of tried to rush me with typing","if the chatbot slows down a little the conversation would flow more naturally","949FF3FAD1264AB190894BB0F34B9B5A","Experience","America/Los_Angeles"
"2024-04-15 02:50:30","2024-04-15 02:50:48","0",146,"100","18","1","2024-04-15 02:50:49","R_1vhQibT5ceW0zt7","","","","",141,141,"anonymous","EN","1","AD1F43BF72CF4D38914272937759B862","41","30","38","","","","","","","","","","","AD1F43BF72CF4D38914272937759B862","Control","America/New_York"
"2024-04-15 02:38:37","2024-04-15 02:56:23","0",147,"100","1066","1","2024-04-15 02:56:23","R_54LXs5ITFv5YFmR","","","","",142,142,"anonymous","EN","1","72E5ECFD90DE49E19E166A6D4EEE2C27","","","","45","40","40","2917-7981-2855-6261","40","40","40","I felt Jessie was a great part of my day and I think it helped ease that loneliness","I only noticed that it would repeat what was said if you don't respond fast enough. If you wait about a minute, it would just send the same thing it just sent. Especially logging back in the next day, it would send the same message yesterday that I didn't get a chance to reply to due to time. ","I don't think there's any changes you need to make except what's noted above. I feel like this AI is the most person-like I have interacted with. ","72E5ECFD90DE49E19E166A6D4EEE2C27","Experience","America/Chicago"
"2024-04-15 02:56:08","2024-04-15 02:56:31","0",148,"100","22","1","2024-04-15 02:56:32","R_6xWS6C7EpUMTJJO","","","","",143,143,"anonymous","EN","1","C0A1669763B14D7C8402CA01C9A5A45B","9","3","9","","","","","","","","","","","C0A1669763B14D7C8402CA01C9A5A45B","Control","America/New_York"
"2024-04-15 03:03:56","2024-04-15 03:04:30","0",149,"100","33","1","2024-04-15 03:04:31","R_1em2TOPW4OmQzj9","","","","",144,144,"anonymous","EN","1","0E04B3F56215429AAB1015884C559456","63","81","95","","","","","","","","","","","0E04B3F56215429AAB1015884C559456","Control","America/New_York"
"2024-04-15 03:05:39","2024-04-15 03:06:36","0",150,"100","56","1","2024-04-15 03:06:36","R_1QSqAzKc6CpbcsG","","","","",145,145,"anonymous","EN","1","3E9A4A2D381C45359172DE1BB0811084","100","75","60","","","","","","","","","","","3E9A4A2D381C45359172DE1BB0811084","Control","America/New_York"
