"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","X1_lonely_1_before_1","X1_lonely_1_before_2","X1_lonely_1_before_3","X1_lonely_1_after_1","X1_lonely_1_after_2","X1_lonely_1_after_3","X2_lonely_1_before_1","X2_lonely_1_before_2","X2_lonely_1_before_3","X2_lonely_1_after_1","X2_lonely_1_after_2","X2_lonely_1_after_3","X3_lonely_1_before_1","X3_lonely_1_before_2","X3_lonely_1_before_3","X3_lonely_1_after_1","X3_lonely_1_after_2","X3_lonely_1_after_3","X4_lonely_1_before_1","X4_lonely_1_before_2","X4_lonely_1_before_3","X4_lonely_1_after_1","X4_lonely_1_after_2","X4_lonely_1_after_3","X5_lonely_1_before_1","X5_lonely_1_before_2","X5_lonely_1_before_3","X5_lonely_1_after_1","X5_lonely_1_after_2","X5_lonely_1_after_3","X6_lonely_1_before_1","X6_lonely_1_before_2","X6_lonely_1_before_3","X6_lonely_1_after_1","X6_lonely_1_after_2","X6_lonely_1_after_3","X7_lonely_1_before_1","X7_lonely_1_before_2","X7_lonely_1_before_3","X7_lonely_1_after_1","X7_lonely_1_after_2","X7_lonely_1_after_3","comp_1_p","comp_2_p","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","control_loneliness_1","control_loneliness_2","control_loneliness_3","comp_1_c","comp_2_c","exp_lonely_before_1","exp_lonely_before_2","exp_lonely_before_3","completion_code","exp_lonely_after_1","exp_lonely_after_2","exp_lonely_after_3","comp_1_e","comp_2_e","participantId","random_int","condition"
"2024-04-09 01:00:32","2024-04-09 01:04:05","0",311,"100","213","1","2024-04-09 01:04:05","R_7jvp97PZgoQJ2Hn","","","","",39,39,"anonymous","EN","1","2","2","C5A3B6C470A847C7AB2E294F52438D3E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","24","5","","60","31","37","42","1","1","","","","","","","","","","C5A3B6C470A847C7AB2E294F52438D3E","3","Control"
"2024-04-09 00:43:29","2024-04-09 01:04:28","0",312,"100","1259","1","2024-04-09 01:04:29","R_22mg0CBmc8kHPGy","","","","",303,303,"anonymous","EN","1","2","2","4CDE5D3489454DE98D5D34E450FCE083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","44","3","","30","","","","","","100","100","75","8973-9528-9022-5387","90","90","75","1","1","4CDE5D3489454DE98D5D34E450FCE083","60","Experience"
"2024-04-09 01:02:25","2024-04-09 01:04:56","0",313,"100","150","1","2024-04-09 01:04:57","R_1n5YKD1QPHnRVbP","","","","",304,304,"anonymous","EN","1","2","2","95A535E76A164FD2AE22ED793E13B82D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","31","5","","90","90","40","100","1","1","","","","","","","","","","95A535E76A164FD2AE22ED793E13B82D","72","Control"
"2024-04-09 01:08:51","2024-04-09 01:09:52","0",314,"100","60","1","2024-04-09 01:09:53","R_1AFQMmbLmzzhYyX","","","","",305,305,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AA4F26C29E694FFAA7D940A3EE39A8B0","",""
"2024-04-09 01:09:52","2024-04-09 01:10:50","0",315,"100","58","1","2024-04-09 01:10:51","R_7aX3CWXj7m8bnPU","","","","",306,306,"anonymous","EN","1","2","2","AA53660EC66A4F4AA4D78F4235B6C68F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","4","","25","3","","64","18","17","15","1","2","","","","","","","","","","AA53660EC66A4F4AA4D78F4235B6C68F","23","Control"
"2024-04-09 01:10:34","2024-04-09 01:12:48","0",314,"100","134","1","2024-04-09 01:12:49","R_2AFj8YD1sUIpmc8","","","","",305,305,"anonymous","EN","1","2","2","AA4F26C29E694FFAA7D940A3EE39A8B0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","27","5","","85","80","91","80","1","1","","","","","","","","","","AA4F26C29E694FFAA7D940A3EE39A8B0","57","Control"
"2024-04-09 01:08:09","2024-04-09 01:14:22","0",316,"100","373","1","2024-04-09 01:14:23","R_81ppbKWJUWX6F7K","","","","",307,307,"anonymous","EN","1","2","2","B5FE6BC0A3D3462882D0389AC0C2EA3C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","30","4","","80","25","30","30","1","1","","","","","","","","","","B5FE6BC0A3D3462882D0389AC0C2EA3C","6","Control"
"2024-04-09 00:55:21","2024-04-09 01:16:38","0",317,"100","1276","1","2024-04-09 01:16:39","R_4G1VHReWlTARzFI","","","","",308,308,"anonymous","EN","1","2","2","5580E9D05D684FD5BD0CE1D5CE127E9A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","39","3","","80","","","","","","92","92","92","9606-2440-6765-6234","92","92","92","1","1","5580E9D05D684FD5BD0CE1D5CE127E9A","44","Experience"
"2024-04-09 01:11:08","2024-04-09 01:17:51","0",318,"100","402","1","2024-04-09 01:17:52","R_2NIqFQrYubffPxb","","","","",309,309,"anonymous","EN","1","2","2","2E5D21D7783C4AF0966C6576042B4692","85","80","90","80","75","85","85","75","90","80","70","85","85","75","90","80","70","85","80","75","90","75","70","85","80","70","85","75","65","80","80","70","85","75","65","85","75","65","80","70","60","75","1","1","1","My best friend ghosted me, and I was lonely.","2","","3","","45","3","","70","","","","","","","","","","","","","","","2E5D21D7783C4AF0966C6576042B4692","95","Prediction"
"2024-04-09 01:14:31","2024-04-09 01:19:13","0",319,"100","281","1","2024-04-09 01:19:13","R_1rOCV2qMQ84FwZT","","","","",269,270,"anonymous","EN","1","2","2","2D757E24E13D4F6D8D57D07ED1691D62","12","15","16","19","19","17","13","13","13","16","16","15","1","3","7","14","13","13","3","3","4","9","8","7","27","26","24","24","24","29","24","25","30","30","32","32","37","40","39","45","47","48","1","1","1","researching medical issues","1","","3","","45","3","","90","","","","","","","","","","","","","","","2D757E24E13D4F6D8D57D07ED1691D62","96","Prediction"
"2024-04-09 01:14:24","2024-04-09 01:20:07","0",320,"100","343","1","2024-04-09 01:20:07","R_20IuaQQSdmnsYgh","","","","",310,310,"anonymous","EN","1","2","2","347DFF6F67AB4A94AC5CAA3F965ECF6B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","I use it to look up information and to help create marketing plans and help with some writing tasks","1","","3","","63","3","","89","47","54","33","1","1","","","","","","","","","","347DFF6F67AB4A94AC5CAA3F965ECF6B","27","Control"
"2024-04-09 01:03:23","2024-04-09 01:20:59","0",321,"100","1055","1","2024-04-09 01:20:59","R_44d1bN716vrZ8mB","","","","",114,115,"anonymous","EN","1","2","2","6265E6719CC74F818FEADEF2DD050744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","30","4","","80","","","","","","20","30","10","3229-3825-1251-3104","17","9","6","1","1","6265E6719CC74F818FEADEF2DD050744","5","Experience"
"2024-04-09 01:22:31","2024-04-09 01:23:13","0",322,"100","42","1","2024-04-09 01:23:14","R_1zwpntiVYJ6DCbT","","","","",311,311,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E214FDB3B4924B0DB00526A5C03E0ECC","",""
"2024-04-09 00:48:33","2024-04-09 01:25:07","0",323,"100","2193","1","2024-04-09 01:25:08","R_7kefuX7wyf3FQOd","","","","",312,312,"anonymous","EN","1","2","2","ACF8230C6CE74056A2A7C0EA68546434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","","30","3","","20","","","","","","80","60","50","3630-1402-1671-4832","80","30","50","1","1","ACF8230C6CE74056A2A7C0EA68546434","37","Experience"
"2024-04-09 01:24:59","2024-04-09 01:25:38","0",324,"100","38","1","2024-04-09 01:25:39","R_52DNNfHDUMzY3jw","","","","",313,313,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FB36F2E7F78449BC853A123BDE561691","",""
"2024-04-09 01:23:20","2024-04-09 01:26:32","0",322,"100","192","1","2024-04-09 01:26:33","R_5k1FQ2US9vxpUZD","","","","",311,311,"anonymous","EN","1","2","2","E214FDB3B4924B0DB00526A5C03E0ECC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","10","0","0","0","0","0","10","0","0","0","0","0","10","0","0","0","0","0","15","0","0","1","1","2","","1","","3","","25","4","","60","","","","","","","","","","","","","","","E214FDB3B4924B0DB00526A5C03E0ECC","96","Prediction"
"2024-04-09 01:25:47","2024-04-09 01:27:05","0",324,"100","77","1","2024-04-09 01:27:06","R_1CECYBa35DwyjVo","","","","",313,313,"anonymous","EN","1","2","2","FB36F2E7F78449BC853A123BDE561691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","for fun","1","","5","","32","4","","71","60","78","16","1","1","","","","","","","","","","FB36F2E7F78449BC853A123BDE561691","22","Control"
"2024-04-09 01:08:55","2024-04-09 01:27:37","0",325,"100","1122","1","2024-04-09 01:27:37","R_2F2lhHPztMjpbGm","","","","",314,314,"anonymous","EN","1","2","2","84F74339A7E343FEA94165142E710166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","To also run test on","1","","2","","24","4","","71","","","","","","10","20","20","1331-8086-2115-8088","0","20","14","1","1","84F74339A7E343FEA94165142E710166","32","Experience"
"2024-04-09 01:22:18","2024-04-09 01:27:54","0",326,"100","336","1","2024-04-09 01:27:55","R_3BevZ0u9jiicej4","","","","",315,315,"anonymous","EN","1","2","2","1E7B4D58B5F1471BA17A5C8398F27C2E","92","93","95","82","81","82","81","81","81","81","80","81","70","70","75","65","71","72","61","73","70","62","66","67","65","66","66","69","71","73","72","71","72","58","65","69","55","58","59","58","58","58","1","1","2","","2","","2","","20","3","","76","","","","","","","","","","","","","","","1E7B4D58B5F1471BA17A5C8398F27C2E","83","Prediction"
"2024-04-09 01:05:21","2024-04-09 01:28:19","0",327,"100","1377","1","2024-04-09 01:28:19","R_6JCn3VzY45luxV0","","","","",316,316,"anonymous","EN","1","2","2","9404FA0A816C42A8A1E9DD4FD0AD497C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","It was for a job I was doing. ","1","","3","","42","1","","100","","","","","","13","0","3","7340-4526-8954-8427","0","0","0","1","1","9404FA0A816C42A8A1E9DD4FD0AD497C","76","Experience"
"2024-04-09 01:28:00","2024-04-09 01:29:25","0",328,"100","84","1","2024-04-09 01:29:25","R_5rIA28oSCt9JkhN","","","","",317,317,"anonymous","EN","1","2","2","85493123E543447A9BFA4F4A0CC1FA5B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","1","","20","1","","100","80","70","56","1","1","","","","","","","","","","85493123E543447A9BFA4F4A0CC1FA5B","61","Control"
"2024-04-09 01:28:54","2024-04-09 01:30:23","0",329,"100","89","1","2024-04-09 01:30:24","R_4GGeQS4WO2dhkvD","","","","",318,318,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30E1093857E24518941E38ADAD9F90C1","",""
"2024-04-09 01:14:57","2024-04-09 01:33:25","0",330,"100","1107","1","2024-04-09 01:33:26","R_2grTzR9Ku3Lvchr","","","","",319,319,"anonymous","EN","1","2","2","D66AA203C284482AA2AA1CEADDA1E262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","I previously used an AI companion app to try it out, out of curiousity.","4","Nonbinary","3","","24","4","","23","","","","","","24","3","65","1533-9578-0405-7783","15","5","81","1","1","D66AA203C284482AA2AA1CEADDA1E262","7","Experience"
"2024-04-09 01:31:22","2024-04-09 01:33:25","0",331,"100","123","1","2024-04-09 01:33:26","R_3idDfits0to4hah","","","","",320,320,"anonymous","EN","1","2","2","2C6A120DC01C4134A6666C07901344BA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","I was bored and lonely","1","","3","","31","3","","73","85","86","87","1","1","","","","","","","","","","2C6A120DC01C4134A6666C07901344BA","60","Control"
"2024-04-09 01:32:06","2024-04-09 01:33:33","0",332,"100","87","1","2024-04-09 01:33:34","R_3Jbfb79Z9zSeGWm","","","","",321,321,"anonymous","EN","1","2","2","8B045A74597B47FCB5FFAE595C7422DB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","72","4","","6","61","50","62","1","1","","","","","","","","","","8B045A74597B47FCB5FFAE595C7422DB","1","Control"
"2024-04-09 01:13:59","2024-04-09 01:33:43","0",333,"100","1183","1","2024-04-09 01:33:44","R_3IADr6kftdFPl9d","","","","",322,322,"anonymous","EN","1","2","2","71AEE38C92B24C568F612B9014229FF4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Another study.","1","","3","","35","4","","57","","","","","","71","63","65","2839-7621-5185-1315","72","64","62","1","1","71AEE38C92B24C568F612B9014229FF4","52","Experience"
"2024-04-09 01:32:46","2024-04-09 01:33:57","0",334,"100","71","1","2024-04-09 01:33:58","R_1lRxbhbchZw2gYF","","","","",323,323,"anonymous","EN","1","2","2","92EF1B68D83641B284489DF79AEC503D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","","24","3","","100","92","73","86","1","2","","","","","","","","","","92EF1B68D83641B284489DF79AEC503D","58","Control"
"2024-04-09 01:09:56","2024-04-09 01:34:13","0",335,"100","1457","1","2024-04-09 01:34:14","R_5sdgSoBoejkxRMS","","","","",324,324,"anonymous","EN","1","2","2","12629C88D85047D39FFCD6AE66FC03AC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","","23","4","","60","","","","","","70","80","80","0310-9385-1281-0548","59","65","65","1","1","12629C88D85047D39FFCD6AE66FC03AC","62","Experience"
"2024-04-09 01:31:07","2024-04-09 01:34:30","0",336,"100","202","1","2024-04-09 01:34:30","R_7hme0TF7etsgZNI","","","","",325,325,"anonymous","EN","1","2","2","6977D45C374747D3AE4F6A8EFC5CA4A2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Curiosity. AI bots were a novel thing for a brief moment.","1","","2","","34","4","","0","","","","","","","","","","","","","","","6977D45C374747D3AE4F6A8EFC5CA4A2","91","Prediction"
"2024-04-09 01:34:44","2024-04-09 01:35:12","0",337,"100","28","1","2024-04-09 01:35:13","R_55Zo47MLZR2cPOp","","","","",245,326,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8B2E9F1EFC6748C799F3ADEBF49DC920","",""
"2024-04-09 01:17:05","2024-04-09 01:37:14","0",338,"100","1208","1","2024-04-09 01:37:15","R_8mEJZAjGktOLDpT","","","","",326,327,"anonymous","EN","1","2","2","90A4FC6F57C4448593B7A6951CCDD36D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","19","1","","60","","","","","","60","70","65","6517-1710-7898-8052","60","68","62","1","1","90A4FC6F57C4448593B7A6951CCDD36D","67","Experience"
"2024-04-09 01:34:47","2024-04-09 01:38:40","0",339,"100","233","1","2024-04-09 01:38:41","R_1djbG8sx72pyxgd","","","","",327,328,"anonymous","EN","1","2","2","F5C34092BF2A4F219EFCA26786F5C8B6","74","37","64","79","60","71","63","62","69","77","67","58","65","58","59","64","65","64","56","55","56","68","65","69","60","61","60","65","65","61","76","71","70","85","72","70","72","65","64","80","71","75","1","1","1","To keep my self busy and interact with a chatbox","1","","1","","25","4","","62","","","","","","","","","","","","","","","F5C34092BF2A4F219EFCA26786F5C8B6","91","Prediction"
"2024-04-09 01:35:32","2024-04-09 01:38:49","0",340,"100","197","1","2024-04-09 01:38:49","R_2y9JgUr6lytpbfj","","","","",328,329,"anonymous","EN","1","2","2","E67990A7302843C2AEEDA0A82CF5FB93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","1","","35","3","","65","20","0","0","1","1","","","","","","","","","","E67990A7302843C2AEEDA0A82CF5FB93","70","Control"
"2024-04-09 01:36:43","2024-04-09 01:40:08","0",341,"100","204","1","2024-04-09 01:40:08","R_7nwQobN0UURierk","","","","",329,330,"anonymous","EN","1","2","2","99B03A25695346E59A0AA5274C008575","100","71","95","100","100","100","100","90","96","100","66","99","94","74","97","97","68","100","100","69","100","100","80","100","100","77","100","100","72","100","100","98","100","100","100","100","100","85","100","100","84","100","1","1","2","","1","","4","","29","1","","72","","","","","","","","","","","","","","","99B03A25695346E59A0AA5274C008575","90","Prediction"
"2024-04-09 01:24:04","2024-04-09 01:42:29","0",342,"100","1104","1","2024-04-09 01:42:30","R_8P7bPLQ3BlaL9lk","","","","",160,161,"anonymous","EN","1","2","2","758C5184A0E34222A34A4544D7732CD5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","44","4","","60","","","","","","90","85","95","8827-1334-2818-1967","75","85","90","1","1","758C5184A0E34222A34A4544D7732CD5","37","Experience"
"2024-04-09 01:46:07","2024-04-09 01:47:11","0",343,"100","63","1","2024-04-09 01:47:12","R_1NR5OHACQKMMK09","","","","",330,331,"anonymous","EN","1","2","2","1A34FA8D1D1947E7B5F62D1717AE2C24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","48","4","","15","0","0","0","1","1","","","","","","","","","","1A34FA8D1D1947E7B5F62D1717AE2C24","3","Control"
"2024-04-09 01:45:25","2024-04-09 01:48:36","0",344,"100","190","1","2024-04-09 01:48:36","R_1FLMySiYWdfblPC","","","","",331,332,"anonymous","EN","1","2","2","E80A95943729452B94696BFBD31875F6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","38","5","","36","83","68","97","1","1","","","","","","","","","","E80A95943729452B94696BFBD31875F6","14","Control"
"2024-04-09 01:31:09","2024-04-09 01:48:49","0",345,"100","1059","1","2024-04-09 01:48:49","R_5dlJT7zfU12W2rq","","","","",332,333,"anonymous","EN","1","2","2","760616C7D8204CF6AB9F4A53F181D5B3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","4","","29","3","","60","","","","","","80","60","100","9614-3053-0654-2089","75","60","100","1","1","760616C7D8204CF6AB9F4A53F181D5B3","23","Experience"
"2024-04-09 01:42:52","2024-04-09 01:49:56","0",346,"100","424","1","2024-04-09 01:49:57","R_55w63s9GKasmeZP","","","","",333,334,"anonymous","EN","1","2","2","1127944010CA4D02827AC3B68B91714A","3","3","4","4","2","3","4","4","3","1","2","1","2","1","2","1","2","1","2","3","1","3","1","1","2","1","2","1","91","2","2","2","3","3","2","2","2","3","1","2","2","2","1","1","1","To expresses thoughts and builds up idea's ","1","","3","","35","5","","85","","","","","","","","","","","","","","","1127944010CA4D02827AC3B68B91714A","94","Prediction"
"2024-04-09 01:32:05","2024-04-09 01:50:35","0",347,"100","1110","1","2024-04-09 01:50:35","R_5uvRTlOFpf9vYS5","","","","",334,335,"anonymous","EN","1","2","2","0E80AA2748AF4B138DE9EDCF16FF5876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","3","","47","4","","50","","","","","","70","60","60","3353-3023-0672-6496","70","60","60","1","1","0E80AA2748AF4B138DE9EDCF16FF5876","1","Experience"
"2024-04-09 01:45:50","2024-04-09 01:52:22","0",348,"100","392","1","2024-04-09 01:52:23","R_7NuDsFvZU2jUWNb","","","","",335,336,"anonymous","EN","1","2","2","A4CD57CECE224E6F8DC4667CFBE2AB48","85","0","40","80","0","35","82","0","37","79","0","34","77","0","30","78","0","30","76","0","28","71","0","22","75","0","22","73","0","22","74","0","22","71","0","21","72","0","20","70","0","17","1","1","2","","2","","3","","62","8","Associate's degree","66","","","","","","","","","","","","","","","A4CD57CECE224E6F8DC4667CFBE2AB48","80","Prediction"
"2024-04-09 01:34:25","2024-04-09 01:54:28","0",349,"100","1202","1","2024-04-09 01:54:28","R_2crgbzYgiUQQ99f","","","","",142,143,"anonymous","EN","1","2","2","F7D40967AFF441E08EE288EBFBFBB8E6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","2","","33","4","","62","","","","","","62","74","91","7044-6792-2714-6390","58","64","80","1","1","F7D40967AFF441E08EE288EBFBFBB8E6","74","Experience"
"2024-04-09 01:48:37","2024-04-09 01:55:09","0",350,"100","391","1","2024-04-09 01:55:09","R_1q9lprIwCcSuxrw","","","","",336,337,"anonymous","EN","1","2","2","2286DE3990434D7E8EFF030519CEBCD6","0","0","0","71","50","72","0","0","0","75","76","79","0","0","0","88","82","83","0","0","0","89","82","82","0","0","0","84","84","85","0","0","0","78","78","78","0","0","0","85","86","86","1","1","2","","1","","3","","65","4","","100","","","","","","","","","","","","","","","2286DE3990434D7E8EFF030519CEBCD6","94","Prediction"
"2024-04-09 01:31:47","2024-04-09 01:56:06","0",351,"100","1458","1","2024-04-09 01:56:06","R_5JDhY4ExYKgkALh","","","","",337,338,"anonymous","EN","1","2","2","2257247E25B14819AFD1D884E534BC2E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","I used it to kill my boredom then. I came across the app on social media through an advertisement. And it was a little bit helpful then","1","","1","","38","4","","85","","","","","","70","70","65","0083-5370-6423-5954","30","30","30","1","1","2257247E25B14819AFD1D884E534BC2E","46","Experience"
"2024-04-09 01:54:20","2024-04-09 01:57:32","0",352,"100","192","1","2024-04-09 01:57:33","R_2D81XcaUHWj5Z7C","","","","",338,339,"anonymous","EN","1","2","2","EC7ABA5A44CB4DEAB5ED3305123D9206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","38","4","","9","30","30","18","1","1","","","","","","","","","","EC7ABA5A44CB4DEAB5ED3305123D9206","54","Control"
"2024-04-09 01:57:05","2024-04-09 01:58:23","0",353,"100","77","1","2024-04-09 01:58:23","R_5P7C0ISkRE5YKuk","","","","",339,340,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B82D174F98494E278E3A615B852A0317","",""
"2024-04-09 01:42:55","2024-04-09 02:00:20","0",354,"100","1045","1","2024-04-09 02:00:20","R_7Hdzs6FKMah5GBT","","","","",340,341,"anonymous","EN","1","2","2","59F59EE2CB4945CEA482A8C96E7C45FC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","4","","26","4","","80","","","","","","100","74","100","6106-4079-6393-3784","81","50","50","1","1","59F59EE2CB4945CEA482A8C96E7C45FC","5","Experience"
"2024-04-09 01:42:37","2024-04-09 02:01:23","0",355,"100","1125","1","2024-04-09 02:01:23","R_7MJIMzTam62xwDn","","","","",341,342,"anonymous","EN","1","2","2","5A8A3D822EB4442AAC228CCFAEF518F6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","For work","2","","3","","31","2","","82","","","","","","13","8","0","6923-7875-7997-4720","0","0","7","1","1","5A8A3D822EB4442AAC228CCFAEF518F6","76","Experience"
"2024-04-09 01:57:36","2024-04-09 02:02:13","0",356,"100","277","1","2024-04-09 02:02:14","R_14AiKgzGwrnNEre","","","","",342,343,"anonymous","EN","1","2","2","FFDF402FE3F242B898A30D5548AB0CB7","20","25","30","20","25","30","30","30","30","30","30","30","30","30","30","30","30","30","35","30","40","30","30","35","30","30","30","20","20","30","30","25","40","30","25","40","20","20","30","25","20","30","1","1","1","Testing to see how it would answer and how I could make it respond to me.","1","","2","","21","3","","30","","","","","","","","","","","","","","","FFDF402FE3F242B898A30D5548AB0CB7","84","Prediction"
"2024-04-09 02:01:01","2024-04-09 02:04:18","0",357,"100","196","1","2024-04-09 02:04:19","R_5QfuJV4Uu54H4pb","","","","",343,344,"anonymous","EN","1","2","2","2D11EC67D4394968BD2866567D1E1665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","To translate documents.","1","","3","","52","3","","33","70","29","45","2","1","","","","","","","","","","2D11EC67D4394968BD2866567D1E1665","71","Control"
"2024-04-09 02:03:19","2024-04-09 02:04:27","0",358,"100","67","1","2024-04-09 02:04:27","R_1PzHElH36QaxqpW","","","","",344,345,"anonymous","EN","1","2","2","462B8FF25FC8490096558C2F8D983694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","3","","29","5","","60","20","0","15","1","1","","","","","","","","","","462B8FF25FC8490096558C2F8D983694","40","Control"
"2024-04-09 02:04:42","2024-04-09 02:06:15","0",359,"100","93","1","2024-04-09 02:06:16","R_2dhkIOO8EiJITSb","","","","",345,346,"anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5A78ABB274144346AE5C16EFEF231F21","",""
"2024-04-09 02:05:51","2024-04-09 02:07:30","0",360,"100","99","1","2024-04-09 02:07:31","R_2KPJxDrTaRmqM1R","","","","",346,347,"anonymous","EN","1","2","2","9D61B93EFD28439182FFA5EE104C425B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","1","","49","4","","60","75","70","65","1","1","","","","","","","","","","9D61B93EFD28439182FFA5EE104C425B","14","Control"
"2024-04-09 02:04:38","2024-04-09 02:07:57","0",361,"100","199","1","2024-04-09 02:07:58","R_7GqSoOFByI1OxRD","","","","",347,348,"anonymous","EN","1","2","2","8FC328D3454D4111874CB3558912535E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","I wanted to test it out.","1","","3","","35","1","","100","71","0","82","1","1","","","","","","","","","","8FC328D3454D4111874CB3558912535E","59","Control"
"2024-04-09 02:09:32","2024-04-09 02:11:33","0",362,"100","120","1","2024-04-09 02:11:33","R_5aKUGtNFsb1BYv7","","","","",348,349,"anonymous","EN","1","2","2","3E9A4A2D381C45359172DE1BB0811084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","1","","57","7","","60","100","90","75","1","1","","","","","","","","","","3E9A4A2D381C45359172DE1BB0811084","64","Control"
