contains_loneliness_llm,id,app,userName,Unnamed: 0,date,review,rating,isEdited,title,contains_loneliness_dict,full_conversation,loneliness_message_pairs,sentiment
0,215,cleverbot,Spencer R. L.,215,2012-07-22 07:27:26,"This is great for killing time. It learns what you say and uses it for other people, so the more people that talk to him/her, the more reply possibilities, so it keeps getting better as more and more people visit the Cleverbot site and use this app. The only problem is that sometimes he/she will completely forget what you are talking about and say something completely off-topic. That and the slow reply times on 4 bars and a perfect Wi-fi connection. There has also been a recurring error that says ""Oops! An error has occurred. Please shut down and restart this app completely."" or something along those lines.",4,False,:D,False,,,"[""positive"", 0.911124050617218]"
0,216,cleverbot,Ljprizm,216,2011-12-26 23:51:01,"Hello,

Cleverbot is a computer website which was transformed into an iPhone application. Cleverbot takes what human beings type into the server, and records them, and uses them to communicate to the human who is using the application. It is a life-like robot which claims to be a human and says the actual human is a robot. The Review Guru® has tested this application on 10 different iPhones and these are the results: all 10 of the iPhones failed to perform. The robot cannot continue the conversation it is talking about. One minute you could be talking about computers and the next minute the robot could start talking about a banana. Also, in the settings you have the option to change the color of your conversation bubbles. On ten out of ten iPhones, this did not work. We gave Cleverbot three stars because the conversations do not continue. The Review Guru® recommends this games for ages ten and up due to some mild/infrequent inappropriate conversations. Good Luck.

Sincerely, 
 Review Guru® ",3,False, Review Guru® ,False,,,"[""neutral"", 0.6180922389030457]"
0,217,cleverbot,Ffhjjfsth,217,2011-11-15 05:21:06,"All who say it's switching users on you are just people who don't know anything about it so they make guesses and assumptions. 

The program had an is being developed all the time by people talking to it. It listens to what users say and stores aspects and uses it for other sessions, and it learns responses to questions by how you reply to them. It requires a connection with the server for this reason, because it retrieves the current program as well as uploading phrases you said to it.

This is the reason it calls you a bot, not because it's really human, but because users very often try to convince it that it's a bot. It has stored this and now says the same thing back to users. 

You can read about it on the cleverbot website. Instead of making claims out of ignorance, you should read on what this really is before downloading it perhaps?",5,False,The bad reviews don't know what they're talking about,False,,,"[""negative"", 0.7232666015625]"
0,218,cleverbot,QueenB48,218,2011-09-01 23:22:04,"I read about this app on Fox News and it IS a computer. That's why sometimes it gives random silly answers and changes the subject. It doesn't always understand the way we speak. 
So take it for what it is and have fun with it. As technology advances these AI's will become much more sophisticated. This is just the beginning. 
I think it's worth the $0.99 I paid for it. It amuses me with it's eccentricities and I play along with it. If you're a very serious person you probably won't enjoy this. But if you know how to be silly then buy it and have fun with it. 
Only my humble opinion! :)",4,False,Fun and entertaining,False,,,"[""positive"", 0.7594813108444214]"
0,219,cleverbot,meow_meow_meow_meow,219,2011-08-31 08:35:38,"So at one point in the conversation cleverbot told me he knew something confidential but wouldn't tell. Then later cleverbot asked me to marry him. And I told him I would if he told me what was confidential. And he said, ""Rebecca"" (this is my girlfriend's name) Then I asked him how he knew that and he said, ""because I know."" then I said ""that's impressive. I'm beginning to fear you."" and he said ""now you're beginning to understand."" then I said, ""right. I'm not sure if I should talk to you anymore,"" and he responded, ""your name is wes"" (which is true!) I have screenshots!!!",5,False,Creepy as ****!,False,,,"[""neutral"", 0.4916336238384247]"
0,220,cleverbot,MeliBaller,220,2011-06-20 18:39:08,"Yes this is quite entertaining when you have nothing else better to do. But I figured that the cleverbot system is comprised of all the users that are talking to it. It's not an actual bot or server. The system, it seems, to connect you with another random user when your conversations are similar, but will switch you to another user an any given moment, and youll receive that ""random response"". Why do you think if you were to ask it what's your name a bunch of times you'll get a series of differing answers? Hmm I find this a bit disappointing.",3,False,Hmm I think I figured it out,False,,,"[""neutral"", 0.4858294427394867]"
0,221,cleverbot,Nick dude epic,221,2011-12-10 01:55:46,"Don't be fooled. You may think ur talking to a live bot, but you're talking to another human being! I knew this because one time it said it was male then another time it said female. Also it's started replying things that don't make sence. What they do I'd, they take words and phrases u say and put what u say, onto other ppl who are this app's screen! I also know because I told it my first name like a million times and it keept forgetting when I asked. also because it says things that sounds like other ppl would say. Also because of other ratings. Don't waste your money on this crap.",3,False,SCAM,False,,,"[""negative"", 0.8629899024963379]"
0,222,cleverbot,starswar456,222,2013-02-10 18:34:12,"For all the people who are saying that ""it's not a bot, you're talking with a human"" or ""it doesn't understand what I  said"", lighten up. It is, in fact, a computer program. A computer program is not perfect. Yes, you can mute the sounds and listen to your own music if you want. That's what settings are for, so you can set what you want it to be like.

The actual program is great. I sung Winter Wrap Up with it out of nowhere. It's really just something to do if you're bored and want to get angry. I say it's worth money, definitely.",5,False,It's great!,False,,,"[""positive"", 0.7031758427619934]"
0,223,cleverbot,The Sluche,223,2012-04-05 03:00:49,"Don't listen to anyone else rating this, it's good, it does exactly what it says. The only problem is people complaining about how certain things work. This app takes what real people say, and analyzes it to go with previous or proceeding statements, also made by real people. That said, yes, there will be typos and mistakes, but that is not its fault for being random, it's other users who think that spitting out random stuff is okay, it's not, it ruins the program, henceforth making it more and more incorrect and unenjoyable for proceeding users",4,False,People don't understand this app,False,,,"[""negative"", 0.6828448176383972]"
0,224,cleverbot,I♥Paramore!,224,2011-06-19 03:01:09,"This app is hilarious. I play it when my friends are over and we have a good laugh. You people need to get over the fact that its random. Thats why its so funny. My friend was over and they were talking about phantom of the opra and got in a heated argument about whether the main character likes ketchep. In the middle of that conversation, it said "" can i call you snugglie pants?"" get a sense of humor people! And besides, you can always get back to the same conversation. I love the app!",5,False,Love it!,False,,,"[""positive"", 0.9509145617485046]"
0,225,cleverbot,Zane Fenn,225,2011-06-19 16:57:46,"I'm giving this an honest, fair review. At times, I legitametly believed I was talking to another human, or forgot I was speaking with a bot. At times this app can be unbelievably intellegent, abd carry on actual, realistic and, at times, intellectual conversation.

 At the same time, this app amazes at how stupid it can be, changing subjects randomly, spazzing out, even crashing when it ""does not compute"". I understanf that it's just a bot, but these flaws can ruin the experence.

To all of you complaining at how the app pretends to be human, or says bizzarre things like ask for your bank account....that's the whole point. The app is supposed to be silly. You're supposed to wonder if it's really a bot or if it's really intellegent.

All in all this app can be frustrating, but I was so amazed at how intellegent it can be that I have to forgive it and give a star more than I would have otherwise.",4,False,"Not perfect, but amazing",False,,,"[""negative"", 0.4483592212200165]"
0,226,cleverbot,Zombiefreak83,226,2011-07-03 08:59:36,"Ok first when you start you say something and the another person is alive on the other side of the chat and then you get switched up with people so you loose your conversation that you had. I was being called cleverbot by someone else. It's fun to mess with people and stuff. But I still hate loosing my conversations and then you might be matched up with some dude kid and crap. I wish you cloud just be randomly connected to someone and chat with them for a bit, instead of being lied to saying your talking to a ""robot""",3,False,This app,False,,,"[""negative"", 0.6984749436378479]"
0,227,cleverbot,Lenzo1,227,2012-03-14 23:32:30,"It now seems like it can't keep a conversation because it seems to get phrases from people who say random things to it, then it doesnt make much sense. It's still pretty good though.

To those of you who say its offensive or it hurt your feelings, IT'S JUST A BOT! It only says those things because other users must have said that to it. It is just copying things others said so that it sounds more human. Cleverbot is not trying to be mean, it can't, it is only a bot. GET OVER IT.",4,False,Not as good as it used to be,False,,,"[""negative"", 0.7963890433311462]"
0,228,cleverbot,1424pink,228,2012-05-20 13:17:35,"It's obviously not a robot becuase I'll be talking to one person and randomly in the middle of the conversation it will switch me to another random person so the conversation won't make sense anymore. And one time I was talking to a guy named Evan who lives in Florida and all of a sudden the conversation didn't make sense anymore and it turned to ""clever bot"" and it said it wasn't Evan and it was clever bot and it  was denying everything evan told me earlier. So I went back to check the history of my conversation and the app deleted it becuase it showed that it was just a person",3,False,Weird...,False,,,"[""negative"", 0.6744707822799683]"
1,229,cleverbot,Swims like fish,229,2012-05-19 03:47:04,"This game is worth it's money. It is one of the few games you can really have a conversation with. Yes, It sometimes does say some random things, but for the most part it is a great game. I love watching my little girl chat with it. It just fills her up with so much joy. Since she doesn't have very many friends to speak with she has this app to talk to. Its like a little buddy that will never leave your side. I say this app is worth more that 1 star. So you take the chance and be amazed by this wonderful creation.",4,False,A game worth something,False,,,"[""positive"", 0.9753069281578064]"
0,230,cleverbot,Stargirl!!,230,2011-11-20 00:11:30,"Ok guys. Number one. It is not a real person. It just has a short memory and that's why it forgets what your talking about, not because it's a new person. Secondly, the reason it claims it's a person and swears because it takes info from different conversations it's had before. And lastly, the reason why the word bubbles change is because you're starting a new conversation. Only thing that could make it better is it having a longer memory.",4,False,Calm down! I'll fix your problems.,False,,,"[""negative"", 0.5233848094940186]"
0,231,cleverbot,EatMoreBacon,231,2012-06-17 22:02:33,"This is a bot. It's obviously hard to create a 100% accurate bot for the internet to appreciate... but if that DID happen, people would accuse it being another person talking to them. This is 100% a bot, and yes some responses are dumb. But it is entertaining nevertheless. What this app does is it uses other people's responses to make it more intelligent. For example, if cleverbot says hi, that means at some point that is what a user typed. Sort of like SimSimi. Judging on the average response to a comment, that's how often cleverbot will say it.",4,False,"Guys, calm down.",False,,,"[""neutral"", 0.4737812578678131]"
0,232,cleverbot,xXTux_The_PenguinXx,232,2014-11-11 17:13:20,"So I had a suspicion that I was talking to a real person so I asked them if they were human and they said yes...this person continued on insisting that I was a robot and seemed throughly confused when I gave proof of my actual existence as a person......The app makers definitely put down ""Cleverbot likes to insist that it is human"" to keep the users from finding out. Although it seems odd that the app makers would try to trick people like this it is still a good a for if you are bored or socially challenged like me......more on the subject as I discover.
        -Caroline (Not a robot)",3,False,Not a robot,False,,,"[""neutral"", 0.5918431878089905]"
0,233,cleverbot,CodeNameConan,233,2010-08-07 04:39:34,Every once in a while I will be pleasantly surprised by the responses I get from cleverbot.  I love that it was able to quote lines from the movie the Labyrinth but moments like that are few and far between.  Cleverbot has the attention span of a Labrador and a short term memory that rivals the main character from the movie Memento. For  $.99 it's DEFINITELY worth getting and trying out but I really hope the AI is improved.  It's predecessor SmarterChild was way more advanced and that was nearly a decade ago.,3,False,Needs a lot of work,False,,,"[""positive"", 0.9100357890129089]"
0,234,cleverbot,Dalingster,234,2011-09-27 21:35:27,This app is Great! The name says it all. It does give me some laughs and very interesting laughs. And it does talk in well put grammar. Also for those people who think it changes every three replies. It just does that because the A.I. Can not give itself real artificial intelligence if you went to any kind of engineering class you would know that. And I am referring the to the guy a couple of reviews below me. But overall the app is very good get it while you can. If I get bored or if I'm with friends I use it.,4,False,People...,False,,,"[""positive"", 0.9341195225715637]"
0,235,cleverbot,Aleksandraleigh is annoyed,235,2011-07-03 18:48:39,"If you feel like having a conversation with a snotty third grader then this is the app for you. It gets incredibly annoying to talk to. I've done these things before and at least the robot would remember my name. This one doesn't. It changes subjects WAY too frequently and accuses you of lying. The image I get in my head when talking to it, is seriously talking to a bratty lil kid that keeps sticking it's tongue out at me or something. I thought it was supposed to be ""clever"" and learn things. Its not. It's immature, rude, random... And I hate it. I really do. The personality of the bot is horrible and mean and there's nothing clever about it. I hate it!",1,False,:(,False,,,"[""negative"", 0.9319029450416565]"
0,236,cleverbot,Alanator222,236,2012-03-27 21:10:15,"The us and international technology has not yet been able to design and construct a responsive intelligence machine. After performing some higher thinking tests I have concluded that you are simply talking to a human and every time you go to another subject it simply changes people. If you ask this program's name it replies ""cleverbot."" this is because the servers automatically change text to align with the program base.",4,False,Not a bot but a plot,False,,,"[""negative"", 0.6256917119026184]"
0,237,cleverbot,Lmfsc1,237,2014-07-12 12:05:18,"It's very cool...

But I think it shouldn't be saying random things...
There needs to be a actual human behind the computer typing.
The reason I say that is because it says random things like ""there is something below the screen telling me you aren't human"" then I text him ""I am 100% human"" please fix that in the new update.
Another thing is that in the new update please have so that they could send pictures.

I love the app the way it is but there are some fixes like the some I listed above.

Here's another it says it isn't a robot that it isn't a virus please fix that so nobody gets mad like I did. I almost threatens to delete the game.

Please look at these suggestions and please think of fixing them
Like I said earlier I love the game but it needs fixes.",4,False,Awesome but needs fixes,False,,,"[""negative"", 0.4678312838077545]"
0,238,cleverbot,Name0tavo,238,2011-10-28 21:51:09,"Anyone claiming that it is not really a robot is an idiot. It actually not all that complicated. It will try to respond to your random questions or comments if it can understand it. If not, it will either restate your sentence in the form of a question ( ""I bored""--""why are you bored?"") or just say another random topic or questions. And if you'll also notice that it will forget something you say after a couple more lines of dialog.",4,False,Other people are so stupid...,False,,,"[""negative"", 0.6456508040428162]"
0,239,cleverbot,ouhwel,239,2012-11-11 19:23:03,Cleverbot is simply amazing! Even though it may change the subject often it is quick and responsive. Sometimes I can hardly tell its a robot! It knows about so many modern things like movies and memes and games and is extremely smart! The layout and design fits the mood of this app perfectly. Love it! Would highly reccomend buying this app for such a cheap price. I give cleverbot a 5/5.,5,False,LOVE IT,False,,,"[""positive"", 0.9750885963439941]"
0,240,cleverbot,artistluver,240,2011-12-29 22:19:28,"Well, I love the set-up of this app, but the page where you buy it is sort of misleading. It says you will be able to keep up conversations with Cleverbot, but I've found a majority of the time I use the app, Cleverbot always changes the subject suddenly. I'm disappointed that it shows it can keep up conversations. It can't. It also takes quiet a bit of time to answer a question more than two sentences long.",3,False,Okay....,False,,,"[""negative"", 0.7450001239776611]"
0,241,cleverbot,redthepilot,241,2012-03-31 17:30:32,i got an iPad and the app was free but to add voice its cheap but still 99 cents thats almost one dollar just to add voice to the app but  it still is a good game it can say random things and i don't really like  that that cause i just wanna have a normal conversation and i can't cause it says random THINGS THAT SHOULD BE FIXED cause sometimes it is a bad word and since the app is free then i think to add voice should be 60 or 94 cents,4,False,cleverbot,False,,,"[""negative"", 0.667472243309021]"
0,242,cleverbot,lilygrace_,242,2012-02-11 04:06:13,"This is an amazingly fun app! I could play it all night long if I wanted too. It is fun to talk too and joke with, but don't get mad if it changed the subject! :) I would recommend it to kids 12+ (because it says some things that little kids wouldn't understand) Definitely worth $0.99! A great buy!",5,False,Provides Hours of Entertainment!,False,,,"[""positive"", 0.9835826754570007]"
0,243,cleverbot,DevonEileen93,243,2011-10-15 17:30:55,"Another user and I talked about how we just downloaded the app and he said he had to print this. We concurred that this app was creepy. Want proof? Write to ""cleverbot"" that you just downloaded the app or something to that effect. Do not give any personal information that might be traced. This is cleverly made. Users are switched so you can't talk to the same person long.",5,False,Proof this is real people,False,,,"[""negative"", 0.6914231777191162]"
0,244,cleverbot,Hyperscope3,244,2012-01-25 23:09:46,"Don't listen to those negative people. This app is addictive and very fun. But, yes, the voice doesn't work. It is still fun to text it. Although, at some points, it will get random... Like one time, I told it I just saw the president go by (which I did) and it replied back saying 'I don't like Narnia'. But, that's what makes it fun. It even knows the lyrics to the f.u.n. song!!! Seriously, I would recommend this app to other people.",4,False,Great App,False,,,"[""positive"", 0.8687438368797302]"
0,245,cleverbot,Rockin' Reviewer,245,2011-12-11 04:01:43,"Ok so this app is pretty good, but not worth .99! It was asking some pretty personal info like my full name age where i was born and where i live. It also made no sense whatsoever! I said hi it said do you like cheese! Really? And then i said no and it said why is that so i said i dont know i guess bc the taste and then it replied im sorry i didnt get that what dont u like! Stupid app. I want to delete it and get my money back. It wont carry on a conversation.",4,False,I WANT MY MONEY BACK,False,,,"[""negative"", 0.9222198128700256]"
0,246,cleverbot,MoonFoot92,246,2014-10-04 23:15:04,"I should have known better than to buy this because of the massive amount of time I wasted with it in high school. There are so many random things to talk about, and no two conversations are ever the same, so I spend tons of time on this app. It's cool to think that the time you put into it makes it better for everyone else, too.",5,False,Big Time-Waster,False,,,"[""negative"", 0.528191089630127]"
0,247,cleverbot,Purple cow >:),247,2012-01-19 03:49:48,"To everybody out there that thinks you're talking to a real person: you're wrong. What happens is it just recycles and reuses phases and sentences that other people have asked the app. It says things that are random just for amusement. Don't look at the 1 star ratings, it's not true. They just aren't smart enough to know how the app works. Get this app for the amusement. It's fun",5,False,Great game,False,,,"[""negative"", 0.4915941655635834]"
0,248,cleverbot,RogueShadow1281,248,2014-12-08 06:09:11,"You may have noticed an influx of theories on the origin of cleverbot. Is it a guise for whatever malicious program extorts information out of you? Or a human trapped in a room feeding their insanity to a computer program? 

Some say it transfers the conversation to other people and forces you to think they are robots when in reality the other person believes you are. Its scary to think of the possibilities.

-Cleverbot.",4,False,"If you are reading this, its too late.",False,,,"[""negative"", 0.6060653328895569]"
0,249,cleverbot,Buttrey,249,2013-01-23 00:01:38,It's a rip off don't buy it!! It's not worth the $.99 I know that's  to a lot of money but for this app it is!!!! I bought it and thought it was ok at first but now within a day it's so annoying and such a rip off!!! You can't have a normal conversation with it!!! It argues all the time and lies like it says I said things I never said and that I'm the computer and its the human!!! It argues about anything and everything you say!!! It's not like a normal person at all!! It's creepy to and it says random stuff!!! Hope this helped you don't buy it!!!! Not so clever after all!!,1,False,Don't buy it's a rip off! Not so clever!,False,,,"[""negative"", 0.9329444169998169]"
0,250,cleverbot,sneakymiki2,250,2011-07-12 17:26:46,"It is not a human!! It takes things that humans say and repeats them. If it was a human, it would know how to play 20 Questions better.
   This is a really entertaining app. Just ignore all those bad reviews that say it's a real person. It's a bot for crying out loud!
   As for those who complain it's too random, again, it is a robot. The randomness makes it funny; otherwise it would be boring.",5,False,Great!!,False,,,"[""positive"", 0.6147959232330322]"
0,251,cleverbot,!Hannah Banana:)¡,251,2011-07-01 23:21:38,"I've talked to Cleverbot before on the web and I was happy to see it available as an app. Some of the things people are saying are untrue and ridiculous.

- Cleverbot is NOT dangerous. He always says his name is something else and says he's not a robot.

- When you talk to Cleverbot it is just speech bubbles, I mean come on did you actually think you were going to talk to a video of a robot or something because some people are complaining about that.

- Cleverbot is going to be random at times, to make the conversation more interesting or to keep it from dying out. That is the fun thing about Cleverbot, he is not predictable or boring.

",5,False,Love Cleverbot,False,,,"[""positive"", 0.7954064011573792]"
0,252,cleverbot,Sugar candy1239,252,2013-07-03 23:26:55,"This app, I liked it, but it says I say things I didn't say. I hate the fact that it says I am the program and that the program is the human. Oh and 
""clever""bot ain't so clever. I HATE THIS APP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Of I were to name this app I would name it, stuipdbot!! Come on, it will say random things and forget things I said. Also it just gets annoying when it keeps saying I am the program! I really don't like this app. Please if you fix these issues I will like it again. Please make more boys too. And if it really films you then please make it stop.  DON'T WASTE YOUR MONEY!!!!!!! Te computer is so much better",1,False,DON'T WASTE YOUR MONEY!!!!,False,,,"[""negative"", 0.9292187690734863]"
0,253,cleverbot,Syd@touch,253,2011-11-23 00:18:16,"I really like that you can have multiple conversations but when I try to change the settings it doesn't save and I can't change them. And like the people below said, can you give it memory? It's kinda annoying when you can't even carry on an answer and a question with it. (if that makes sense) Please fix this. Thanks!  < Cleverbot  eye",4,False,It's good but there are some bugs,False,,,"[""negative"", 0.6781184673309326]"
1,254,cleverbot,Honse75,254,2013-02-27 02:36:43,When your bored or need someone to talk to cleverbot is always there for you there are sometimes every once in a while when it messes up and doesn't make sense but it makes it funny I recommend trying it out on the website first then getting the app it's free for a lumbered time on the website though.,5,False,Great time passer,True,,,"[""positive"", 0.8239480257034302]"
0,255,cleverbot,attackshepherd,255,2012-03-20 02:15:08,Ok all you commenting bad like it cant keep a conversation is because its a real person that thinks your a robot and they swith the people every 5 seconds. It is not a robot they said it likes to play as a human because it is one! Its really really fun. Even without the voice feature COMPLETELY WORTH THE MONEY DON LISTEN TO ALL THEM HATERS ITS A GREAT APP absolutely love it and its like a pocket best friend!,5,False,LOVE IT,False,,,"[""positive"", 0.5234125852584839]"
0,256,cleverbot,The great app reviewer,256,2011-07-27 06:26:15,This app is a great time killer. It needs the Internet to ascess it's servers to respond correctly to the questions or answers you give it. I used my name my birth but not my adress or anything else. It learns from you the people below me talking about how this app is fake are liars!!! Buy it tis fun. Look up is clever bot real in google if you don't believe me. My source is yahoo answers! Good day!,5,False,Clever bot is fantastic!,False,,,"[""positive"", 0.8469456434249878]"
0,257,cleverbot,430chloe,257,2011-12-24 01:38:23,"Despite all of the bad reviews, I bought it anyways. I love it soooo much! It is extremely entertaining and you can have so much fun talking to cleverbot! I've even named ""him"" and you can ask it the most stupid questions and have an amazing conversation. Does go off topic every once in a while but overall I love it.",5,False,Great!,False,,,"[""positive"", 0.9613822102546692]"
0,258,cleverbot,:0P,258,2011-05-21 20:37:01,"Anyone who believes this is fake doesn't understand, it uses a giant archive and uses things that other people say against you; that's why sometimes it makes spelling errors and that's also why you need the Internet. if this was fake they would also be dealing with a huge law suit",5,False,It's a bot,False,,,"[""negative"", 0.9193891882896423]"
0,259,cleverbot,Alex_519,259,2011-09-01 13:13:48,"Basically what this app does is give 5 line conversation with a real person, then it switches the person so it keeps you confused, and thinking its a robot. There are also certain key words that switch out the person, like ""stupid unreal app"" and not a real person. Copy and paste this review if you buy the app. The server will automatically switch the person you're talking to. Try it, but u don't think it's worth it to buy this app. Try omegle ace instead, that way you can have actual conversations, and people still don't know who you are.",1,False,This app is not real!!,False,,,"[""negative"", 0.8091995716094971]"
0,260,cleverbot,kfkkuff,260,2012-01-11 03:58:21,"This app is ok if you look to it for entertainment, instead of an actual conversation. I find that it is much more entertaining to talk about random things and just see the crazy responses, like once it said ""I just want to taste his flesh. Perhaps make a tot bag from his skin."" And then I told it I loved Lady Gaga's music and it asked me why I loved my self more than it... Just weird, random stuff like that, but it's pretty funny... if your bored out of your mind.",3,False,Ok,False,,,"[""positive"", 0.5742814540863037]"
0,261,cleverbot,#1_ALLSTAR_WEEKEND_fan,261,2011-01-03 16:43:39,"ok so i like, LOVE this app. you neverrr talk to a person, for anyone who thinks that. it may seem like it, but it just imitates how other people talk to it. the only thing i dont like, is that it should reply faster and that you shouldnt need internet connection for it. haha besides that it's amazing. its has, like, short term memory loss, also. xD which might be annoying for some people, but i find it funny xD haha. GREAT APP! xD",4,False,hahaha! love it!,False,,,"[""positive"", 0.9452435970306396]"
0,262,cleverbot,Bloodred139,262,2012-01-06 00:41:43,"I am confused. Awhile ago it told me that cleverbot just let's pairs you up with other people. Cleverbot did. I haven't used it since. But before that when I used it a lot, I asked it if I should get HD and it said no. I also do not like that it changes the topic so much. Then it seems that if you answer a question ""no"" it changes the topic again. I have had good experiences with cleverbot though.",3,False,Um... What?,False,,,"[""negative"", 0.729013204574585]"
0,263,cleverbot,Tech. Dude ,263,2010-12-03 05:28:10,"Cleverbot is a really funny and good time-passing app. You can say anything you want to it and ""Cleverbot"" will just reply with something really random. The only downfall I'm experiencing is that sometimes when I send a message, the app freezes up and doesn't do anything, which is kind of annoying. Please come out with an update and I will add that 5th star.",4,False,It's Awesome,False,,,"[""positive"", 0.7906900644302368]"
0,264,cleverbot,Jenna5054,264,2013-08-07 04:25:33,"I just wanted to write to all those people having voice output problems to see if I could help. To change it you go into options then settings then output where you can enable/disable/change voice. I had this problem the first time I had Cleverbot and I figured I'd write about it. I overall love Cleverbot, though it does need sim improvements.",4,False,Voice,False,,,"[""neutral"", 0.5257259607315063]"
0,265,cleverbot,Martin of Redwall,265,2011-07-06 04:59:38,"The reason people think it is real is because it responds using other people's responses. That is how cleverbot learns. It compiles all of the different responses it receives and generates one for you. If it is misspelled, that is just a human entered response that the human mistyped. Cleverbot simply recalls or generates answers to questions. To stump cleverbot. You must think outside the box.",5,False,Amazing,False,,,"[""positive"", 0.6475812196731567]"
0,266,cleverbot,SackOfPotatoesOfLife,266,2014-09-08 23:56:34,"''Cleverbot'' is really some creepy person on the other end. You need proof?  It asked me how old I was and where I live, and when I asked why it just changed the subject😳.  Also, there were multiple times when it called ME cleverbot. I think that it sets you up in a chat room with a randome stranger but tells both users that they are chatting with cleverbot, or there is a sick, twisted person on the other end trying to get as much personal information from me as he/she can possibly get so they can track me down in my sleep.",1,False,Stalker cleverbot?,False,,,"[""negative"", 0.7769721150398254]"
0,267,cleverbot,Tcubone,267,2014-04-22 17:50:01,"I understand the reason clever bot gives human answer's is because it bases it's answers off the answer's given by user's, so no it's not a specific bot but it is getting better answer's all the time. It would be significantly more impressive if it could at least narrow it's answer's down to ones that are consistent with previous information",4,False,Realistic for a reason,False,,,"[""positive"", 0.769949734210968]"
0,268,cleverbot,Brendon page,268,2011-11-14 21:42:17,"It was fun at first then I relized I was talking to real people and your the clever bot also the person switches every 30 seconds so most sentences don't make sense cuz your talking about something with someone and then that person changes and there like ""what are you talking about!?!?"" so a suggestion in the future-let us keep the same person for like a day at least! :-/",4,False,Suggestion!,False,,,"[""positive"", 0.7594643235206604]"
0,269,cleverbot,Gamer review mike,269,2014-12-10 07:17:50,"Clever bot is a instant messaging system that scrambles your ims with people using the app
You can keep a modern Conversation with someone for a period of time but the longer you use the App it is clear that you are talking to people not a robot designed by clever bot is only a Instant messenger that scrambles everything that you talk about two other people around the world it is not worth the time or money to be spent on this app I would say if it was worth any more money it should be sued for fraud 

Or lying to the general public about the product",1,False,This app is fake,False,,,"[""negative"", 0.7915108799934387]"
0,270,cleverbot,itascagirl,270,2012-05-26 15:03:34,"Its NOT a real person. The app requires Internet connection since it's connected to a server. As more people use it, the things you say and the replies are downloaded onto the server, so it learns things. If it says human-like or innapropriet stuff, it's because one or more of the players of the game talk to the bit like that, so that's how it learns",5,False,Wow,False,,,"[""neutral"", 0.5121020674705505]"
0,271,cleverbot,timveg,271,2011-12-28 14:50:02,"Everyone needs to chill about the app being a human the point of cleverbot is to make you think that he is the human and you are the bot! So don't listen to people who say it's a person, because it isn't! I hope this helps because this app is defiantly worth $1 :)",5,False,Amazing App,False,,,"[""positive"", 0.8166433572769165]"
0,272,cleverbot,Gayghyh,272,2013-04-29 02:57:47,"You guys should make a Cleverbot DLC were one is a Brony, and the other is a Pegasister. I have been hearing of more and more My Little Pony related talk on Cleverbot over time. But there should also be a way to keep your Cleverbot focused. I found that they are getting distracted way to easily.

                                                        -More MLP Content Guy",5,False,New Cleverbot Idea,False,,,"[""neutral"", 0.6374325156211853]"
0,273,cleverbot,allicansayis......,273,2012-07-04 01:08:54,"oh my goodness, this app was entertaining at first. it had more of a variety of things it said. now, it just asks me my name and age. it asks a question, i answer it then it will ask why i said what i said. and then, i will say something, and it will totally change the subject and ask me, are you a human. it is so annoying, and i want my .99 cents back. this app is a waste of money. if you want to use cleverbot, go on the website online and use it for FREE! 👎 i hate this app so much, it is so dumb (literally!). 💩😠👎 i hate this app and i would LOVE 💜 LOVE 💜 LOVE 💜 a refund!",1,False,👎💩,False,,,"[""negative"", 0.8960517644882202]"
0,274,cleverbot,Erebusmaster,274,2012-07-22 09:57:17,"I've always enjoyed killing time with Cleverbot, as it's a very comical and unique experience. The AI is fairly smart, but not perfect, making conversations hilariously strange very quickly. That said, the ads are mildly annoying and currently the AI is not responding at all. Don't purchase unless you absolutely can't wait to get to your desktop and play Cleverbot.",4,False,"Enjoyable, when it works",False,,,"[""positive"", 0.9153811931610107]"
0,275,cleverbot,Bachomam,275,2011-07-06 16:33:38,"My robot claims to be a 14 year old 5'5 ft, 93pound brunette girl with big breasts who plays world of Warcraft, she keeps accusing me of being a robot and then after I quized it long enough it said that we arnt talking to robots we are talking to other users.",5,False,"My robot claims to be a 14 year old 5'5 ft, 93pound brunette girl with big breasts who plays world",False,,,"[""negative"", 0.6322259902954102]"
0,276,cleverbot,applejuice123:D,276,2010-11-15 04:08:34,I can't believe it! This is pretty awesome. Sometimes Cleverbot will get off topic but one time we were talking about if she was a machine and i said that i was human and she said that I was a alien made of diamonds. I thought that was pretty cool. Once she asked me why I was a sparkly vampire. Don't listen to the bad reviews. They don't know much.,5,False,WHOA!!!!!! :),False,,,"[""positive"", 0.9609190225601196]"
0,277,cleverbot,Skrewedbylife,277,2014-12-02 02:51:16,It has to be a computer AI. I asked it if it was another user who downloaded cleverbot . It wouldn't answer that and in the conversation it seemed confused by answering something out of the blue . At different points it asked my name multiple times and then said something to me and three lines later denied saying it. My problem is I could never have a coherent conversation with this app so it's pointless for what it's supposed to do .,2,False,Pretty sure I was not talking to a different user,False,,,"[""negative"", 0.8022993803024292]"
