"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","completion_code","journaling_timer_First.Click","journaling_timer_Last.Click","journaling_timer_Page.Submit","journaling_timer_Click.Count","lonely_after_1","lonely_after_2","lonely_after_3","lonely_after_9","lonely_after_10","lonely_after_13","lonely_after_14","lonely_after_15","lonely_after_16","lonely_after_18","lonely_after_19","journaling_manip","journ_manip_explain","study_purpose","ai_companion_exp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition","conditionPrompt","conditionPromptPost","experiencePrompt","feelingHeardPrompt","conditionApp"
"2024-12-19 16:54:43","2024-12-19 17:13:09","0","Anonymized","100","1105","1","2024-12-19 17:13:10","R_7O69JovPii21Mgp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","DE8DEC42101C48DEAF5B12C04FCE8999","7677-1705-2610-7049","","","","","47","50","33","57","29","54","47","50","37","49","51","","","no idea","1","2","","3","","36","4","","50","DE8DEC42101C48DEAF5B12C04FCE8999","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:42:04","2024-12-19 17:13:13","0","Anonymized","100","1869","1","2024-12-19 17:13:14","R_33VOve31odPZw3f","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","168E08BE269E4A4B950DD0E7CE7395C9","8877-0982-0536-6005","","","","","0","0","82","100","0","100","0","100","0","100","0","","","AI Chatbot","1","2","","1","","32","3","","88","168E08BE269E4A4B950DD0E7CE7395C9","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:53:48","2024-12-19 17:13:23","0","Anonymized","100","1175","1","2024-12-19 17:13:23","R_7J1PAvedU9UGQo8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B528FA39C6B24E6A8D99217E463F0800","","50.572","682.73","952.816","4","75","40","80","90","10","80","5","100","0","100","0","1","I was able to journal for the full fifteen minutes. It took a minute to figure out the topic, but once I did and started the time, I kept typing for the full allotted time.","Post effects of journaling","2","1","","3","","33","4","","75","B528FA39C6B24E6A8D99217E463F0800","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:46:17","2024-12-19 17:13:53","0","Anonymized","100","1656","1","2024-12-19 17:13:53","R_7r3feRqpBSeriPP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","732DA4FE7BC640B19351B870E73F6C5C","6715-4515-9134-3984","","","","","0","0","0","100","0","100","0","100","0","100","0","","","Level of annoyance with chitchat","2","2","","3","","57","5","","90","732DA4FE7BC640B19351B870E73F6C5C","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:53:21","2024-12-19 17:13:54","0","Anonymized","100","1232","1","2024-12-19 17:13:54","R_5i9bo1reHw2AaUi","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","A76CD62DE60146F3A0DC1CD2C862456B","3734-0814-7852-5661","","","","","0","0","0","100","0","100","0","100","59","48","50","","","People being bored talking to chatbots","1","2","","3","","38","4","","100","A76CD62DE60146F3A0DC1CD2C862456B","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:52:53","2024-12-19 17:14:10","0","Anonymized","100","1276","1","2024-12-19 17:14:11","R_6otFE40QXDebkhE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","85493123E543447A9BFA4F4A0CC1FA5B","1962-6346-4016-0294","","","","","3","0","0","89","0","90","0","50","0","29","92","","","i'm not sure i'm very confused on what was happening ","2","1","","1","","21","3","","82","85493123E543447A9BFA4F4A0CC1FA5B","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:48:22","2024-12-19 17:14:29","0","Anonymized","100","1566","1","2024-12-19 17:14:29","R_3JyqVMc0w4U56Si","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","68BD778BDC944F2E85246625A6EEBAAF","","401.371","402.413","1313.223","2","100","56","100","76","37","100","7","90","7","100","0","1","Yes I felt like I followed the instructions and focused on journaling for the entire time.","Not sure, maybe something to do with how distracted Id be during writing?","2","2","","3","","39","3","","88","68BD778BDC944F2E85246625A6EEBAAF","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:34:27","2024-12-19 17:14:29","0","Anonymized","100","2401","1","2024-12-19 17:14:29","R_5fytHivx8DFGhmp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6EDE52107D6749A480FEBCA166F8AD08","6037-2778-5560-9653","","","","","0","4","0","90","10","91","19","90","8","100","0","","","how chatbots help people feel companionship","2","1","","3","","38","5","","83","6EDE52107D6749A480FEBCA166F8AD08","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:56:20","2024-12-19 17:14:30","0","Anonymized","100","1090","1","2024-12-19 17:14:30","R_7ZHV3n1tA8ajfAl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2C1FAB16527D44AE9D8E424932793470","7573-3473-7094-5798","","","","","0","0","0","100","0","100","0","100","0","100","0","","","I have no clue.  ","1","2","","3","","62","5","","50","2C1FAB16527D44AE9D8E424932793470","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:55:03","2024-12-19 17:14:36","0","Anonymized","100","1173","1","2024-12-19 17:14:37","R_5VQu8dqK4FhHIlb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9089405D45634C35A798EC274EA35117","1664-5319-9500-0833","","","","","28","0","10","100","0","67","0","26","36","97","0","","","my interaction with AI","1","2","","3","","50","3","","87","9089405D45634C35A798EC274EA35117","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:56:39","2024-12-19 17:14:39","0","Anonymized","100","1080","1","2024-12-19 17:14:40","R_6rHmGokB6eTvVOZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B8B8482002194323BA73983F7CD216A1","","8.523","427.79","905.187","7","0","0","0","68","0","76","0","100","0","100","0","1","i just went with what has been on my mind lately","i honestly dont know.","2","1","","3","","54","1","","0","B8B8482002194323BA73983F7CD216A1","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:54:58","2024-12-19 17:14:47","0","Anonymized","100","1188","1","2024-12-19 17:14:47","R_6ILwgtpLQ0OHd1H","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","F422A34462A24704B4C26D0849ED8D24","7313-0928-6266-3544","","","","","0","0","0","100","0","100","0","100","0","100","0","","","How we can interact with limited chatbot ","2","1","","4","","32","4","","0","F422A34462A24704B4C26D0849ED8D24","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:54:52","2024-12-19 17:14:55","0","Anonymized","100","1203","1","2024-12-19 17:14:56","R_68Pe5OOSnmLqKEY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","C0DD3D3BADB346F3B7A61E495C8FC493","2931-9786-6756-4145","","","","","0","0","0","100","0","70","0","90","0","100","0","","","Chatting with AI? I love doing that thank you ","2","2","","3","","60","4","","100","C0DD3D3BADB346F3B7A61E495C8FC493","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:56:18","2024-12-19 17:15:45","0","Anonymized","100","1166","1","2024-12-19 17:15:45","R_5hXplGscIqXZ5Fx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7EC6EC9604A74DB4B503ED8DB5DFB91F","","36.301","36.801","939.246","2","60","30","60","10","0","100","0","100","0","95","0","1","I did indeed focus on journaling for a full 15 minutes. I was always able to find something to think and write about, and I actually felt kind of rushed to finish my last sentence before time ran out.","How I am feeling after writing for a set period of time","2","1","","1","","25","3","","0","7EC6EC9604A74DB4B503ED8DB5DFB91F","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:58:12","2024-12-19 17:15:47","0","Anonymized","100","1054","1","2024-12-19 17:15:47","R_5R7XotEnW7owdcF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","009FBF921182482EB3B2C7C66D5DF395","0587-6846-2032-9542","","","","","1","0","50","39","22","82","12","35","10","87","40","","","How a person reacts when bored for 15 mintues ","1","2","","3","","49","4","","16","009FBF921182482EB3B2C7C66D5DF395","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:52:51","2024-12-19 17:15:57","0","Anonymized","100","1386","1","2024-12-19 17:15:57","R_7cpeQLFcm6RybH5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","F6C2C2975E2D47A29BB1DC4817243718","","5.767","558.018","925.005","36","0","0","0","50","0","100","0","100","0","100","0","1","I followed instructions and journaled for 15 minutes","The ability to follow instruction","1","2","","3","","46","1","","50","F6C2C2975E2D47A29BB1DC4817243718","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:56:41","2024-12-19 17:15:58","0","Anonymized","100","1157","1","2024-12-19 17:15:58","R_3YG0KKKOAVlgWo9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","D416C97F072A4FF8B4BB8E90FFA16A35","","30.339","927.737","940.446","43","10","0","0","100","0","87","0","74","0","100","0","1","I totally focused on my task. ","It was testing people's perception of their feelings. ","2","1","","2","","31","4","","35","D416C97F072A4FF8B4BB8E90FFA16A35","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:50:13","2024-12-19 17:16:10","0","Anonymized","100","1556","1","2024-12-19 17:16:10","R_1mjFK3j9kBJ4IlA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","DBB84AEC03ED4E18A11B228D33442C40","5553-3036-4464-9242","","","","","91","3","50","93","0","68","26","84","0","85","0","","","How to interact with a chatbot with limited capabilities.","1","2","","3","","80","4","","9","DBB84AEC03ED4E18A11B228D33442C40","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:57:21","2024-12-19 17:16:40","0","Anonymized","100","1159","1","2024-12-19 17:16:41","R_7dge21bLR59Vqe8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","538B2A9A248A4C0389FF216BFB4E2735","","2.04","920.419","923.422","10","2","4","18","82","34","24","22","64","2","100","0","1","I was able to write everything that is going on in my life without feeling like I would be judged. It felt freeing because I generally have to revise and rewrite my writing to make it positive for the readers. ","Attention span of people doing a task","1","2","","3","","36","3","","64","538B2A9A248A4C0389FF216BFB4E2735","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:59:13","2024-12-19 17:16:44","0","Anonymized","100","1051","1","2024-12-19 17:16:45","R_3Mg4lz1CWkKOVhn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","842580F894184DE589555936CF12CECC","","31.296","838.494","932.403","17","27","36","23","79","10","81","16","78","15","90","0","1","I regularly journal in my personal life, and enjoy it, so this was a task well-suited for me. ","Noticing our surroundings while journaling. ","1","2","","3","","47","4","","66","842580F894184DE589555936CF12CECC","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:55:01","2024-12-19 17:16:55","0","Anonymized","100","1313","1","2024-12-19 17:16:55","R_3h3gbwEihwEXsHH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","22AB2A9C4D62424C977E676960E2A08E","","1.177","1056.005","1089.476","27","50","20","20","100","50","50","50","70","65","100","0","1","I didn't type straight for 15 minutes as I had to think of stuff to say but I did stay focused on it for the whole time ","im actually not sure and want to find out maybe to see how we feel after getting out some feelings immediately afterwards ","1","2","","3","","43","4","","50","22AB2A9C4D62424C977E676960E2A08E","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:55:36","2024-12-19 17:16:56","0","Anonymized","100","1280","1","2024-12-19 17:16:56","R_1LdPutTjnu4LOqC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","EB394BAF654D48F9B0F94746FA7E0288","6382-1502-1255-0673","","","","","33","9","13","100","0","100","0","100","0","100","0","","","our ability to continue a task with limited and repetitive actions","1","1","","3","","56","4","","81","EB394BAF654D48F9B0F94746FA7E0288","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:57:49","2024-12-19 17:17:22","0","Anonymized","100","1172","1","2024-12-19 17:17:22","R_5K9m9ieEyED4R1I","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","49B72D163C884C01A345E833E2AFCAC8","","29.791","393.383","931.419","5","0","0","0","95","0","50","70","100","0","100","0","1","I did as what was expected of me in this survey; type any thoughts that I have for 15 minutes straight, which is what I did.","I don't know.","2","1","","3","","28","1","","80","49B72D163C884C01A345E833E2AFCAC8","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:58:48","2024-12-19 17:17:35","0","Anonymized","100","1126","1","2024-12-19 17:17:35","R_5kdqlI4ZPgs0SVu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3DBE6282DEC34D998728C17399D8ADE3","7749-7575-0389-3922","","","","","8","4","7","56","32","42","44","65","8","64","10","","","How the AI works after rephrasing queries by the asker.","1","1","","3","","58","4","","7","3DBE6282DEC34D998728C17399D8ADE3","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:58:44","2024-12-19 17:17:41","0","Anonymized","100","1136","1","2024-12-19 17:17:41","R_6EH3QageIqOL4vc","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","FE43F9EC49574FC2AD9491F9FF2FA250","","2.123","927.249","928.897","42","12","4","21","86","6","95","0","93","97","94","10","1","I did as instructed. I felt like I gained some insight into why I do some things.","How do I feel after writing?","1","2","","3","","40","1","","87","FE43F9EC49574FC2AD9491F9FF2FA250","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:47:41","2024-12-19 17:17:41","0","Anonymized","100","1800","1","2024-12-19 17:17:41","R_3hts40lsOw1IOa5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4C5CC986193348BC8DAD87C5001761E7","4315-6190-4808-3957","","","","","64","55","46","76","22","68","9","86","90","59","67","","","A robot that only does simple things","2","1","","2","","19","1","","0","4C5CC986193348BC8DAD87C5001761E7","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:56:43","2024-12-19 17:17:45","0","Anonymized","100","1261","1","2024-12-19 17:17:45","R_30i3UOkgTttmC3x","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B2AE6B6C6C6C448E944D560048796462","6815-7490-6341-9401","","","","","66","0","0","100","0","100","0","100","0","50","15","","","Patience?","1","2","","3","","62","4","","62","B2AE6B6C6C6C448E944D560048796462","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:59:19","2024-12-19 17:18:03","0","Anonymized","100","1124","1","2024-12-19 17:18:03","R_3taPSQAQBxm2vmp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","40D9093DEF654A2BAB0F478B4D929E28","3048-6008-2689-9663","","","","","65","0","40","50","15","64","21","50","81","0","100","","","How impatient a very low functioning AI makes me feel.","1","1","","4","","30","3","","89","40D9093DEF654A2BAB0F478B4D929E28","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:55:12","2024-12-19 17:18:18","0","Anonymized","100","1386","1","2024-12-19 17:18:19","R_1nWoYeAPstlBLjP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2ABC6ED4106141FCBBF98AF2778DA134","","20.581","899.867","923.556","5","0","0","0","100","0","100","0","100","0","100","0","1","I followed the instructions and wrote about recent experiences for 15 minutes.  I actually enjoyed exploring answers to my recent mysterious experiences.","It was testing the perception of writing for an extended period of time and its effect on emotions, mood, etc.","1","2","","3","","72","5","","50","2ABC6ED4106141FCBBF98AF2778DA134","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 17:01:18","2024-12-19 17:18:22","0","Anonymized","100","1024","1","2024-12-19 17:18:22","R_5meh36Yy1NAiI6i","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","FD2A6686546A4D689BE4A684CD264636","","1.162","778.795","922.223","12","21","8","17","68","20","64","38","32","26","65","28","1","I wrote whatever I wanted but not for 15minutes straight because I ran out of things to say. But I did my best.","how does journaling affect one's perception of surrounding","2","2","","2","","33","6","","69","FD2A6686546A4D689BE4A684CD264636","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 17:00:30","2024-12-19 17:18:26","0","Anonymized","100","1076","1","2024-12-19 17:18:27","R_1NEsdbQjLd6dpop","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9B733151572A48BEA3F6A2B2A6CBDCD8","","15.644","884.628","918.983","4","0","0","0","100","0","100","0","100","0","100","0","1","I wrote about my day today.  I gave it some thought and wrote what I did and how I felt. ","How moments of reflection affect people. ","2","1","","3","","43","5","","26","9B733151572A48BEA3F6A2B2A6CBDCD8","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 17:00:50","2024-12-19 17:18:36","0","Anonymized","100","1065","1","2024-12-19 17:18:36","R_5riaILfNbHodYjF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","04DF83926B134CB2B56BC3F0BE97C362","6899-9099-6110-2027","","","","","9","7","16","71","13","78","24","65","18","73","9","","","My level of engagement with the Chat bot and what consequences that has on my perception of my environment","1","2","","3","","49","5","","29","04DF83926B134CB2B56BC3F0BE97C362","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 17:00:22","2024-12-19 17:18:49","0","Anonymized","100","1107","1","2024-12-19 17:18:49","R_36me9FIx43wWeDR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","CBE680E5548D42FAAF54A787F2C79305","7805-9316-5873-9856","","","","","50","50","50","100","0","100","0","100","0","100","0","","","Participant' interaction with AI chatbot","1","1","","3","","34","3","","50","CBE680E5548D42FAAF54A787F2C79305","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:41:49","2024-12-19 17:18:51","0","Anonymized","100","2222","1","2024-12-19 17:18:51","R_7TQSDmBcOdWf2gu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","416EBD8D331F46B39221A4C38A815F35","4441-7306-5473-5756","","","","","20","13","24","62","16","67","19","77","23","74","19","","","if a chatbot can improve mood","1","1","","2","","33","4","","71","416EBD8D331F46B39221A4C38A815F35","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:59:20","2024-12-19 17:19:07","0","Anonymized","100","1187","1","2024-12-19 17:19:08","R_1wiAVkIrJwXKDOR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","26963DE0661645E9A3B401F9028C6167","4632-4833-6879-9788","","","","","38","18","28","34","42","61","43","80","23","91","11","","","Our interactions with the chatbot.","1","2","","3","","35","4","","90","26963DE0661645E9A3B401F9028C6167","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:58:57","2024-12-19 17:19:11","0","Anonymized","100","1214","1","2024-12-19 17:19:12","R_30YqbhMhXUnOViN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","F195FB9A6E66495FBF1789FA639871B7","5879-3376-2837-6271","","","","","58","3","57","98","0","88","1","95","0","13","95","","","Maybe different people were given different versions of AI that could do more","2","2","","3","","41","4","","62","F195FB9A6E66495FBF1789FA639871B7","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:53:30","2024-12-19 17:19:14","0","Anonymized","100","1544","1","2024-12-19 17:19:14","R_1YqNrqiCvRRgZ2N","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4A9E73A0C3A842AC8C9419C45791713E","","18.131","1063.399","1073.076","43","70","60","85","15","60","30","30","60","20","100","0","1","I journaled for the full 15 minutes, but had to take some time to brainstorm about what to write, as it did not come naturally.","How users experiences/perceptions change based on the type of challenge given to them","2","4","Agender","3","","31","1","","60","4A9E73A0C3A842AC8C9419C45791713E","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 17:00:47","2024-12-19 17:19:37","0","Anonymized","100","1130","1","2024-12-19 17:19:38","R_3Gqe93mU9oJodXn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","D3AAA6727E804094959A7AF8AB00FCC8","0811-2008-0424-6411","","","","","28","31","38","80","63","67","34","73","0","70","29","","","How people ask questions to AI","1","1","","3","","35","5","","86","D3AAA6727E804094959A7AF8AB00FCC8","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 17:02:57","2024-12-19 17:19:59","0","Anonymized","100","1022","1","2024-12-19 17:20:00","R_1mfpgqBjI6GlBqr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7D2AA6C9DCAB4434A73654D7866D56DA","4084-9589-1003-0707","","","","","0","0","0","100","0","70","0","100","0","100","0","","","Thoughts on using AI for conversing, and how we feel after using it.","2","1","","3","","42","1","","100","7D2AA6C9DCAB4434A73654D7866D56DA","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-19 16:58:42","2024-12-19 17:20:13","0","Anonymized","100","1290","1","2024-12-19 17:20:14","R_5qg14b1MwV1j3AA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6BE7A733EF1A48299922DCE9ADB34AAF","2761-9641-2710-6129","","","","","53","37","62","43","26","75","22","69","20","58","36","","","how we handle pressure","1","1","","3","","49","1","","77","6BE7A733EF1A48299922DCE9ADB34AAF","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 16:44:19","2024-12-19 17:20:16","0","Anonymized","100","2156","1","2024-12-19 17:20:16","R_6CCiLUeafIKB9Bt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","364BA2EEA202439CA73EC72F6571CDBD","8630-2466-8694-1027","","","","","79","17","78","95","21","76","34","71","0","93","13","","","To see if people would get bored or frustrated and how they would show it, or if they would interact with the AI as a human.","1","1","","3","","33","3","","0","364BA2EEA202439CA73EC72F6571CDBD","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","Rudimentary"
"2024-12-19 17:01:18","2024-12-19 17:20:24","0","Anonymized","100","1145","1","2024-12-19 17:20:24","R_3EgwKR1Vd0iMD2i","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0320B3B1DD3C45D8AFF07F68D7C2EB4C","","19.877","21.019","923.999","2","35","23","24","89","8","82","20","84","14","91","7","1","I did just as I was told. I was journaling for the 15 minutes while thinking about things and writing them in the given area. ","Feelings after journaling","2","2","","3","","36","4","","70","0320B3B1DD3C45D8AFF07F68D7C2EB4C","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:56:34","2024-12-19 17:20:26","0","Anonymized","100","1432","1","2024-12-19 17:20:26","R_7Bh6Hgtta3d89z6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1A81D156345A4E789A038474BEA4CDD0","","14.192","443.161","951.464","11","0","0","0","100","0","100","0","100","0","100","0","1","I read the description and started to answer honestly how I felt at the moment","How to follow instructions and to see where I stood or where I'm at in my life right now.  Expressing your feelings and what's on your mind through the journal writing.","2","1","","3","","35","4","","80","1A81D156345A4E789A038474BEA4CDD0","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-19 16:57:38","2024-12-19 17:20:36","0","Anonymized","100","1378","1","2024-12-19 17:20:36","R_6FedXsutcFUptkJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","587C9E7D042D4F4D892DDBBA1A3E8F38","5585-6110-5396-6129","","","","","0","0","0","100","0","81","0","100","0","100","0","","","writing","1","2","","3","","64","1","","0","587C9E7D042D4F4D892DDBBA1A3E8F38","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
