"","X","conversation","start_time","duration_in_mins","human_word_amt","turns","chatbot_word_amt","id","contains_loneliness_dict","detected_loneliness_msgs","full_conversation","loneliness_message_pairs","contains_loneliness_llm"
"430",429,"Anonymized","2022-02-22 00:17:13",6.75,69,20,89,"MCGHHAAB9K_2022-02-22 00:17:13","False","","Anonymized","Anonymized",0
"431",430,"Anonymized","2022-02-22 02:35:35",5.95,76,20,93,"MCGM613ABS_2022-02-22 02:35:35","False","","Anonymized","Anonymized",0
"432",431,"Anonymized","2022-02-22 18:23:58",8.87,53,20,85,"MCGW26NX7U_2022-02-22 18:23:58","False","","Anonymized","Anonymized",0
"433",432,"Anonymized","2022-02-22 13:54:59",4.8,46,20,88,"WXB4JZEF1U_2022-02-22 13:54:59","False","","Anonymized","Anonymized",0
"434",433,"Anonymized","2022-02-22 22:15:37",5.73,43,12,50,"WXBAJ3V8Y5_2022-02-22 22:15:37","False","","Anonymized","Anonymized",0
"435",434,"Anonymized","2022-02-22 22:53:19",26.92,32,8,37,"WXBAJ3V8Y5_2022-02-22 22:53:19","False","","Anonymized","Anonymized",0
"436",435,"Anonymized","2022-02-22 00:52:18",9.62,62,20,84,"WXBDTPL47H_2022-02-22 00:52:18","False","","Anonymized","Anonymized",0
"437",436,"Anonymized","2022-02-22 00:14:38",43.82,164,20,81,"WXBXPBF9HV_2022-02-22 00:14:38","False","","Anonymized","Anonymized",0
"438",437,"Anonymized","2022-02-22 09:48:20",6.12,93,20,101,"WXBY1XS2QS_2022-02-22 09:48:20","False","","Anonymized","Anonymized",0
"439",438,"Anonymized","2022-02-22 12:22:03",7.58,76,20,80,"WXBZ5JS9RW_2022-02-22 12:22:03","False","","Anonymized","Anonymized",0
"440",439,"Anonymized","2022-02-22 19:27:00",35.92,220,20,117,"WXDCQVDSJY_2022-02-22 19:27:00","False","","Anonymized","Anonymized",0
"441",440,"Anonymized","2022-02-22 03:21:14",4.32,68,20,88,"WXDTGUGBYZ_2022-02-22 03:21:14","False","","Anonymized","Anonymized",0
"442",441,"Anonymized","2022-02-22 13:39:04",7.98,70,20,98,"WXIKRNO5DC_2022-02-22 13:39:04","False","","Anonymized","Anonymized",0
"443",442,"Anonymized","2022-02-22 17:31:57",5.45,167,20,98,"WXILB9QY3R_2022-02-22 17:31:57","False","","Anonymized","Anonymized",0
"444",443,"Anonymized","2022-02-22 21:09:05",7.73,103,20,78,"WYB2DHAEWL_2022-02-22 21:09:05","False","","Anonymized","Anonymized",0
"445",444,"Anonymized","2022-02-22 20:55:12",14.13,120,20,79,"WYB9V7OM8J_2022-02-22 20:55:12","False","","Anonymized","Anonymized",0
"446",445,"Anonymized","2022-02-22 15:48:39",4.03,81,20,82,"WYBBC821ZC_2022-02-22 15:48:39","False","","Anonymized","Anonymized",0
"447",446,"Anonymized","2022-02-22 16:02:04",7.37,72,20,67,"WYBFH31DCJ_2022-02-22 16:02:04","False","","Anonymized","Anonymized",0
"448",447,"Anonymized","2022-02-22 15:35:18",3.63,16,7,31,"WYBFT6ED9G_2022-02-22 15:35:18","False","","Anonymized","Anonymized",0
"449",448,"Anonymized","2022-02-22 16:31:56",0,1,1,4,"WYBFT6ED9G_2022-02-22 16:31:56","False","","Anonymized","Anonymized",0
"450",449,"Anonymized","2022-02-22 19:42:57",1.83,43,12,49,"WYBFT6ED9G_2022-02-22 19:42:57","False","","Anonymized","Anonymized",0
"451",450,"Anonymized","2022-02-22 15:34:04",2.07,53,20,74,"WYBQIY9SLA_2022-02-22 15:34:04","False","","Anonymized","Anonymized",0
"452",451,"Anonymized","2022-02-22 08:43:11",5.02,107,20,105,"WYBTAD7K67_2022-02-22 08:43:11","False","","Anonymized","Anonymized",0
"453",452,"Anonymized","2022-02-22 04:38:44",3.33,48,20,87,"WYBX7ZR4UN_2022-02-22 04:38:44","False","","Anonymized","Anonymized",0
"454",453,"Anonymized","2022-02-22 16:02:24",4.25,58,20,79,"WYBYIH83SB_2022-02-22 16:02:24","False","","Anonymized","Anonymized",0
"455",454,"Anonymized","2022-02-22 16:59:45",8.32,69,14,70,"WYD5UEWRKT_2022-02-22 16:59:45","False","","Anonymized","Anonymized",0
"456",455,"Anonymized","2022-02-22 20:02:47",1.33,29,6,28,"WYD5UEWRKT_2022-02-22 20:02:47","False","","Anonymized","Anonymized",0
"457",456,"Anonymized","2022-02-22 00:44:09",1.47,29,3,9,"WYD8KRLGUP_2022-02-22 00:44:09","False","","Anonymized","Anonymized",0
"458",457,"Anonymized","2022-02-22 04:31:10",0.83,35,4,19,"WYD8KRLGUP_2022-02-22 04:31:10","False","","Anonymized","Anonymized",0
"459",458,"Anonymized","2022-02-22 06:21:39",0.38,9,2,11,"WYD8KRLGUP_2022-02-22 06:21:39","False","","Anonymized","Anonymized",0
"460",459,"Anonymized","2022-02-22 11:04:34",0,4,1,1,"WYD8KRLGUP_2022-02-22 11:04:34","False","","Anonymized","Anonymized",0
"461",460,"Anonymized","2022-02-22 14:53:05",1.87,30,3,11,"WYD8KRLGUP_2022-02-22 14:53:05","False","","Anonymized","Anonymized",0
"462",461,"Anonymized","2022-02-22 16:08:55",1.4,8,2,7,"WYD8KRLGUP_2022-02-22 16:08:55","False","","Anonymized","Anonymized",0
"463",462,"Anonymized","2022-02-22 16:59:35",0,11,1,1,"WYD8KRLGUP_2022-02-22 16:59:35","False","","Anonymized","Anonymized",0
"464",463,"Anonymized","2022-02-22 17:40:16",8.35,11,4,22,"WYD8KRLGUP_2022-02-22 17:40:16","False","","Anonymized","Anonymized",0
"465",464,"Anonymized","2022-02-22 22:00:40",3.98,112,20,119,"WYD9LPIOQX_2022-02-22 22:00:40","False","","Anonymized","Anonymized",0
"466",465,"Anonymized","2022-02-22 03:53:09",4.68,58,20,86,"WYDAPVMULA_2022-02-22 03:53:09","True","Anonymized","Anonymized","Anonymized",0
"467",466,"Anonymized","2022-02-22 06:25:49",2.05,80,20,79,"WYDB6RWFAH_2022-02-22 06:25:49","False","","Anonymized","Anonymized",0
"468",467,"Anonymized","2022-02-22 05:24:56",4.15,65,20,89,"WYDDENT6VA_2022-02-22 05:24:56","False","","Anonymized","Anonymized",0
"469",468,"Anonymized","2022-02-22 09:59:02",7.05,106,20,112,"WYDIKPCDAH_2022-02-22 09:59:02","False","","Anonymized","Anonymized",0
"470",469,"Anonymized","2022-02-22 17:31:42",4.63,48,20,85,"WYDMJESKDO_2022-02-22 17:31:42","False","","Anonymized","Anonymized",0
"471",470,"Anonymized","2022-02-22 07:04:08",3.42,58,20,238,"WYDP73HF7O_2022-02-22 07:04:08","False","","Anonymized","Anonymized",0
"472",471,"Anonymized","2022-02-22 03:48:40",6.68,108,20,84,"WYDYBHMYBQ_2022-02-22 03:48:40","False","","Anonymized","Anonymized",0
"473",472,"Anonymized","2022-02-22 08:25:17",11.78,56,20,75,"WYDYWN8F6B_2022-02-22 08:25:17","False","","Anonymized","Anonymized",0
"474",473,"Anonymized","2022-02-22 06:20:52",4.75,142,21,111,"AYAPFE5335_2022-02-22 06:20:52","False","","Anonymized","Anonymized",0
"475",474,"Anonymized","2022-02-22 04:53:50",3.87,125,21,84,"AYAWG5B8H9_2022-02-22 04:53:50","False","","Anonymized","Anonymized",0
"476",475,"Anonymized","2022-02-22 00:00:19",4.85,78,21,59,"MCDTRSAN74_2022-02-22 00:00:19","False","","Anonymized","Anonymized",0
"477",476,"Anonymized","2022-02-22 20:39:38",14.22,67,21,63,"MCG1P27FIT_2022-02-22 20:39:38","False","","Anonymized","Anonymized",0
"478",477,"Anonymized","2022-02-22 21:51:43",5.48,56,21,61,"MCGNZ7MORS_2022-02-22 21:51:43","False","","Anonymized","Anonymized",0
"479",478,"Anonymized","2022-02-22 16:30:31",8.7,50,16,82,"MCGXFKH961_2022-02-22 16:30:31","False","","Anonymized","Anonymized",0
"480",479,"Anonymized","2022-02-22 20:27:25",1.25,21,5,16,"MCGXFKH961_2022-02-22 20:27:25","False","","Anonymized","Anonymized",0
"481",480,"Anonymized","2022-02-22 16:07:42",2.67,72,21,84,"WXB8LAP74S_2022-02-22 16:07:42","False","","Anonymized","Anonymized",0
"482",481,"Anonymized","2022-02-22 02:57:01",3.37,65,21,107,"WXBCU5BJH9_2022-02-22 02:57:01","False","","Anonymized","Anonymized",0
"483",482,"Anonymized","2022-02-22 03:05:13",4.92,80,21,73,"WXBGW86QH3_2022-02-22 03:05:13","False","","Anonymized","Anonymized",0
"484",483,"Anonymized","2022-02-22 05:42:58",20.33,76,21,96,"WXBKIPVJWB_2022-02-22 05:42:58","False","","Anonymized","Anonymized",0
"485",484,"Anonymized","2022-02-22 20:19:54",4.87,85,21,75,"WXBO15SOTN_2022-02-22 20:19:54","False","","Anonymized","Anonymized",0
"486",485,"Anonymized","2022-02-22 06:26:36",6.98,144,21,138,"WXBZWEL5AE_2022-02-22 06:26:36","False","","Anonymized","Anonymized",0
"487",486,"Anonymized","2022-02-22 19:16:57",12.07,64,21,120,"WXD2NY4QD4_2022-02-22 19:16:57","False","","Anonymized","Anonymized",0
"488",487,"Anonymized","2022-02-22 17:36:29",5.18,77,21,91,"WXD7NF5FQL_2022-02-22 17:36:29","False","","Anonymized","Anonymized",0
"489",488,"Anonymized","2022-02-22 19:26:12",17.48,89,21,73,"WXDCE6A33F_2022-02-22 19:26:12","False","","Anonymized","Anonymized",0
"490",489,"Anonymized","2022-02-22 00:00:09",5.17,60,21,83,"WXDIFIQPDW_2022-02-22 00:00:09","False","","Anonymized","Anonymized",0
"491",490,"Anonymized","2022-02-22 13:41:56",2.85,63,21,70,"WXDMGMO3B4_2022-02-22 13:41:56","False","","Anonymized","Anonymized",0
"492",491,"Anonymized","2022-02-22 23:23:44",8.2,108,21,104,"WXDP1CLA38_2022-02-22 23:23:44","False","","Anonymized","Anonymized",0
"493",492,"Anonymized","2022-02-22 04:46:31",6.62,67,21,77,"WXDUC8MIZ2_2022-02-22 04:46:31","False","","Anonymized","Anonymized",0
"494",493,"Anonymized","2022-02-22 19:20:57",4.03,65,19,66,"WXDZMTCAO2_2022-02-22 19:20:57","False","","Anonymized","Anonymized",0
"495",494,"Anonymized","2022-02-22 20:30:54",0.28,13,2,8,"WXDZMTCAO2_2022-02-22 20:30:54","False","","Anonymized","Anonymized",0
"496",495,"Anonymized","2022-02-22 05:45:21",5.58,108,21,113,"WXILRTY72H_2022-02-22 05:45:21","False","","Anonymized","Anonymized",0
"497",496,"Anonymized","2022-02-22 20:05:35",10.98,66,21,88,"WXIQO6DQCR_2022-02-22 20:05:35","False","","Anonymized","Anonymized",0
"498",497,"Anonymized","2022-02-22 05:47:21",6.9,75,21,98,"WYB4BEUIL3_2022-02-22 05:47:21","False","","Anonymized","Anonymized",0
"499",498,"Anonymized","2022-02-22 14:55:56",3.07,66,21,99,"WYBA7LDLTP_2022-02-22 14:55:56","False","","Anonymized","Anonymized",0
"500",499,"Anonymized","2022-02-22 17:16:20",63.65,72,16,58,"WYBBZKQVFT_2022-02-22 17:16:20","False","","Anonymized","Anonymized",0
"501",500,"Anonymized","2022-02-22 20:17:34",5.22,17,5,28,"WYBBZKQVFT_2022-02-22 20:17:34","False","","Anonymized","Anonymized",0
"502",501,"Anonymized","2022-02-22 04:10:37",3.57,66,21,87,"WYBH4QKS1O_2022-02-22 04:10:37","False","","Anonymized","Anonymized",0
"503",502,"Anonymized","2022-02-22 16:32:11",56.63,47,18,83,"WYBH69I9MX_2022-02-22 16:32:11","False","","Anonymized","Anonymized",0
"504",503,"Anonymized","2022-02-22 19:38:56",0.3,8,3,11,"WYBH69I9MX_2022-02-22 19:38:56","False","","Anonymized","Anonymized",0
"505",504,"Anonymized","2022-02-22 04:33:33",3.25,59,21,110,"WYBW8TFC2B_2022-02-22 04:33:33","False","","Anonymized","Anonymized",0
"506",505,"Anonymized","2022-02-22 01:19:01",2.53,56,21,87,"WYD2J7CRNT_2022-02-22 01:19:01","False","","Anonymized","Anonymized",0
"507",506,"Anonymized","2022-02-22 19:14:13",3.9,75,21,93,"WYD39Z7W9F_2022-02-22 19:14:13","False","","Anonymized","Anonymized",0
"508",507,"Anonymized","2022-02-22 19:09:07",3.75,62,21,78,"WYD7929BTU_2022-02-22 19:09:07","False","","Anonymized","Anonymized",0
"509",508,"Anonymized","2022-02-22 02:20:04",3.42,58,21,80,"WYDAE4RAFW_2022-02-22 02:20:04","False","","Anonymized","Anonymized",0
"510",509,"Anonymized","2022-02-22 01:06:14",4.73,82,21,82,"WYDBXGE2QR_2022-02-22 01:06:14","False","","Anonymized","Anonymized",0
"511",510,"Anonymized","2022-02-22 19:19:57",5.35,61,21,70,"WYDDFWEV1N_2022-02-22 19:19:57","False","","Anonymized","Anonymized",0
"512",511,"Anonymized","2022-02-22 21:18:20",5.95,72,21,100,"WYDEK54N32_2022-02-22 21:18:20","False","","Anonymized","Anonymized",0
"513",512,"Anonymized","2022-02-22 22:35:04",6,73,21,92,"WYDJKEKEUG_2022-02-22 22:35:04","False","","Anonymized","Anonymized",0
"514",513,"Anonymized","2022-02-22 19:43:15",0,1,1,3,"WYDOJNMB1R_2022-02-22 19:43:15","False","","Anonymized","Anonymized",0
"515",514,"Anonymized","2022-02-22 21:39:25",21.77,299,20,139,"WYDOJNMB1R_2022-02-22 21:39:25","False","","Anonymized","Anonymized",0
"516",515,"Anonymized","2022-02-22 03:58:46",3.47,64,21,87,"WYDSDET95F_2022-02-22 03:58:46","False","","Anonymized","Anonymized",0
"517",516,"Anonymized","2022-02-22 06:57:08",2.68,59,21,98,"WYDU6GTLKY_2022-02-22 06:57:08","False","","Anonymized","Anonymized",0
"518",517,"Anonymized","2022-02-22 04:55:42",3.83,70,21,117,"WYDV1LJ53P_2022-02-22 04:55:42","False","","Anonymized","Anonymized",0
"519",518,"Anonymized","2022-02-22 04:23:01",4.73,93,22,77,"AYACCYQ165_2022-02-22 04:23:01","False","","Anonymized","Anonymized",0
"520",519,"Anonymized","2022-02-22 19:06:24",5.07,72,22,85,"AYAH7Y8NGR_2022-02-22 19:06:24","False","","Anonymized","Anonymized",0
"521",520,"Anonymized","2022-02-22 02:43:22",4.67,57,17,49,"AYASSVSBWO_2022-02-22 02:43:22","False","","Anonymized","Anonymized",0
"522",521,"Anonymized","2022-02-22 23:39:44",1.5,20,5,16,"AYASSVSBWO_2022-02-22 23:39:44","False","","Anonymized","Anonymized",0
"523",522,"Anonymized","2022-02-22 14:16:57",0.67,10,2,7,"MCDB4XW454_2022-02-22 14:16:57","False","","Anonymized","Anonymized",0
"524",523,"Anonymized","2022-02-22 17:07:03",10.53,107,20,92,"MCDB4XW454_2022-02-22 17:07:03","False","","Anonymized","Anonymized",0
"525",524,"Anonymized","2022-02-22 21:17:22",39.32,50,22,71,"MCDQH13HID_2022-02-22 21:17:22","False","","Anonymized","Anonymized",0
"526",525,"Anonymized","2022-02-22 19:31:23",12.35,109,22,136,"MCGAQK5AQK_2022-02-22 19:31:23","False","","Anonymized","Anonymized",0
"527",526,"Anonymized","2022-02-22 17:23:17",5.78,98,22,164,"WXB281QXAG_2022-02-22 17:23:17","False","","Anonymized","Anonymized",0
"528",527,"Anonymized","2022-02-22 03:38:52",25.73,219,22,176,"WXB2OHF89L_2022-02-22 03:38:52","True","Anonymized","Anonymized","Anonymized",1
"529",528,"Anonymized","2022-02-22 18:55:09",4.88,66,22,77,"WXB6UI2IVR_2022-02-22 18:55:09","False","","Anonymized","Anonymized",0
"530",529,"Anonymized","2022-02-22 05:01:38",4.12,64,22,88,"WXB7OGUFWM_2022-02-22 05:01:38","False","","Anonymized","Anonymized",0
"531",530,"Anonymized","2022-02-22 02:06:51",4.32,58,22,111,"WXBKPOTHXS_2022-02-22 02:06:51","False","","Anonymized","Anonymized",0
"532",531,"Anonymized","2022-02-22 20:40:14",10.62,91,22,77,"WXI8Y5JM2C_2022-02-22 20:40:14","False","","Anonymized","Anonymized",0
"533",532,"Anonymized","2022-02-22 16:44:25",2.82,72,22,112,"WYB7M3WRMP_2022-02-22 16:44:25","False","","Anonymized","Anonymized",0
"534",533,"Anonymized","2022-02-22 22:37:31",5.82,130,22,118,"WYB9UVIKG5_2022-02-22 22:37:31","False","","Anonymized","Anonymized",1
"535",534,"Anonymized","2022-02-22 20:04:44",4.23,80,22,89,"WYBF7DSFR1_2022-02-22 20:04:44","False","","Anonymized","Anonymized",0
"536",535,"Anonymized","2022-02-22 22:15:54",3.32,78,22,89,"WYBKYTGSF2_2022-02-22 22:15:54","False","","Anonymized","Anonymized",0
"537",536,"Anonymized","2022-02-22 04:13:23",16.1,71,18,60,"WYD4TTKGG6_2022-02-22 04:13:23","False","","Anonymized","Anonymized",0
"538",537,"Anonymized","2022-02-22 05:01:58",1.98,5,2,3,"WYD4TTKGG6_2022-02-22 05:01:58","False","","Anonymized","Anonymized",0
"539",538,"Anonymized","2022-02-22 15:10:15",0,1,1,6,"WYD4TTKGG6_2022-02-22 15:10:15","False","","Anonymized","Anonymized",0
"540",539,"Anonymized","2022-02-22 16:41:30",0,1,1,3,"WYD4TTKGG6_2022-02-22 16:41:30","False","","Anonymized","Anonymized",0
"541",540,"Anonymized","2022-02-22 03:11:00",3.13,84,22,97,"WYD57RCE2T_2022-02-22 03:11:00","False","","Anonymized","Anonymized",0
"542",541,"Anonymized","2022-02-22 05:40:09",4.08,94,22,101,"WYDCCUN2G5_2022-02-22 05:40:09","False","","Anonymized","Anonymized",0
"543",542,"Anonymized","2022-02-22 18:16:43",5.43,64,22,92,"WYDE5HZY5D_2022-02-22 18:16:43","False","","Anonymized","Anonymized",0
"544",543,"Anonymized","2022-02-22 05:33:48",2.98,59,22,72,"WYDFDE9RQS_2022-02-22 05:33:48","False","","Anonymized","Anonymized",0
"545",544,"Anonymized","2022-02-22 00:18:17",3.85,108,22,88,"WYDI3M1FMK_2022-02-22 00:18:17","False","","Anonymized","Anonymized",0
"546",545,"Anonymized","2022-02-22 20:45:44",4.07,66,22,100,"WYDIPVYSYL_2022-02-22 20:45:44","False","","Anonymized","Anonymized",0
"547",546,"Anonymized","2022-02-22 10:20:13",48.38,95,22,98,"WYDJJCQXOP_2022-02-22 10:20:13","False","","Anonymized","Anonymized",0
"548",547,"Anonymized","2022-02-22 16:30:32",6.72,108,22,119,"WYDTGBDM8S_2022-02-22 16:30:32","False","","Anonymized","Anonymized",0
"549",548,"Anonymized","2022-02-22 17:47:40",5.25,109,23,97,"AYAE3H71F9_2022-02-22 17:47:40","False","","Anonymized","Anonymized",0
"550",549,"Anonymized","2022-02-22 16:42:11",9.25,84,23,74,"MCD7CWFASC_2022-02-22 16:42:11","False","","Anonymized","Anonymized",0
"551",550,"Anonymized","2022-02-22 09:23:51",5.55,300,23,257,"MCDDSS3FV8_2022-02-22 09:23:51","False","","Anonymized","Anonymized",0
"552",551,"Anonymized","2022-02-22 18:10:21",1.75,30,9,24,"MCG38NDOOH_2022-02-22 18:10:21","False","","Anonymized","Anonymized",0
"553",552,"Anonymized","2022-02-22 19:18:18",4.03,37,14,41,"MCG38NDOOH_2022-02-22 19:18:18","False","","Anonymized","Anonymized",0
"554",553,"Anonymized","2022-02-22 17:01:59",3.83,89,23,118,"MCGCLILBHR_2022-02-22 17:01:59","False","","Anonymized","Anonymized",0
"555",554,"Anonymized","2022-02-22 21:40:01",6.37,68,23,82,"MCGSSQNJKD_2022-02-22 21:40:01","False","","Anonymized","Anonymized",0
"556",555,"Anonymized","2022-02-22 22:09:21",2.58,55,23,105,"WXB4F1D881_2022-02-22 22:09:21","False","","Anonymized","Anonymized",0
"557",556,"Anonymized","2022-02-22 21:50:52",3.3,103,23,134,"WXBAE6WXGT_2022-02-22 21:50:52","False","","Anonymized","Anonymized",0
"558",557,"Anonymized","2022-02-22 21:56:08",3.92,103,23,100,"WXBLJSGEXI_2022-02-22 21:56:08","False","","Anonymized","Anonymized",0
"559",558,"Anonymized","2022-02-22 16:04:25",1.18,39,7,28,"WXBWS8S8A8_2022-02-22 16:04:25","False","","Anonymized","Anonymized",0
"560",559,"Anonymized","2022-02-22 17:36:47",3.57,45,14,72,"WXBWS8S8A8_2022-02-22 17:36:47","False","","Anonymized","Anonymized",0
"561",560,"Anonymized","2022-02-22 22:12:27",0.12,8,2,9,"WXBWS8S8A8_2022-02-22 22:12:27","False","","Anonymized","Anonymized",0
"562",561,"Anonymized","2022-02-22 21:08:09",3.53,116,23,96,"WXBX8BH22B_2022-02-22 21:08:09","False","","Anonymized","Anonymized",0
"563",562,"Anonymized","2022-02-22 16:25:28",4.63,77,23,98,"WXBYOKVZNM_2022-02-22 16:25:28","False","","Anonymized","Anonymized",0
"564",563,"Anonymized","2022-02-22 19:06:52",5.5,31,9,24,"WXD49MN9EK_2022-02-22 19:06:52","False","","Anonymized","Anonymized",0
"565",564,"Anonymized","2022-02-22 20:04:16",66.63,48,14,68,"WXD49MN9EK_2022-02-22 20:04:16","False","","Anonymized","Anonymized",0
"566",565,"Anonymized","2022-02-22 02:22:57",4.83,94,23,81,"WXD87Q5DBY_2022-02-22 02:22:57","False","","Anonymized","Anonymized",0
"567",566,"Anonymized","2022-02-22 09:18:45",2.47,62,23,75,"WXDGVECDC1_2022-02-22 09:18:45","False","","Anonymized","Anonymized",0
"568",567,"Anonymized","2022-02-22 03:18:11",6.35,99,23,99,"WXDLVXOO48_2022-02-22 03:18:11","False","","Anonymized","Anonymized",0
"569",568,"Anonymized","2022-02-22 00:00:08",4.78,13,4,17,"WXDX8ETQNZ_2022-02-22 00:00:08","False","","Anonymized","Anonymized",0
"570",569,"Anonymized","2022-02-22 00:35:02",0,4,1,1,"WXDX8ETQNZ_2022-02-22 00:35:02","False","","Anonymized","Anonymized",0
"571",570,"Anonymized","2022-02-22 03:14:53",4.23,65,18,64,"WXDX8ETQNZ_2022-02-22 03:14:53","False","","Anonymized","Anonymized",0
"572",571,"Anonymized","2022-02-22 05:43:03",8.47,269,23,120,"WXI8RQ2T4O_2022-02-22 05:43:03","False","","Anonymized","Anonymized",0
"573",572,"Anonymized","2022-02-22 03:45:50",14.27,61,15,68,"WXIN87VNGM_2022-02-22 03:45:50","False","","Anonymized","Anonymized",0
"574",573,"Anonymized","2022-02-22 07:37:53",3.18,40,8,50,"WXIN87VNGM_2022-02-22 07:37:53","False","","Anonymized","Anonymized",0
"575",574,"Anonymized","2022-02-22 03:44:25",21.08,138,23,95,"WXISURP13K_2022-02-22 03:44:25","False","","Anonymized","Anonymized",0
"576",575,"Anonymized","2022-02-22 06:28:19",4.43,72,23,92,"WYB638KHH7_2022-02-22 06:28:19","False","","Anonymized","Anonymized",0
"577",576,"Anonymized","2022-02-22 18:37:39",7.08,58,23,131,"WYB9KOPW7L_2022-02-22 18:37:39","False","","Anonymized","Anonymized",0
"578",577,"Anonymized","2022-02-22 20:09:09",12.33,61,23,82,"WYBBFOXU9T_2022-02-22 20:09:09","False","","Anonymized","Anonymized",0
"579",578,"Anonymized","2022-02-22 22:59:56",2.82,68,23,74,"WYBGZ2RZ81_2022-02-22 22:59:56","False","","Anonymized","Anonymized",0
"580",579,"Anonymized","2022-02-22 15:02:41",9.92,60,23,88,"WYBHB2U5OU_2022-02-22 15:02:41","False","","Anonymized","Anonymized",0
"581",580,"Anonymized","2022-02-22 18:10:24",76.27,68,23,97,"WYBOM31S9F_2022-02-22 18:10:24","False","","Anonymized","Anonymized",0
"582",581,"Anonymized","2022-02-22 16:56:08",43.93,94,23,103,"WYDAT7N9OX_2022-02-22 16:56:08","False","","Anonymized","Anonymized",0
"583",582,"Anonymized","2022-02-22 18:32:12",7.1,126,23,98,"WYDSP8XQNI_2022-02-22 18:32:12","False","","Anonymized","Anonymized",0
"584",583,"Anonymized","2022-02-22 19:05:19",7.32,90,23,114,"WYDUTFUULP_2022-02-22 19:05:19","False","","Anonymized","Anonymized",1
"585",584,"Anonymized","2022-02-22 21:53:41",4.93,73,24,97,"AYAKVRKDZZ_2022-02-22 21:53:41","False","","Anonymized","Anonymized",0
"586",585,"Anonymized","2022-02-22 07:50:54",5.2,77,24,99,"AYAOTYOIBY_2022-02-22 07:50:54","False","","Anonymized","Anonymized",0
"587",586,"Anonymized","2022-02-22 21:25:29",17.28,113,24,96,"AYARPFWSN5_2022-02-22 21:25:29","False","","Anonymized","Anonymized",0
"588",587,"Anonymized","2022-02-22 14:39:44",33.33,107,24,118,"AYASXVU8P9_2022-02-22 14:39:44","False","","Anonymized","Anonymized",0
"589",588,"Anonymized","2022-02-22 23:04:37",10.92,67,24,65,"AYAUG9QL53_2022-02-22 23:04:37","False","","Anonymized","Anonymized",0
"590",589,"Anonymized","2022-02-22 11:47:36",2.9,52,24,121,"AYAZKLH64V_2022-02-22 11:47:36","False","","Anonymized","Anonymized",0
"591",590,"Anonymized","2022-02-22 10:50:50",7.1,109,24,97,"MCD1KAO9KN_2022-02-22 10:50:50","False","","Anonymized","Anonymized",0
"592",591,"Anonymized","2022-02-22 21:30:56",8.08,82,24,104,"MCD8QWI8QX_2022-02-22 21:30:56","False","","Anonymized","Anonymized",0
"593",592,"Anonymized","2022-02-22 04:34:49",17.22,57,24,84,"MCDIHC1634_2022-02-22 04:34:49","False","","Anonymized","Anonymized",0
"594",593,"Anonymized","2022-02-22 01:20:29",9.73,64,24,91,"MCDO5XXMTI_2022-02-22 01:20:29","False","","Anonymized","Anonymized",0
"595",594,"Anonymized","2022-02-22 23:37:55",10.55,60,24,136,"MCDY7ANRTH_2022-02-22 23:37:55","False","","Anonymized","Anonymized",0
"596",595,"Anonymized","2022-02-22 00:00:16",22.1,206,24,106,"MCGN8EB8S6_2022-02-22 00:00:16","False","","Anonymized","Anonymized",0
"597",596,"Anonymized","2022-02-22 22:17:19",8.87,54,24,73,"MCGPVHN342_2022-02-22 22:17:19","False","","Anonymized","Anonymized",0
"598",597,"Anonymized","2022-02-22 23:39:58",4.17,99,24,125,"WXB82QZEZZ_2022-02-22 23:39:58","False","","Anonymized","Anonymized",0
"599",598,"Anonymized","2022-02-22 16:13:35",3.12,69,24,98,"WXBI7ZBJ3E_2022-02-22 16:13:35","False","","Anonymized","Anonymized",0
"600",599,"Anonymized","2022-02-22 19:52:58",3.27,58,24,99,"WXBU35MRIY_2022-02-22 19:52:58","False","","Anonymized","Anonymized",0
"601",600,"Anonymized","2022-02-22 09:03:41",8.73,106,24,105,"WXD65MBONC_2022-02-22 09:03:41","False","","Anonymized","Anonymized",0
"602",601,"Anonymized","2022-02-22 00:00:45",23.2,71,24,74,"WXDSJPZJFW_2022-02-22 00:00:45","False","","Anonymized","Anonymized",0
"603",602,"Anonymized","2022-02-22 21:41:54",62.05,64,24,100,"WXI1EJYFN3_2022-02-22 21:41:54","False","","Anonymized","Anonymized",0
"604",603,"Anonymized","2022-02-22 02:37:16",2.88,71,24,92,"WXIQ7T456N_2022-02-22 02:37:16","False","","Anonymized","Anonymized",0
"605",604,"Anonymized","2022-02-22 19:45:03",6.07,107,24,102,"WXISCCJ1L7_2022-02-22 19:45:03","False","","Anonymized","Anonymized",0
"606",605,"Anonymized","2022-02-22 03:05:29",4.55,72,24,96,"WYB6S5JB4S_2022-02-22 03:05:29","False","","Anonymized","Anonymized",0
"607",606,"Anonymized","2022-02-22 00:05:11",5.43,86,24,100,"WYBH6U364Q_2022-02-22 00:05:11","False","","Anonymized","Anonymized",0
"608",607,"Anonymized","2022-02-22 22:46:36",16.13,312,24,146,"WYBJI4WFS3_2022-02-22 22:46:36","False","","Anonymized","Anonymized",0
"609",608,"Anonymized","2022-02-22 18:01:41",23.8,80,24,103,"WYBL4YACCV_2022-02-22 18:01:41","False","","Anonymized","Anonymized",0
"610",609,"Anonymized","2022-02-22 18:05:29",6.62,64,24,102,"WYBNX7JN2T_2022-02-22 18:05:29","False","","Anonymized","Anonymized",0
