"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 12:26:52","2024-05-16 12:45:53","0",345,"100","1140","1","2024-05-16 12:45:53","R_5mfdhzizEjVPYJV","","","","",325,325,"anonymous","EN","1","2","2",327,"11","9","9","1853-6806-5498-6746","9","8","9","72","58","58","91","72","64","64","68","1","1","2","","1","","3","","41","2","","59","FB205A4574FA4A49B070A582982BCD01","regular"
"2024-05-16 12:22:09","2024-05-16 12:45:56","0",346,"100","1426","1","2024-05-16 12:45:57","R_3pu3jtpM8QORC9u","","","","",326,326,"anonymous","EN","1","2","2",328,"10","0","0","7395-6950-9594-6741","0","0","0","20","80","90","100","90","95","95","100","1","1","2","","1","","3","","40","1","","80","14F37F4836E74DA99D8580CDA2DA9466","regular"
"2024-05-16 12:26:26","2024-05-16 12:45:57","0",347,"100","1170","1","2024-05-16 12:45:57","R_8rHr23FF7i7J2Ur","","","","",327,327,"anonymous","EN","1","2","2",329,"60","65","55","2303-0648-5053-8220","65","60","55","0","10","20","80","30","30","10","0","1","1","2","","1","","3","","25","4","","70","D43015FFEC6A46279DA104E2CA875B68","rudimentary"
"2024-05-16 12:22:39","2024-05-16 12:46:17","0",348,"100","1417","1","2024-05-16 12:46:17","R_6gU3RmEtJsgx20g","","","","",328,328,"anonymous","EN","1","2","2",330,"50","30","39","0707-7952-1442-4485","25","25","30","70","70","80","80","80","80","75","80","1","1","2","","1","","4","","29","1","","100","CF2A047579314E25BFDC23F747249071","regular"
"2024-05-16 12:45:11","2024-05-16 12:46:17","0",349,"100","65","1","2024-05-16 12:46:17","R_2oFRlK3BdkSimVq","","","","",99,99,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","33BBB026C0F34C2AA6440D51FB6B943A",""
"2024-05-16 12:27:56","2024-05-16 12:46:47","0",350,"100","1131","1","2024-05-16 12:46:48","R_2UFKbdwonBAkr5v","","","","",329,329,"anonymous","EN","1","2","2",331,"66","66","50","9738-6295-6908-6760","50","30","50","0","5","0","80","25","20","10","0","1","1","1","I've used it during surveys or to answer questions. ","2","","3","","40","5","","100","5F026F06CA5A4400B8DA7A0EFBAB72D5","rudimentary"
"2024-05-16 12:16:40","2024-05-16 12:46:50","0",351,"100","1810","1","2024-05-16 12:46:51","R_2t567cobWgPgh2X","","","","",330,330,"anonymous","EN","1","2","2",332,"15","15","15","4698-1028-7015-6605","71","36","46","6","5","65","93","63","53","60","68","1","1","1","I was very eager to see how the stuff worked.","1","","1","","29","4","","80","8502081869F24C61B6583913B9AF2B41","generalist_ai_v3"
"2024-05-16 12:26:43","2024-05-16 12:47:01","0",352,"100","1218","1","2024-05-16 12:47:02","R_2cCRuOpcanBQY93","","","","",331,331,"anonymous","EN","1","2","2",333,"0","0","0","2958-7197-5081-1661","0","0","0","0","0","0","100","96","100","0","0","1","1","1","For work purposes.","2","","1","","38","4","","9","5B97A2F49B9A4249879238C1E5173672","generalist_ai_v3"
"2024-05-16 12:25:42","2024-05-16 12:47:07","0",353,"100","1285","1","2024-05-16 12:47:08","R_1ws8N3TteoPriZr","","","","",332,332,"anonymous","EN","1","2","2",334,"3","0","2","8896-7467-0755-2699","0","0","0","10","15","19","100","100","100","100","21","1","1","1","I don't know if it was a companion APP but I asked similar question to one in a study. ","2","","1","","32","3","","60","C9298204F3014C94AE46CC6488F19F8F","generalist_ai_v3"
"2024-05-16 12:17:46","2024-05-16 12:47:46","0",354,"100","1800","1","2024-05-16 12:47:47","R_2cB1hFpfn8sQnjY","","","","",333,333,"anonymous","EN","1","2","2",335,"7","8","10","2020-5591-0402-2861","10","3","3","15","16","25","75","65","62","65","58","1","1","1","To test it out.","1","","3","","31","4","","83","5929A10C87194268B8376477D835AD29","rudimentary"
"2024-05-16 12:22:07","2024-05-16 12:47:48","0",355,"100","1541","1","2024-05-16 12:47:49","R_8DTx8kls4RpZBW3","","","","",334,334,"anonymous","EN","1","2","2",336,"20","10","0","6369-1346-4244-3654","70","30","68","0","0","0","61","71","20","0","0","1","1","2","","2","","4","","28","4","","30","C7CC6F37321E45058A3A0B34A16C4A0C","rudimentary"
"2024-05-16 12:27:23","2024-05-16 12:47:54","0",356,"100","1230","1","2024-05-16 12:47:54","R_7NLhdFVx99xnXDj","","","","",335,335,"anonymous","EN","1","2","2",337,"10","10","10","6591-8034-1911-2517","10","10","10","10","10","10","99","70","85","60","50","1","1","2","","1","","3","","55","5","","100","D56161A1C9E24F5A83BA1E61C0CD67E8","regular"
"2024-05-16 12:29:23","2024-05-16 12:48:17","0",357,"100","1133","1","2024-05-16 12:48:17","R_7Pn5XxpAIksXfMZ","","","","",336,336,"anonymous","EN","1","2","2",338,"71","29","77","7375-7114-4511-9384","71","53","75","11","17","18","70","68","22","50","10","1","1","1","I used Chatgpt for trip planning, meal prepping, etc.","2","","3","","21","3","","91","557BD41AD541475B88011261FE47F709","rudimentary"
"2024-05-16 12:23:41","2024-05-16 12:48:22","0",358,"100","1481","1","2024-05-16 12:48:22","R_2lW6MOGCiLRzKNj","","","","",337,337,"anonymous","EN","1","2","2",339,"70","70","60","1553-8218-9056-6445","60","55","60","90","90","85","100","100","100","90","80","1","1","2","","1","","3","","32","4","","95","B528FA39C6B24E6A8D99217E463F0800","regular"
"2024-05-16 12:18:52","2024-05-16 12:48:24","0",359,"100","1772","1","2024-05-16 12:48:25","R_3mCUx3DfnDoZtat","","","","",338,338,"anonymous","EN","1","2","2",340,"20","20","25","8508-4741-9036-8497","15","15","20","25","25","40","70","70","70","65","60","1","1","1","ChatGPT to ask it certain questions","2","","2","","34","4","","65","41E25794B00C4D24BC47DF329CDB2C9A","generalist_ai_v3"
"2024-05-16 12:30:50","2024-05-16 12:48:34","0",360,"100","1063","1","2024-05-16 12:48:34","R_3LkDdhjMEUGLwii","","","","",237,237,"anonymous","EN","1","2","2",341,"100","100","100","0387-5489-1652-0478","61","58","59","66","83","86","98","83","98","75","75","1","1","1","curiousity","2","","4","","46","5","","98","E9E55F756CFE4334A3CD9D5328865251","regular"
"2024-05-16 12:22:32","2024-05-16 12:48:36","0",361,"100","1564","1","2024-05-16 12:48:37","R_5pnAzSrQt89Uo4p","","","","",339,339,"anonymous","EN","1","2","2",342,"80","20","0","1834-8853-1510-5567","50","5","0","0","0","70","100","100","20","100","50","1","1","2","","2","","1","","34","1","","100","3816DCE76C6C443391050CB063B83BB3","rudimentary"
"2024-05-16 12:26:41","2024-05-16 12:48:38","0",362,"100","1317","1","2024-05-16 12:48:39","R_2nWiRrA6uEATmWl","","","","",340,340,"anonymous","EN","1","2","2",343,"20","5","15","6524-6586-6404-5571","20","5","20","50","60","50","98","99","96","98","8","1","1","1","to ask health and other general questions","2","","3","","61","3","","100","F00911B0567A435195AFB0B5DD49A180","regular"
"2024-05-16 12:30:17","2024-05-16 12:48:43","0",363,"100","1106","1","2024-05-16 12:48:44","R_50wrBnxtEyNWVbO","","","","",341,341,"anonymous","EN","1","2","2",344,"68","71","76","5580-8731-1232-4715","77","74","75","19","18","16","82","8","15","5","0","1","1","1","For testing. ","2","","3","","34","3","","92","7E890AB22C1B415A9ED001DC5503C826","rudimentary"
"2024-05-16 12:23:24","2024-05-16 12:48:48","0",364,"100","1524","1","2024-05-16 12:48:49","R_50uOxBIOOWOZ6Ps","","","","",342,342,"anonymous","EN","1","2","2",345,"5","5","5","4176-5115-1528-1903","10","10","10","5","5","5","50","25","50","50","70","1","1","1","Curiosity","1","","3","","50","2","","5","5E396C32E0B2479F8AD04A4D1AFF1EBB","generalist_ai_v3"
"2024-05-16 12:27:20","2024-05-16 12:48:50","0",365,"100","1289","1","2024-05-16 12:48:50","R_7dFJUVXnpYYwuaW","","","","",114,114,"anonymous","EN","1","2","2",346,"100","80","80","1898-9099-0848-3437","70","50","62","40","55","55","100","100","100","100","100","3","1","1","I just wanted to try it out and see how AI has developed!","2","","4","","20","1","","80","F1EB25D30A414D50AA2188E1DA5A3CA7","generalist_ai_v3"
"2024-05-16 12:48:29","2024-05-16 12:48:54","0",366,"100","24","1","2024-05-16 12:48:55","R_23TSw00sIPElyOj","","","","",343,343,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","38D4EC93B3A5404FAA904E815626D1E3",""
"2024-05-16 12:29:16","2024-05-16 12:49:31","0",367,"100","1214","1","2024-05-16 12:49:31","R_7gNS15WwZbxXPns","","","","",344,344,"anonymous","EN","1","2","2",347,"0","0","0","1671-4424-2766-8377","0","0","0","0","0","0","74","49","0","0","0","1","1","2","","2","","3","","34","4","","95","95416C0F6E064D71AB90B8C65922E1B7","rudimentary"
"2024-05-16 12:29:00","2024-05-16 12:49:36","0",368,"100","1235","1","2024-05-16 12:49:36","R_1qL38NoxZaiohru","","","","",345,345,"anonymous","EN","1","2","2",348,"80","81","61","1505-1124-9367-4616","75","75","62","50","70","76","85","71","71","76","60","1","1","1","out of curiosity","4","nonbinary","2","","38","4","","14","B4F5EF863C1E4BE39A5760854C775E89","regular"
"2024-05-16 12:17:50","2024-05-16 12:49:39","0",369,"100","1908","1","2024-05-16 12:49:40","R_2EoDauV7ZlTNBsC","","","","",346,346,"anonymous","EN","1","2","2",349,"0","0","0","4290-6106-1202-0448","0","0","0","0","0","0","100","80","100","10","50","1","1","1","I use ChatGpt for research and for a lot of questions I have throughout the day.","2","","3","","60","4","","100","C0DD3D3BADB346F3B7A61E495C8FC493","generalist_ai_v3"
"2024-05-16 12:25:50","2024-05-16 12:49:40","0",370,"100","1429","1","2024-05-16 12:49:41","R_5KpxWxpbdXQxC7Q","","","","",347,347,"anonymous","EN","1","2","2",350,"0","0","0","5783-0745-3369-3334","0","0","0","0","0","50","100","100","100","80","80","1","1","1","To assist with web searches and general information","1","","3","","29","3","","20","3C43B862C6DC42D98EB6D0832C23E9DE","generalist_ai_v3"
"2024-05-16 12:30:51","2024-05-16 12:49:41","0",371,"100","1130","1","2024-05-16 12:49:42","R_7NR42Dm3rdwwb7Z","","","","",348,348,"anonymous","EN","1","2","2",351,"60","44","59","9724-4202-6334-5404","57","45","41","71","68","72","66","63","67","63","62","3","1","2","","2","","3","","28","2","","72","51753E65281A407FBE44A19328BE650B","regular"
"2024-05-16 12:32:04","2024-05-16 12:49:45","0",372,"100","1060","1","2024-05-16 12:49:45","R_2Pwa324BpZu2fmi","","","","",335,335,"anonymous","EN","1","2","2",352,"0","0","0","8359-1000-2699-9957","0","0","0","55","67","71","100","72","100","71","77","1","1","2","","2","","3","","41","5","","45","46CDFE2003CD493F821C960EE91262AC","regular"
"2024-05-16 12:21:10","2024-05-16 12:49:45","0",373,"100","1715","1","2024-05-16 12:49:46","R_7mwqmQd9TFud7WB","","","","",229,229,"anonymous","EN","1","2","2",353,"100","100","100","3318-8821-5372-9823","23","24","23","100","100","100","100","100","100","100","100","1","1","1","For another survey that I took.","2","","3","","47","3","","75","E88AD4D691FA42689415B5847A3B992F","regular"
"2024-05-16 12:30:48","2024-05-16 12:50:05","0",374,"100","1156","1","2024-05-16 12:50:06","R_1oAtMu6jByQVCc9","","","","",349,349,"anonymous","EN","1","2","2",354,"17","38","57","2634-9319-5470-9983","32","38","60","49","48","49","68","67","73","65","67","1","1","1","I used an AI companion app before to see how it works.","1","","4","","39","4","","100","FB46579E57DD4F8AA52E3B34324AFAC5","generalist_ai_v3"
"2024-05-16 12:22:54","2024-05-16 12:50:08","0",375,"100","1634","1","2024-05-16 12:50:09","R_13EYG3daGBo8NaN","","","","",350,350,"anonymous","EN","1","2","2",355,"64","15","36","6603-5705-6956-7901","8","8","9","0","0","0","100","100","9","0","5","1","1","2","","2","","3","","35","3","","32","E6D8CA859A494D2ABA9CB4B77D2EA518","rudimentary"
"2024-05-16 12:29:41","2024-05-16 12:50:09","0",376,"100","1228","1","2024-05-16 12:50:10","R_2plIJR7P1Z6ZGXF","","","","",351,351,"anonymous","EN","1","2","2",356,"50","60","30","5696-8312-5102-2746","40","50","60","90","100","100","100","100","100","90","100","1","1","1","I have used it to compare similar items, looking to find differences, so that I could decide which item I wanted.","1","","5","","59","4","","90","5C28B478BE08495F9C9BAE54E1E123A1","regular"
"2024-05-16 12:31:21","2024-05-16 12:50:13","0",377,"100","1132","1","2024-05-16 12:50:13","R_2LiD3rGTE37GtMt","","","","",352,352,"anonymous","EN","1","2","2",357,"79","66","50","2404-3862-4891-3783","66","64","47","20","12","7","76","69","24","26","73","1","1","2","","2","","2","","20","3","","65","1BD9ECF05D194EDA959544BE6B156944","generalist_ai_v3"
"2024-05-16 12:31:30","2024-05-16 12:50:21","0",378,"100","1130","1","2024-05-16 12:50:22","R_7qsOOxZl6dC0UDS","","","","",353,47,"anonymous","EN","1","2","2",358,"29","18","18","6388-1196-2466-3521","19","19","12","44","71","73","94","81","79","71","71","1","1","2","","1","","3","","33","4","","61","02B0D4A366354AC789619EFFCEB2DF70","regular"
"2024-05-16 12:32:50","2024-05-16 12:50:37","0",379,"100","1067","1","2024-05-16 12:50:38","R_7jeCjReZv2llhnJ","","","","",354,353,"anonymous","EN","1","2","2",359,"24","24","23","0021-5925-7882-5651.","23","24","24","0","0","3","100","100","71","87","0","1","1","2","","2","","3","","35","4","","66","D6AAB384DEC44A33B8A706B3E40054EA","rudimentary"
"2024-05-16 12:29:50","2024-05-16 12:50:46","0",380,"100","1255","1","2024-05-16 12:50:46","R_2Rx7GcWKkIfM03G","","","","",355,354,"anonymous","EN","1","2","2",360,"3","1","1","4039-3039-6211-9588","0","0","0","40","39","29","60","54","73","56","54","1","1","1","to ask trivia questions/weather/news","2","","2","","48","4","","56","CEFF30325B8F4CA49BC11A8C9FABE581","rudimentary"
"2024-05-16 12:32:38","2024-05-16 12:51:08","0",381,"100","1109","1","2024-05-16 12:51:08","R_8Rn5wrrV0geoV45","","","","",356,355,"anonymous","EN","1","2","2",361,"50","0","0","3634-9984-8815-7390","50","0","0","19","0","39","50","17","0","8","50","1","1","1","just chatgpt","1","","5","","27","3","","0","143510E817B249388E66684C3F320A9D","regular"
"2024-05-16 12:18:58","2024-05-16 12:51:14","0",382,"100","1936","1","2024-05-16 12:51:15","R_3MJPd6wriD56p4E","","","","",357,356,"anonymous","EN","1","2","2",362,"30","30","55","7696-0195-6303-2625","30","30","30","0","0","0","100","100","50","70","0","1","1","1","I have used an AI companion app to assist in writing personal profiles that were part of a job application process. I have also used one to assist in obtaining ideas on freelance opportunities. I have used one to assist me in writing out an action plan to obtain higher paying work. I have been very pleasantly surprised at how excellent the AI was in assisting me. It greatly exceeded my expectations.","1","","3","","61","4","","100","60374E72103D40FDBCFA48E127F8F504","rudimentary"
"2024-05-16 12:32:20","2024-05-16 12:51:17","0",383,"100","1136","1","2024-05-16 12:51:18","R_3roHOtCFYpmse2v","","","","",358,357,"anonymous","EN","1","2","2",363,"65","55","65","5782-1795-9390-0687","70","65","70","5","4","0","89","50","30","50","35","1","1","2","","1","","4","","22","3","","100","C9C2C4391D4D4B5787A3DDC5ED3D312E","rudimentary"
"2024-05-16 12:29:49","2024-05-16 12:51:20","0",384,"100","1290","1","2024-05-16 12:51:20","R_5gGBBk0mOGF3ghG","","","","",359,358,"anonymous","EN","1","2","2",364,"69","64","62","0515-7011-9121-9803","69","62","62","25","6","7","96","88","87","22","0","1","1","2","","1","","3","","60","4","","67","128316E57AC34D79B73C1B6A383D7697","rudimentary"
"2024-05-16 12:25:32","2024-05-16 12:51:24","0",385,"100","1551","1","2024-05-16 12:51:24","R_5PFbldu4gQFq5QG","","","","",360,359,"anonymous","EN","1","2","2",365,"51","60","67","6191-2300-6757-1816","13","20","25","100","1","10","95","85","86","83","80","1","1","1","It helped me write a paper","1","","3","","31","1","","100","EF39775A5EFC446388D25D2217B5401F","generalist_ai_v3"
"2024-05-16 12:33:48","2024-05-16 12:51:25","0",386,"100","1057","1","2024-05-16 12:51:26","R_2q1ImaUSe7HdUuY","","","","",361,360,"anonymous","EN","1","2","2",366,"81","61","87","0679-1581-0541-0531","85","44","86","0","9","10","83","100","100","50","100","1","1","1","I don't have a lot of friends, also the ones that I make tend to stab me in the back ;(","2","","3","","22","3","","70","BE0519BA46B84D9D9EFDF58090720DC0","generalist_ai_v3"
"2024-05-16 12:50:15","2024-05-16 12:51:29","0",387,"100","74","1","2024-05-16 12:51:30","R_25r8Wz66W6RnZ4Z","","","","",362,361,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","9EDDAAC0432A49B387B854133867F162",""
"2024-05-16 12:19:07","2024-05-16 12:51:36","0",388,"100","1948","1","2024-05-16 12:51:36","R_5Fbye67VWNY20Lb","","","","",363,362,"anonymous","EN","1","2","2",367,"76","75","56","9775-6975-7890-8935","37","16","30","13","16","55","73","14","55","14","56","1","1","1","To get answers regarding mental health","2","","1","","18","3","","61","EF20780AEB6D4050A9DB34C7DF8539EB","generalist_ai_v3"
"2024-05-16 12:33:46","2024-05-16 12:51:37","0",389,"100","1071","1","2024-05-16 12:51:38","R_8LM8B1LuTbo4c2T","","","","",364,363,"anonymous","EN","1","2","2",368,"10","11","14","9799-1669-1967-9961","15","16","15","11","8","10","42","80","38","63","16","1","1","2","","1","","3","","28","5","","72","0518698BE11743EFBBD4943FCB5F3AC3","rudimentary"
"2024-05-16 12:32:27","2024-05-16 12:51:46","0",390,"100","1159","1","2024-05-16 12:51:47","R_18TDDEyUcMRGPI5","","","","",365,364,"anonymous","EN","1","2","2",369,"17","11","12","6393-8010-0912-3600","3","5","4","0","0","1","62","5","13","54","0","1","1","2","","2","","3","","36","3","","91","A5A74BE14512423F8EED628CC474F06A","rudimentary"
"2024-05-16 12:30:29","2024-05-16 12:51:50","0",391,"100","1281","1","2024-05-16 12:51:51","R_2DtkAgr70bvZEHL","","","","",366,365,"anonymous","EN","1","2","2",370,"80","10","10","0070-7422-1909-7061","80","10","10","5","0","0","80","30","10","10","10","1","1","1","I used it to help gain information on a topic for college paper.","1","","3","","22","4","","10","8E2EFF57FAA149F8BC28FE94B643A727","rudimentary"
"2024-05-16 12:32:04","2024-05-16 12:51:54","0",392,"100","1189","1","2024-05-16 12:51:54","R_10OKb3fcw8yzLUJ","","","","",367,366,"anonymous","EN","1","2","2",371,"29","28","57","1528-3744-6394-9639","31","30","57","56","55","31","78","60","73","76","69","1","1","2","","1","","3","","66","4","","61","897E4E7B0E024D858AC5A23AD18B4CB5","regular"
"2024-05-16 12:32:24","2024-05-16 12:51:59","0",393,"100","1175","1","2024-05-16 12:52:00","R_21tNwP4Lmiwv5P1","","","","",320,320,"anonymous","EN","1","2","2",372,"40","50","25","3388-8294-0623-4470","35","38","38","30","17","50","31","27","42","44","66","1","1","1","Chatgpt","2","","5","","23","4","","30","1BCA76451AAD458185FA348EC11313F2","generalist_ai_v3"
"2024-05-16 12:33:49","2024-05-16 12:52:03","0",204,"100","1093","1","2024-05-16 12:52:04","R_1K894QCftDBOhYu","","","","",192,192,"anonymous","EN","1","2","2",373,"31","18","20","3312-2352-0189-4480","26","17","11","0","0","0","100","74","100","70","64","1","1","1","to help draft emails with technical knowledge","2","","3","","42","5","","34","376044BC5D974B268F65C68482FF7694","generalist_ai_v3"
"2024-05-16 12:24:53","2024-05-16 12:52:06","0",394,"100","1632","1","2024-05-16 12:52:07","R_1Enayd3o0WWMOUF","","","","",368,367,"anonymous","EN","1","2","2",374,"0","0","0","1360-2118-2687-4150","0","0","0","50","50","50","100","100","100","100","0","1","1","2","","2","","4","","49","3","","50","D825204083F046B289FD908534766DC2","generalist_ai_v3"
"2024-05-16 12:32:38","2024-05-16 12:52:10","0",395,"100","1172","1","2024-05-16 12:52:11","R_2PSNQUsvTZ5YM38","","","","",369,368,"anonymous","EN","1","2","2",375,"39","25","60","6761-3044-1141-7054","20","21","35","53","36","39","96","87","85","85","79","2","1","2","","2","","3","","53","3","","82","10A50765D21E4553A2736141060D191C","generalist_ai_v3"
"2024-05-16 12:19:35","2024-05-16 12:52:14","0",396,"100","1959","1","2024-05-16 12:52:15","R_5RS3OMJQHXPlYYx","","","","",338,369,"anonymous","EN","1","2","2",376,"31","15","41","7958-1610-9600-4066","41","44","57","34","20","28","68","90","56","78","58","1","1","1","I used to just see what's all about and to know what to expect in the future when it's gotten really popular. It was surprisingly good at detecting some emotion of sort. ","1","","1","","32","4","","70","32F46A5A36A946C39FF5A6E506204CD5","generalist_ai_v3"
"2024-05-16 12:33:11","2024-05-16 12:52:18","0",397,"100","1146","1","2024-05-16 12:52:18","R_7JLWj1dDJEyVloR","","","","",370,370,"anonymous","EN","1","2","2",377,"0","0","56","3823-6412-2327-7431","3","3","21","0","0","0","100","72","0","0","0","1","1","2","","2","","3","","55","4","","72","DD0E1ABDE0FC4F9399330FE0A5480D44","rudimentary"
"2024-05-16 12:32:45","2024-05-16 12:52:18","0",398,"100","1173","1","2024-05-16 12:52:19","R_3kEzsmF3RU3gMSZ","","","","",371,371,"anonymous","EN","1","2","2",378,"24","25","21","8538-6581-6846-9647","28","16","16","2","2","15","100","99","28","100","11","2","1","1","I used one to help me plan out a vacation recently, it provided good recommendations of things to do!","1","","4","","38","4","","72","C90A736CBD2E42469E67DBD9712850A3","generalist_ai_v3"
"2024-05-16 12:34:19","2024-05-16 12:52:33","0",399,"100","1094","1","2024-05-16 12:52:34","R_2uUMtcXq6wl1fzJ","","","","",372,372,"anonymous","EN","1","2","2",379,"0","0","0","3659-0443-2598-0135. ","0","0","0","100","100","100","100","100","100","100","100","1","1","2","","2","","3","","67","3","","90","803A8445472145DBBB9C0F01E53CDF51","regular"
"2024-05-16 12:31:49","2024-05-16 12:52:42","0",400,"100","1252","1","2024-05-16 12:52:42","R_3n4A9MRD5cXw12h","","","","",287,286,"anonymous","EN","1","2","2",380,"70","70","60","2511-1846-6555-9582","70","70","60","3","7","30","99","98","98","76","99","1","1","2","","1","","3","","54","4","","95","6AF45FDE2BF24C7B95EB1695F5093FE4","generalist_ai_v3"
"2024-05-16 12:22:43","2024-05-16 12:52:47","0",401,"100","1804","1","2024-05-16 12:52:48","R_5rfqWN3kSkhj8Nb","","","","",373,373,"anonymous","EN","1","2","2",381,"69","58","68","6988-3146-4854-4769","37","40","34","66","58","64","66","60","60","59","66","1","1","1","I was curious about what they were like, so I tried it.","1","","2","","29","4","","100","32D991E22675449CBA92860EDC1A4F16","regular"
"2024-05-16 12:35:12","2024-05-16 12:52:54","0",402,"100","1062","1","2024-05-16 12:52:55","R_1FX3kECxEebFyAh","","","","",374,374,"anonymous","EN","1","2","2",382,"12","19","33","1249-9147-9182-7766","9","16","31","28","27","28","78","74","72","74","75","1","1","1","For customer service ","1","","3","","30","4","","43","63CCB99291884DB49454E28CF01D6FE0","generalist_ai_v3"
"2024-05-16 12:34:46","2024-05-16 12:53:08","0",403,"100","1101","1","2024-05-16 12:53:08","R_2wiKnyPpH1zu24x","","","","",375,375,"anonymous","EN","1","2","2",383,"30","28","27","2179-4593-4150-7695","31","33","30","36","21","62","92","59","82","30","32","1","1","2","","1","","3","","45","4","","70","F0B746C9B3974EE29EA284F3532E85D3","generalist_ai_v3"
"2024-05-16 12:33:53","2024-05-16 12:53:08","0",404,"100","1155","1","2024-05-16 12:53:09","R_3vddVETYNO0Mzo9","","","","",376,376,"anonymous","EN","1","2","2",384,"45","40","50","2222-9533-8153-8618","49","45","48","27","22","24","90","61","85","64","41","1","1","1","to get quick and descriptive answers to some of the questions I had, and for writing emails.","2","","3","","35","4","","65","0320B3B1DD3C45D8AFF07F68D7C2EB4C","generalist_ai_v3"
"2024-05-16 12:32:20","2024-05-16 12:53:12","0",405,"100","1251","1","2024-05-16 12:53:12","R_5rwRjbuixHEB6xj","","","","",377,377,"anonymous","EN","1","2","2",385,"0","0","0","0006-5540-6919-9661","0","0","0","90","90","85","100","100","100","85","70","1","1","1","on a different survey for a short time","2","","3","","74","4","","30","E0CB7691192749199864EBD9F57CAE6C","regular"
"2024-05-16 12:34:02","2024-05-16 12:53:19","0",406,"100","1157","1","2024-05-16 12:53:20","R_3UeW65NmEb3K0so","","","","",378,378,"anonymous","EN","1","2","2",386,"8","10","7","1286-9581-0531-6395","5","5","5","18","59","10","95","100","97","100","0","1","1","1","I was curious to see how they worked. I felt a bit lonely and bored and I thought the app could entertain me and provide some companionship.","2","","3","","37","4","","77","35A7C9C050104420B23C4FA0B8C9CE13","rudimentary"
"2024-05-16 12:35:27","2024-05-16 12:53:25","0",407,"100","1078","1","2024-05-16 12:53:26","R_2nvCKUl1IWTaQeU","","","","",379,379,"anonymous","EN","1","2","2",387,"20","10","10","2153-8208-3411-5093","16","14","12","0","0","56","92","67","57","65","50","1","1","2","","2","","4","","29","2","","55","F931A989F00E45A58AC4BF8B5A2DB253","generalist_ai_v3"
"2024-05-16 12:33:10","2024-05-16 12:53:30","0",408,"100","1219","1","2024-05-16 12:53:31","R_1i7YTH3EMN8dF4v","","","","",380,380,"anonymous","EN","1","2","2",388,"30","0","31","6582-6534-3734-4999","0","0","0","66","80","91","100","100","100","60","91","1","1","2","","2","","3","","24","4","","71","4CC0FB22B6FC4819B4951DFCA69872A1","regular"
"2024-05-16 12:33:05","2024-05-16 12:53:33","0",409,"100","1227","1","2024-05-16 12:53:33","R_2YaJjKyIGIEkS8Q","","","","",381,381,"anonymous","EN","1","2","2",389,"30","20","15","9655-1171-8120-1360","20","15","15","30","90","50","100","80","100","70","50","1","1","2","","2","","2","","50","4","","75","92F76FC029194610B703EA5C2501C572","regular"
"2024-05-16 12:35:02","2024-05-16 12:53:42","0",410,"100","1120","1","2024-05-16 12:53:42","R_7p44RtQxink7wdn","","","","",382,382,"anonymous","EN","1","2","2",390,"65","58","80","1335-9429-4346-9261","36","39","34","29","10","32","100","60","59","50","56","1","1","1","Boredom","2","","3","","41","5","","67","C56CD52B16734BDDBC59C4B479938F36","rudimentary"
"2024-05-16 12:32:35","2024-05-16 12:53:46","0",411,"100","1271","1","2024-05-16 12:53:47","R_5JY4qUPt7NdFNBn","","","","",383,383,"anonymous","EN","1","2","2",391,"0","0","0","2780-9092-5938-3985","0","0","0","0","0","0","100","50","0","50","50","3","1","2","","2","","3","","43","4","","0","494A4300E2F54EFCBE892EDE8799C69C","generalist_ai_v3"
"2024-05-16 12:34:50","2024-05-16 12:53:51","0",412,"100","1140","1","2024-05-16 12:53:52","R_5LYkbecfTT1SWsX","","","","",384,384,"anonymous","EN","1","2","2",392,"0","0","0","0045-9841-3222-1392","0","0","0","45","50","83","100","80","84","86","81","1","1","1","for work","1","","3","","52","4","","57","002D321B2814496DA6BDA3438A04F646","regular"
"2024-05-16 12:25:29","2024-05-16 12:54:01","0",413,"100","1712","1","2024-05-16 12:54:02","R_5PMkFoYLJkYuCoX","","","","",385,385,"anonymous","EN","1","2","2",393,"63","23","22","6796-3499-6568-2994.","15","10","15","15","40","40","90","80","76","60","40","1","1","1","In the first place just to try it out, which I've done several times with several different models. I've tried using a couple as editing tools, not super satisfactorily I have to say. And I believe in a survey i interacted with a kind of counselingrobot.","2","","2","","55","4","","90","1C8CD169FA864823AA3D114246CC4068","regular"
