ParticipantId,StartTime (Europe/Istanbul),CompletionTime (Europe/Istanbul),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Gender,Country Of Residence,Household Income,Race,Employment Status
5A1F20D06AE74E2F873BA6161A598FA7,04/15/2024 12:43:19 PM,04/15/2024 12:43:49 PM,Redirect,,0.3,15,0.00,Approved,52,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,Woman,United States,"$100,000-$124,999",White,Full-time
018E6F52A2D64AF2BD9D7B26BD95EEF1,04/15/2024 12:45:50 PM,04/15/2024 12:46:22 PM,Redirect,,0.3,15,0.00,Approved,25,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Single,Something else,Woman,United States,"$50,000-$59,999",White,Full-time
D10ED7A5134E48A38394F95BF1D357C2,04/15/2024 12:46:57 PM,04/15/2024 12:47:55 PM,Redirect,,0.3,15,0.00,Approved,63,"Doctorate degree (for example: PhD, EdD)",Male,Business Management & Administration,In a relationship,Democrat,Man,United States,"$250,000 or more",White,Full-time
DB2954A6C14D4C9E8175D3A3E30FAE1C,04/15/2024 12:47:23 PM,04/15/2024 01:04:34 PM,Redirect,,0.3,15.7,0.00,Approved,37,"Doctorate degree (for example: PhD, EdD)",Female,Education & Training,In a relationship,Republican,Woman,United States,"$150,0000-$174,999",White,Full-time
2C6A120DC01C4134A6666C07901344BA,04/15/2024 12:53:42 PM,04/15/2024 12:54:21 PM,Redirect,,0.3,15,0.00,Approved,31,"Some college, but no degree",Male,Social Sciences,Single,Democrat,Man,United States,"$100,000-$124,999",White,Part-time
9826239ED3974F9FAC6D48584FA3FE1F,04/15/2024 12:54:49 PM,04/15/2024 12:55:20 PM,Redirect,,0.3,15,0.00,Approved,49,High school graduate - high school diploma or the equivalent (for example: GED),Male,"Science, Technology, Engineering & Mathematics",Single,Republican,Man,United States,"$50,000-$59,999",White,Full-time
1CF7C21F094A41B787AA4786ED542DC9,04/15/2024 12:55:13 PM,04/15/2024 01:12:51 PM,Redirect,,0.3,15.7,0.00,Approved,53,"Bachelor's degree (for example: BA, AB, BS)",Female,"Agriculture, Food and Natural Resources",Married,Republican,Woman,United States,"$40,000-$49,999",White,Full-time
7C998485827347399AD3E184F7F114E7,04/15/2024 12:56:25 PM,04/15/2024 12:56:56 PM,Redirect,,0.3,15,0.00,Approved,34,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Republican,Woman,United States,"$60,000-$69,999",White,Part-time
5D0DC6F0968149F389D2EE9CB5898AE3,04/15/2024 12:57:10 PM,04/15/2024 01:18:42 PM,Redirect,,0.3,15.7,0.00,Approved,58,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Male,Finance,In a relationship,Republican,Man,United States,"$100,000-$124,999",White,Business Owner
D2C7C79A08024438851D591F9FF656F5,04/15/2024 01:02:37 PM,04/15/2024 01:05:45 PM,Redirect,,0.3,15,0.00,Approved,52,"Some college, but no degree",Female,Other,Married,Independent,Woman,United States,"$80,000-$89,999",White,Business Owner
39401B834C32481AA1B0405C59C7E18B,04/15/2024 01:03:31 PM,04/15/2024 01:24:36 PM,Redirect,,0.3,15.7,0.00,Approved,23,"Bachelor's degree (for example: BA, AB, BS)",Male,Legal,In a relationship,Democrat,Man,United States,"$10,000-$19,999",White,Student
44868EDA2C3A4FBCB7C1774219F60587,04/15/2024 01:04:18 PM,04/15/2024 01:05:03 PM,Redirect,,0.3,15,0.00,Approved,56,"Some college, but no degree",Male,Medicine,Married,Democrat,Man,United States,"$60,000-$69,999",White,Full-time
6C65F86A348F40D6AA44636FA43E4808,04/15/2024 01:04:35 PM,04/15/2024 01:05:21 PM,Redirect,,0.3,15,0.00,Approved,65,"Some college, but no degree",Female,Medicine,Divorced,Republican,Woman,United States,"$20,000-$29,999",White,Retired
800BD28C6B45471DA4E1DD3ACFF52291,04/15/2024 01:05:00 PM,04/15/2024 01:23:22 PM,Redirect,,0.3,15.7,0.00,Approved,36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Medicine,Married,Democrat,Woman,United States,"$250,000 or more",White,Full-time
2757A2F6A892474B8F513CA3A94FD08B,04/15/2024 01:06:27 PM,04/15/2024 01:08:05 PM,Redirect,,0.3,15,0.00,Approved,33,"Some college, but no degree",Female,Other,In a relationship,Democrat,Woman,United States,"Less than $10,000",Black or African American,Full-time
C1F4EAD8F61545299FBC887B184B7CE9,04/15/2024 01:09:14 PM,04/15/2024 01:09:58 PM,Redirect,,0.3,15,0.00,Approved,46,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,Married,Independent,Woman,United States,"$30,000-$39,999",White,Business Owner
F50FAEAD940A4CA1AC573C59E1E50F49,04/15/2024 01:10:51 PM,04/15/2024 01:13:33 PM,Redirect,,0.3,15,0.00,Approved,19,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Single,Prefer not to say,Man,United States,Prefer not to say,Black or African American,Prefer not to say
9AE653AC9D644EDDB5A7D9E511F3BDC5,04/15/2024 01:11:01 PM,04/15/2024 01:13:12 PM,Redirect,,0.3,15,0.00,Approved,31,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,Married,Independent,Man,United States,"$100,000-$124,999",White,Full-time
2A9426322C3440179E27437CC2A57230,04/15/2024 01:11:47 PM,04/15/2024 01:30:13 PM,Redirect,,0.3,15.7,0.00,Approved,46,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Republican,Woman,United States,"$70,000-$79,999",White,Full-time
4018462924D142BABFB5E88C03359F1F,04/15/2024 01:11:51 PM,04/15/2024 01:12:45 PM,Redirect,,0.3,15,0.00,Approved,38,High school graduate - high school diploma or the equivalent (for example: GED),Male,Retail,Single,Prefer not to say,Man,United States,"$70,000-$79,999",White,Full-time
1A34FA8D1D1947E7B5F62D1717AE2C24,04/15/2024 01:12:07 PM,04/15/2024 01:12:31 PM,Redirect,,0.3,15,0.00,Approved,48,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,In a relationship,Independent,Woman,United States,"$20,000-$29,999",White,Full-time
4C906ACB19764635A2683367A6374361,04/15/2024 01:14:16 PM,04/15/2024 01:20:42 PM,Redirect,,0.3,15,0.00,Approved,42,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Independent,Woman,United States,"$100,000-$124,999",White,Business Owner
87119B5094154CF091E8ADA1911D02A5,04/15/2024 01:15:47 PM,04/15/2024 01:17:46 PM,Redirect,,0.3,15,0.00,Approved,27,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Arts,In a relationship,Democrat,Man,United States,"$80,000-$89,999",White,Full-time
3653D696E9AC47CD86EFD0909F115038,04/15/2024 01:19:45 PM,04/15/2024 01:21:14 PM,Redirect,,0.3,15,0.00,Approved,46,"Bachelor's degree (for example: BA, AB, BS)",Female,Social Sciences,Married,Democrat,Woman,United States,"$70,000-$79,999",White,Full-time
B480F8A5265B482CAFB6C133462E2FE6,04/15/2024 01:20:02 PM,04/15/2024 01:20:31 PM,Redirect,,0.3,15,0.00,Approved,68,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Single,Democrat,Woman,United States,"$30,000-$39,999",White,Part-time
9505A6052BF848ABAB7E7E65C2BE3B0C,04/15/2024 01:20:27 PM,04/15/2024 01:21:09 PM,Redirect,,0.3,15,0.00,Approved,30,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Single,Independent,Man,United States,"$100,000-$124,999",White,Full-time
9D78B0E7C2E2464C8794CBFF796D203F,04/15/2024 01:21:40 PM,04/15/2024 01:22:05 PM,Redirect,,0.3,15,0.00,Approved,53,High school graduate - high school diploma or the equivalent (for example: GED),Female,Education & Training,Married,Republican,Woman,United States,"$150,0000-$174,999",White,Full-time
742E34F5543B4A69B32260B65D3404F9,04/15/2024 01:22:24 PM,04/15/2024 01:22:54 PM,Redirect,,0.3,15,0.00,Approved,29,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Independent,Woman,United States,"$50,000-$59,999",White,"Not in paid work (e.g., homemaker, disabled)"
D277AB5749C54D56AB93B191298A7AD3,04/15/2024 01:25:13 PM,04/15/2024 01:25:55 PM,Redirect,,0.3,15,0.00,Approved,41,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Male,Legal,Married,Republican,Man,United States,"$250,000 or more",White,Full-time
BAAC0CCE6B4D47CE844F96F763BCAF48,04/15/2024 01:25:49 PM,04/15/2024 01:49:05 PM,Redirect,,0.3,15.7,0.00,Approved,19,"Associate degree (for example: AA, AS)",Female,Retired,Single,Democrat,Woman,United States,"$20,000-$29,999",Black or African American,Retired
94F71E0FC55B4A3396CC1454BBED7A1D,04/15/2024 01:27:05 PM,04/15/2024 01:27:44 PM,Redirect,,0.3,15,0.00,Approved,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Single,Democrat,Man,United States,"Less than $10,000",White,Business Owner
29099C005ED247DEA9BD01DD247C8428,04/15/2024 01:28:01 PM,04/15/2024 01:46:36 PM,Redirect,,0.3,15.7,0.00,Approved,33,"Doctorate degree (for example: PhD, EdD)",Male,Business Management & Administration,Married,Republican,Man,United States,"$200,000-$224,999",Black or African American,Full-time
32B72EC2E7344792A27E839D9A4EEDFE,04/15/2024 01:30:58 PM,04/15/2024 01:32:03 PM,Redirect,,0.3,15,0.00,Approved,45,Less than a high school diploma,Male,Retail,Married,Democrat,Man,United States,"$60,000-$69,999",Black or African American,Business Owner
A71D930CDB48467F889B83B489924987,04/15/2024 01:31:09 PM,04/15/2024 01:53:38 PM,Redirect,,0.3,15.7,0.00,Approved,45,"Some college, but no degree",Female,Hospitality & Tourism,Single,Independent,Woman,United States,"$10,000-$19,999",An ethnicity not listed here,Full-time
ECAEFE5A63CA472C8E6CABBEFAC0539D,04/15/2024 01:33:53 PM,04/15/2024 01:34:36 PM,Redirect,,0.3,15,0.00,Approved,30,"Bachelor's degree (for example: BA, AB, BS)",Male,I’d Rather Not Say,Single,Republican,Man,United States,"$10,000-$19,999",White,Part-time
F72AAEAA755041F6AA79ECE84CD76F41,04/15/2024 01:33:53 PM,04/15/2024 01:34:56 PM,Redirect,,0.3,15,0.00,Approved,47,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,"Agriculture, Food and Natural Resources",Married,Independent,Man,United States,"$80,000-$89,999",White,Business Owner
B0F3D828DA0648879DD759D0EBE637EB,04/15/2024 01:34:10 PM,04/15/2024 01:34:47 PM,Redirect,,0.3,15,0.00,Approved,69,"Some college, but no degree",Male,Retired,Married,Republican,Man,United States,"$60,000-$69,999",White,Retired
38F0713B7CAE47A8A99183E63455B086,04/15/2024 01:34:46 PM,04/15/2024 01:54:09 PM,Redirect,,0.3,15.7,0.00,Approved,64,"Some college, but no degree",Male,Retired,Divorced,Republican,Man,United States,"$60,000-$69,999",An ethnicity not listed here,Retired
396D769E717C4B5CBB63FDDE86050A92,04/15/2024 01:35:50 PM,04/15/2024 01:36:19 PM,Redirect,,0.3,15,0.00,Approved,22,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,Married,Democrat,Woman,United States,"Less than $10,000",White,Student
31D4175571A14F4E84BF88D248E92969,04/15/2024 01:36:20 PM,04/15/2024 01:37:31 PM,Redirect,,0.3,15,0.00,Approved,60,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Married,Republican,Man,United States,"$125,000-$149,999",White,Retired
162516ED24D648ECBCCE91357F26DC77,04/15/2024 01:36:21 PM,04/15/2024 01:54:51 PM,Redirect,,0.3,15.7,0.00,Approved,31,"Associate degree (for example: AA, AS)",Male,Education & Training,Single,Democrat,Man,United States,"Less than $10,000",Black or African American,Part-time
A25B2B08DF8D4469AA2A69B0FD3578C1,04/15/2024 01:36:34 PM,04/15/2024 02:00:29 PM,Redirect,,0.3,15.7,0.00,Approved,46,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,Divorced,Independent,Woman,United States,"$30,000-$39,999",White,Full-time
E01E3EE149FF4926A35C3BDE619A493D,04/15/2024 01:37:14 PM,04/15/2024 01:37:50 PM,Redirect,,0.3,15,0.00,Approved,42,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Married,Republican,Man,United States,"$250,000 or more",White,Full-time
0163260E3DF74A1E8CA46ADD5D792370,04/15/2024 01:38:21 PM,04/15/2024 01:39:06 PM,Redirect,,0.3,15,0.00,Approved,43,"Some college, but no degree",Male,Information Technology,Married,Democrat,Man,United States,"$40,000-$49,999",White,Full-time
79C2838325FC496E82EB171C448EB6CB,04/15/2024 01:39:12 PM,04/15/2024 02:12:51 PM,Redirect,,0.3,15.7,0.00,Approved,42,"Some college, but no degree",Female,Medicine,In a relationship,Democrat,Woman,United States,"$100,000-$124,999",Black or African American,Full-time
757649A93CB94B75A0161FD02A0BD864,04/15/2024 01:39:15 PM,04/15/2024 01:39:36 PM,Redirect,,0.3,15,0.00,Approved,37,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Republican,Woman,United States,"$125,000-$149,999",White,Full-time
7B4017F0546B4E23850D17D0EDF54519,04/15/2024 01:40:14 PM,04/15/2024 02:00:10 PM,Redirect,,0.3,15.7,0.00,Approved,53,"Associate degree (for example: AA, AS)",Male,Architecture and Construction,Married,Independent,Man,United States,"$150,0000-$174,999",Japanese,Full-time
F2AEBB8D5711430EAE5812770390A61E,04/15/2024 01:40:16 PM,04/15/2024 01:41:06 PM,Redirect,,0.3,15,0.00,Approved,61,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",Single,Republican,Man,United States,"$20,000-$29,999",White,Part-time
68A2E0B84F7A42FEB7B7D309888A0B7F,04/15/2024 01:41:22 PM,04/15/2024 02:00:26 PM,Redirect,,0.3,15.7,0.00,Approved,30,"Bachelor's degree (for example: BA, AB, BS)",Female,"Transportation, Distribution & Logistics",Single,Republican,Woman,United States,"$125,000-$149,999",White,Full-time
A72F33AF5703426386FCB2F4CF7E7B28,04/15/2024 01:41:36 PM,04/15/2024 01:42:46 PM,Redirect,,0.3,15,0.00,Approved,28,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Single,Democrat,Woman,United States,"$60,000-$69,999",White,Full-time
0EE9C57921A1405EBF309B4A0F5784F9,04/15/2024 01:47:02 PM,04/15/2024 02:04:05 PM,Redirect,,0.3,15.7,0.00,Approved,44,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Married,Prefer not to say,Woman,United States,"$100,000-$124,999",White,Full-time
70C4307BFA6748DF88672E1C835B12FE,04/15/2024 01:47:09 PM,04/15/2024 01:48:57 PM,Redirect,,0.3,15,0.00,Approved,39,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Independent,Woman,United States,"$60,000-$69,999",White,Full-time
3223F99E988D4779A8DFFF0AD98058A9,04/15/2024 01:50:19 PM,04/15/2024 02:11:39 PM,Redirect,,0.3,15.7,0.00,Approved,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Married,Republican,Man,United States,"$125,000-$149,999",White,Full-time
11316DAF4C0C4F738B0B9AD73C88CB3E,04/15/2024 01:50:43 PM,04/15/2024 02:09:52 PM,Redirect,,0.3,15.7,0.00,Approved,33,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Married,Republican,Woman,United States,"$100,000-$124,999",White,"Not in paid work (e.g., homemaker, disabled)"
7EE8BD074D08465092037F61167610B1,04/15/2024 01:51:09 PM,04/15/2024 01:51:49 PM,Redirect,,0.3,15,0.00,Approved,45,"Associate degree (for example: AA, AS)",Male,Arts,In a relationship,Independent,Man,United States,"$90,000-$99,999",White,Business Owner
DA8B15BC54254E0FBD50D7B01A50DBE8,04/15/2024 01:52:48 PM,04/15/2024 01:53:33 PM,Redirect,,0.3,15,0.00,Approved,73,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Other,Married,Republican,Man,United States,"$60,000-$69,999",White,Part-time
A5C3D32B75AA485E895A9B529561FD78,04/15/2024 01:53:49 PM,04/15/2024 01:54:14 PM,Redirect,,0.3,15,0.00,Approved,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Government & Public Administration,In a relationship,Democrat,Man,United States,"$70,000-$79,999",White,Full-time
4F998834F4BE476D82745B47B37BC26E,04/15/2024 01:56:55 PM,04/15/2024 02:19:06 PM,Redirect,,0.3,15.7,0.00,Approved,59,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Independent,Woman,United States,"Less than $10,000",White,Business Owner
74CAA53579864D3898D49E79D17653F9,04/15/2024 01:57:47 PM,04/15/2024 01:58:12 PM,Redirect,,0.3,15,0.00,Approved,48,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Independent,Man,United States,"$125,000-$149,999",White,Full-time
3483D6937BAD412F8398E3D8C9DAA243,04/15/2024 01:58:03 PM,04/15/2024 01:59:46 PM,Redirect,,0.3,15,0.00,Approved,66,"Some college, but no degree",Female,Business Management & Administration,Married,Republican,Woman,United States,"$90,000-$99,999",White,Business Owner
58CBADD914294AB69955A7541368516C,04/15/2024 01:58:21 PM,04/15/2024 01:59:25 PM,Redirect,,0.3,15,0.00,Approved,78,"Some college, but no degree",Male,Retired,Married,Independent,Man,United States,"$100,000-$124,999",White,Retired
BEDB2C6421C34A718B280E47C973E806,04/15/2024 02:00:26 PM,04/15/2024 02:01:56 PM,Redirect,,0.3,15,0.00,Approved,52,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Divorced,Democrat,Woman,United States,"$20,000-$29,999",White,"Not in paid work (e.g., homemaker, disabled)"
95A19873C46B4736B31F37314E3D7773,04/15/2024 02:00:44 PM,04/15/2024 02:21:11 PM,Redirect,,0.3,15.7,0.00,Approved,42,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Independent,Woman,United States,"$40,000-$49,999",White,Part-time
511D1EE8F9B84C5E843FE8EBD8DBEF50,04/15/2024 02:03:03 PM,04/15/2024 02:03:41 PM,Redirect,,0.3,15,0.00,Approved,37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Independent,Man,United States,"$80,000-$89,999",White,Part-time
2760BF1F70B0435BB565C27AE75A5007,04/15/2024 02:05:12 PM,04/15/2024 02:25:07 PM,Redirect,,0.3,15.7,0.00,Approved,39,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Democrat,Woman,United States,"$125,000-$149,999",Black or African American,Full-time
4EDB01F886EB4B80A31521AF5C1BF2F5,04/15/2024 02:05:19 PM,04/15/2024 02:05:47 PM,Redirect,,0.3,15,0.00,Approved,33,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Government & Public Administration,In a relationship,Republican,Woman,United States,"$200,000-$224,999",White,Full-time
6821E387EE80466A990A698DE13133B6,04/15/2024 02:05:27 PM,04/15/2024 02:05:56 PM,Redirect,,0.3,15,0.00,Approved,47,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Republican,Man,United States,"$90,000-$99,999",White,Full-time
A8C8741BCF3A4E5C8FCC16F930D06FEA,04/15/2024 02:06:57 PM,04/15/2024 02:07:32 PM,Redirect,,0.3,15,0.00,Approved,36,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,Married,Independent,Man,United States,"$250,000 or more",White,Full-time
194B407920E54E169614F93C42925AB2,04/15/2024 02:08:06 PM,04/15/2024 02:08:31 PM,Redirect,,0.3,15,0.00,Approved,60,"Bachelor's degree (for example: BA, AB, BS)",Male,"Agriculture, Food and Natural Resources",Married,Republican,Man,United States,"$175,000-$199,999",American Indian or Alaska Native,Full-time
A76CD62DE60146F3A0DC1CD2C862456B,04/15/2024 02:10:24 PM,04/15/2024 02:10:44 PM,Redirect,,0.3,15,0.00,Approved,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Democrat,Woman,United States,"$100,000-$124,999",White,"Not in paid work (e.g., homemaker, disabled)"
56BA83ADF9BD49A7906616AC4C815F76,04/15/2024 02:11:28 PM,04/15/2024 02:30:43 PM,Redirect,,0.3,15.7,0.00,Approved,39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Married,Independent,Woman,United States,"$175,000-$199,999",White,Full-time
DF1EDE16E34445359B1AF9ECEA243241,04/15/2024 02:11:46 PM,04/15/2024 02:33:13 PM,Redirect,,0.3,15.7,0.00,Approved,50,"Bachelor's degree (for example: BA, AB, BS)",Female,Hospitality & Tourism,Single,Independent,Woman,United States,"$40,000-$49,999",White,Full-time
E7403536FA54483B8A59905B91672F6B,04/15/2024 02:11:54 PM,04/15/2024 02:12:20 PM,Redirect,,0.3,15,0.00,Approved,41,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Single,Independent,Man,United States,"$70,000-$79,999",White,Full-time
3E989D35F5554D25BB0DC7E166E453BA,04/15/2024 02:11:56 PM,04/15/2024 02:12:23 PM,Redirect,,0.3,15,0.00,Approved,61,"Some college, but no degree",Male,Finance,Married,Republican,Man,United States,"$150,0000-$174,999",White,Business Owner
924AF4F85C9147C1AB35CA01CE1BE33B,04/15/2024 02:12:14 PM,04/15/2024 02:12:59 PM,Redirect,,0.3,15,0.00,Approved,47,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,In a relationship,Republican,Woman,United States,"$10,000-$19,999",White,Part-time
EA1DDBB0D9E5471381D5FD3553DC8E12,04/15/2024 02:13:04 PM,04/15/2024 02:13:31 PM,Redirect,,0.3,15,0.00,Approved,38,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Business Management & Administration,Divorced,Independent,Man,United States,"$100,000-$124,999",White,Full-time
859637A2BD5949DF95C047186873A69D,04/15/2024 02:13:10 PM,04/15/2024 02:37:01 PM,Redirect,,0.3,15.7,0.00,Approved,62,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Divorced,Independent,Man,United States,"$40,000-$49,999",White,Retired
3D2526B4666F44B985B0153FC265D63C,04/15/2024 02:13:22 PM,04/15/2024 02:13:51 PM,Redirect,,0.3,15,0.00,Approved,33,"Bachelor's degree (for example: BA, AB, BS)",Male,Arts,Married,Democrat,Man,United States,"$40,000-$49,999",An ethnicity not listed here,Full-time
D3C47E40F81B4230A2E771EC4C15B001,04/15/2024 02:13:30 PM,04/15/2024 02:13:58 PM,Redirect,,0.3,15,0.00,Approved,41,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Democrat,Man,United States,"$100,000-$124,999",White,Full-time
10B35CEA3EB94AACA6A8E180404CD781,04/15/2024 02:14:08 PM,04/15/2024 02:32:08 PM,Redirect,,0.3,15.7,0.00,Approved,29,"Some college, but no degree",Male,Legal,In a relationship,Independent,Man,United States,"$60,000-$69,999",White,Full-time
B8334F2304A9454690F324F82C9040C4,04/15/2024 02:15:07 PM,04/15/2024 02:16:32 PM,Redirect,,0.3,15,0.00,Approved,57,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Divorced,Democrat,Man,United States,"$10,000-$19,999",White,Part-time
2E80B6D3ABAF479386EBFD380A4D91A8,04/15/2024 02:15:41 PM,04/15/2024 02:16:28 PM,Redirect,,0.3,15,0.00,Approved,58,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",Married,Independent,Man,United States,"$100,000-$124,999",White,Full-time
B2A2ADCC8DA641E2B7F2162532EB402A,04/15/2024 02:17:35 PM,04/15/2024 02:18:39 PM,Redirect,,0.3,15,0.00,Approved,38,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Republican,Man,United States,"$100,000-$124,999",White,Full-time
3765DE826DE6446F867FF77A69F2AB4D,04/15/2024 02:17:38 PM,04/15/2024 02:20:31 PM,Redirect,,0.3,15,0.00,Approved,40,"Associate degree (for example: AA, AS)",Female,Business Management & Administration,Single,Democrat,Woman,United States,"$90,000-$99,999",White,Full-time
DEEF0E90185D4F25861EE47DCD2DA0EB,04/15/2024 02:18:54 PM,04/15/2024 02:19:29 PM,Redirect,,0.3,15,0.00,Approved,39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Single,Democrat,Woman,United States,"$30,000-$39,999",Chinese,Full-time
4A6B19005318406EA6ADB00DF70122F3,04/15/2024 02:19:46 PM,04/15/2024 02:20:13 PM,Redirect,,0.3,15,0.00,Approved,36,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Medicine,Married,Republican,Woman,United States,"$200,000-$224,999",White,Full-time
954EBCE7FD4642B3BC0034B488025B73,04/15/2024 02:19:55 PM,04/15/2024 02:21:51 PM,Redirect,,0.3,15,0.00,Approved,56,"Associate degree (for example: AA, AS)",Male,Information Technology,Married,Republican,Man,United States,"$90,000-$99,999",White,Full-time
12F27CA2AFC84CCCB409C079D19B9624,04/15/2024 02:20:53 PM,04/15/2024 02:46:34 PM,Redirect,,0.3,15.7,0.00,Approved,32,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,In a relationship,Independent,Non-binary,United States,"$100,000-$124,999",White,Full-time
D1AC1FA37A9E4355AFF5152402A53AE0,04/15/2024 02:20:57 PM,04/15/2024 02:22:03 PM,Redirect,,0.3,15,0.00,Approved,21,"Some college, but no degree",Female,Social Sciences,Single,Democrat,Woman,United States,"$150,0000-$174,999",White,Student
84C49DAEBC7F4A4DAC479A0974EC2A93,04/15/2024 02:21:27 PM,04/15/2024 02:22:05 PM,Redirect,,0.3,15,0.00,Approved,33,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Prefer not to say,Woman,United States,Prefer not to say,White,Business Owner
EC960DF6D8944A3496AE183595BC6BB7,04/15/2024 02:21:47 PM,04/15/2024 02:22:34 PM,Redirect,,0.3,15,0.00,Approved,76,"Doctorate degree (for example: PhD, EdD)",Female,Retired,Married,Democrat,Woman,United States,"$60,000-$69,999",White,Retired
ADFD4CC871474935B43C5771D39F5CF6,04/15/2024 02:22:17 PM,04/15/2024 02:22:55 PM,Redirect,,0.3,15,0.00,Approved,47,High school graduate - high school diploma or the equivalent (for example: GED),Female,Social Sciences,Widowed,Republican,Woman,United States,"$30,000-$39,999",White,Part-time
41DD0ADC4C22439B9A954DD7B9930EC1,04/15/2024 02:22:33 PM,04/15/2024 02:41:19 PM,Redirect,,0.3,15.7,0.00,Approved,61,"Associate degree (for example: AA, AS)",Female,Manufacturing,Married,Democrat,Woman,United States,"$40,000-$49,999",White,Full-time
DA4D51D0205B4B4D9E0EE8013EFC46A2,04/15/2024 02:22:46 PM,04/15/2024 02:23:11 PM,Redirect,,0.3,15,0.00,Approved,42,Less than a high school diploma,Female,Other,Single,Prefer not to say,Woman,United States,"$10,000-$19,999",White,Prefer not to say
BD4E57AB370D4528A3DF938AE8F27B01,04/15/2024 02:22:53 PM,04/15/2024 02:42:20 PM,Redirect,,0.3,15.7,0.00,Approved,48,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Manufacturing,Single,Democrat,Woman,United States,"$100,000-$124,999",White,Full-time
9255B5EDC2334D68A2EB460FB50BD6AD,04/15/2024 02:23:28 PM,04/15/2024 02:24:26 PM,Redirect,,0.3,15,0.00,Approved,38,High school graduate - high school diploma or the equivalent (for example: GED),Female,Hospitality & Tourism,In a relationship,Independent,Woman,United States,"$50,000-$59,999",White,Full-time
