"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","google_check","worker_id","completion_code","journaling_timer_First.Click","journaling_timer_Last.Click","journaling_timer_Page.Submit","journaling_timer_Click.Count","Q2_First.Click","Q2_Last.Click","Q2_Page.Submit","Q2_Click.Count","youtube_ss_Id","youtube_ss_Name","youtube_ss_Size","youtube_ss_Type","self_disclosure_1","self_disclosure_2","self_disclosure_4","self_disclosure_5","self_disclosure_6","self_disclosure_7","journaling_manip","journ_manip_explain","ai_companion_exp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition","conditionPrompt","conditionPromptPost"
"2024-12-23 13:00:30","2024-12-23 13:17:23","0","Anonymized","100","1012","1","2024-12-23 13:17:24","R_5PRasYxJyLDCyfW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","78DAFA5B08694CA98819F982A7793FCB","1517-1219-1223-0901","","","","","","","","","","","","","50","70","50","50","50","65","","","1","2","","5","","44","4","","30","78DAFA5B08694CA98819F982A7793FCB","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:53:05","2024-12-23 13:18:15","0","Anonymized","100","1510","1","2024-12-23 13:18:17","R_5QVx6mzg4TDeIT5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","CEF33B157C17466EBC7C54B863130673","","","","","","143.592","143.592","1224.769","1","F_2sRLRDyr5OaZwtD","Screenshot%202024-12-23%20151556.png","548281","image/png","50","55","35","50","60","60","","","1","2","","3","","31","3","","75","CEF33B157C17466EBC7C54B863130673","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 12:58:40","2024-12-23 13:18:55","0","Anonymized","100","1215","1","2024-12-23 13:18:56","R_7s5T3Mnn93ZXmyX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","7DEC8D6D874346979B9E1FE65E2A5F30","","57.839","923.723","960.627","12","","","","","","","","","0","0","100","0","0","0","1","I focused on an event in my life that recently happened and my mind did not stray during the journaling.","1","1","","3","","67","3","","85","7DEC8D6D874346979B9E1FE65E2A5F30","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:02:38","2024-12-23 13:19:20","0","Anonymized","100","1001","1","2024-12-23 13:19:20","R_5BSeUWsrQFNuk7g","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","FB83E9CA75D44CB4ABDAE93244DACE09","","4.575","908.67","908.922","5","","","","","","","","","18","11","13","11","9","16","1","It was difficult to start, but after about a minute or so, I found myself fully engaged until the very end. In fact, it was difficult to stop once the 15 minutes was up","1","1","","3","","39","5","","70","FB83E9CA75D44CB4ABDAE93244DACE09","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:02:26","2024-12-23 13:20:12","0","Anonymized","100","1066","1","2024-12-23 13:20:13","R_1RUfoCP1vvjDp3r","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","D261C0B1404742CCA8B9ADE80767EFEE","8891-4478-8791-4998","","","","","","","","","","","","","0","0","0","0","0","0","","","1","1","","2","","41","3","","70","D261C0B1404742CCA8B9ADE80767EFEE","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 12:57:25","2024-12-23 13:20:11","0","Anonymized","100","1366","1","2024-12-23 13:20:13","R_1DSHCGofKNmuTCN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","D580714D098D46C99EC752D1DB55830F","","","","","","72.386","1155.117","1206.158","2","F_1jwiLWQ7NngVlRe","Screenshot%202024-12-23%20at%203.18.28%E2%80%AFPM.png","272318","image/png","3","6","6","3","5","0","","","1","1","","4","","29","4","","70","D580714D098D46C99EC752D1DB55830F","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:00:34","2024-12-23 13:20:30","0","Anonymized","100","1195","1","2024-12-23 13:20:30","R_1duWWpX5dVfcj0m","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","95BA2DB2AF7B4332BC91F0F62D0182DB","","21.187","945.805","947.897","25","","","","","","","","","58","38","42","57","60","70","1","Although I got distracted or didn't know what to write a few times, I did continue to journal for 15 minutes.","1","2","","1","","21","3","","81","95BA2DB2AF7B4332BC91F0F62D0182DB","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:20:17","2024-12-23 13:21:05","0","Anonymized","100","48","1","2024-12-23 13:21:06","R_5P67mhpXzOVUqP0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F76C93B722544C80B0583F5931F427FD","","",""
"2024-12-23 13:20:14","2024-12-23 13:21:20","0","Anonymized","100","65","1","2024-12-23 13:21:20","R_7ozFFJN2zfJ187V","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EBD186A0CF844658B12AA7CA721DE555","","",""
"2024-12-23 13:03:06","2024-12-23 13:22:01","0","Anonymized","100","1135","1","2024-12-23 13:22:02","R_6GJHYMLwbFSgdVN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","A954E8B20DC44D1AA219BDE8AE6727F8","","","","","","0.176","135.793","1000.368","9","F_1g6zMFMtN2skNoc","YTtemp.jpg","50686","image/jpeg","0","0","0","0","0","0","","","2","2","","3","","31","4","","20","A954E8B20DC44D1AA219BDE8AE6727F8","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:04:02","2024-12-23 13:23:40","0","Anonymized","100","1177","1","2024-12-23 13:23:40","R_5IkQMFThDCiu13z","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","20F65615D27C4F1BB3102D4D88BC0C8C","8252-6042-3980-0657","","","","","","","","","","","","","5","0","12","0","0","0","","","1","1","","3","","33","4","","61","20F65615D27C4F1BB3102D4D88BC0C8C","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:04:41","2024-12-23 13:25:50","0","Anonymized","100","1269","1","2024-12-23 13:25:51","R_64kOgWEHBkZO1eC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","B97632B2DAAA45BC957F6691618DFDC2","3033-7396-4411-8929","","","","","","","","","","","","","50","75","75","50","50","60","","","1","2","","3","","27","4","","70","B97632B2DAAA45BC957F6691618DFDC2","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:25:43","2024-12-23 13:26:07","0","Anonymized","100","24","1","2024-12-23 13:26:08","R_1mmyxY6X8aqUh4u","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196F0E5497E14A85AB98EE0F98944C84","","",""
"2024-12-23 13:09:16","2024-12-23 13:26:15","0","Anonymized","100","1019","1","2024-12-23 13:26:15","R_5j9UXf9NZCJWBvh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","3B23BBF2A3014790BA4B47E62F829896","1846-6987-7537-7260","","","","","","","","","","","","","57","62","32","68","64","69","","","1","2","","3","","36","4","","66","3B23BBF2A3014790BA4B47E62F829896","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:05:55","2024-12-23 13:26:24","0","Anonymized","100","1229","1","2024-12-23 13:26:25","R_7lLnsWvOpA3qqcP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","C5E774F495294417AD94D9C4611140D3","","52.687","952.836","1024.969","7","","","","","","","","","5","3","5","4","8","7","1","I love fantasy football and can talk about it almost endlessly - it is my favorite hobby.","1","1","","3","","69","7","","67","C5E774F495294417AD94D9C4611140D3","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:12:45","2024-12-23 13:30:56","0","Anonymized","100","1090","1","2024-12-23 13:30:56","R_7ric18KDroqaFcj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","DF959B9765D7492EBA591146715DAFE8","0550-1241-1557-9001","","","","","","","","","","","","","87","83","74","67","72","63","","","1","1","","3","","23","4","","80","DF959B9765D7492EBA591146715DAFE8","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:14:22","2024-12-23 13:31:34","0","Anonymized","100","1031","1","2024-12-23 13:31:34","R_7MR0nhOReHFeKzR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","F1222B781375492CAEB368D1910FA610","","9.073","599.502","922.21","25","","","","","","","","","53","58","55","58","55","59","2","I couldn't journal the entire time.  I lost focus.","1","1","","3","","42","4","","100","F1222B781375492CAEB368D1910FA610","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:12:00","2024-12-23 13:31:57","0","Anonymized","100","1196","1","2024-12-23 13:31:58","R_6A1oRQqF2YsN6Mx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","A407A62515554A1DB4BF99F6F1E15477","8221-6013-9465-5997","","","","","","","","","","","","","0","5","37","8","10","2","","","2","1","","3","","42","2","","4","A407A62515554A1DB4BF99F6F1E15477","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:14:50","2024-12-23 13:32:00","0","Anonymized","100","1030","1","2024-12-23 13:32:00","R_72nDk9OGbP4f94c","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","A80BB52EAF9C4B309F6DCA5F17D27C4F","3888-8279-4354-1364","","","","","","","","","","","","","53","","69","71","65","74","","","1","1","","3","","36","3","","7","A80BB52EAF9C4B309F6DCA5F17D27C4F","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:13:10","2024-12-23 13:32:06","0","Anonymized","100","1135","1","2024-12-23 13:32:06","R_5PgcF4iMn0CPVpn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","E44460F6EED043FCBF7E4E20E53C4515","","3.331","904.946","917.114","8","","","","","","","","","0","0","0","0","0","0","1","it was easy as what i journaled about was very meaningful to me.","1","1","","3","","64","3","","100","E44460F6EED043FCBF7E4E20E53C4515","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:15:08","2024-12-23 13:34:46","0","Anonymized","100","1177","1","2024-12-23 13:34:47","R_5rifhODbuk16n7z","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","FF0371DEF4CD4D31AB6F43FC2AC49172","","","","","","14.181","36.517","996.15","3","F_3dR2IzcqvjI5Iuy","Screenshot%202024-12-23%20at%203.33.19%E2%80%AFPM.png","348665","image/png","72","74","36","71","74","66","","","1","2","","3","","21","3","","80","FF0371DEF4CD4D31AB6F43FC2AC49172","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:15:02","2024-12-23 13:35:34","0","Anonymized","100","1231","1","2024-12-23 13:35:38","R_6gHLhdW0kPc1rfH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","EB226D095F3143F3BC2F4A3B3ED0D27D","","","","","","16.495","1041.535","1109.171","4","F_2f8rtaIsGi5R2yR","Screenshot%202024-12-23%20at%2015-34-35%20YouTube%20History.png","2407795","image/png","0","0","12","0","0","0","","","1","2","","3","","59","7","","100","EB226D095F3143F3BC2F4A3B3ED0D27D","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:12:26","2024-12-23 13:36:23","0","Anonymized","100","1436","1","2024-12-23 13:36:23","R_6GE6iWCWLpjlM1X","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","AFB6C88ED57E42DE893D70C90386A83F","","","","","","55.735","79.506","1182.439","2","F_eVv3UHSBUPjg8DL","today%20yt.JPG","66594","image/jpeg","2","1","8","4","3","6","","","1","2","","3","","46","1","","9","AFB6C88ED57E42DE893D70C90386A83F","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:35:58","2024-12-23 13:37:31","0","Anonymized","100","93","1","2024-12-23 13:37:32","R_6qvq42yVZ4eXpmU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0499867B97A84603BAC91B1291D5E6A9","","",""
"2024-12-23 13:12:37","2024-12-23 13:39:56","0","Anonymized","100","1639","1","2024-12-23 13:39:57","R_7MYCopWdPo18UrF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","0CFB669F3AF94CE396B69238992137B2","","19.277","850.108","974.263","9","","","","","","","","","66","64","58","40","43","73","1","I mean the instruction were pretty clear so it was easy to follow them ","2","1","","3","","56","4","","30","0CFB669F3AF94CE396B69238992137B2","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:23:54","2024-12-23 13:41:52","0","Anonymized","100","1077","1","2024-12-23 13:41:53","R_3Lp0rg0uMf4RVKJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","68AE52DF98C44E0A9F6C0987FF3032C3","","","","","","10.463","42.43","918.423","2","F_5ceu3Wwmbu2Tl3r","yt%20history.jpg","95716","image/jpeg","20","21","27","10","13","16","","","2","1","","2","","28","4","","74","68AE52DF98C44E0A9F6C0987FF3032C3","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:08:22","2024-12-23 13:42:05","0","Anonymized","100","2022","1","2024-12-23 13:42:05","R_6JNHRaW2w3bySqJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","DF3DEC5AB6C643D0A377C9AF0A2BBE56","","109.241","778.43","1016.599","14","","","","","","","","","6","12","2","4","14","0","1","I paid attention to the instruction give.","1","1","","1","","31","4","","93","DF3DEC5AB6C643D0A377C9AF0A2BBE56","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:23:57","2024-12-23 13:43:00","0","Anonymized","100","1143","1","2024-12-23 13:43:01","R_6gecnBq2ISPaVlu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","39A8866323644614BAB13A9CEDB3E402","0938-4428-7694-3246","","","","","","","","","","","","","15","5","15","5","10","5","","","1","1","","3","","39","4","","50","39A8866323644614BAB13A9CEDB3E402","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:22:12","2024-12-23 13:43:49","0","Anonymized","100","1297","1","2024-12-23 13:43:50","R_3BnzH3xLAJh7LK3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","E59AC8D13904495FA370ADC14A5F9CE2","","18.097","155.384","1072.988","3","","","","","","","","","20","20","81","0","30","0","1","I just let my thoughts freely bounce off my mind and onto the screen. It wasn't hard to type that long about myself or what's going on in my mind.","2","1","","1","","30","3","","71","E59AC8D13904495FA370ADC14A5F9CE2","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:26:12","2024-12-23 13:45:18","0","Anonymized","100","1146","1","2024-12-23 13:45:19","R_59oljTifMgiUf1T","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","28AF52A4D79D4D6EBB63602EEB0BD502","0383-6906-4499-2173","","","","","","","","","","","","","0","0","0","0","0","0","","","2","1","","4","","35","4","","80","28AF52A4D79D4D6EBB63602EEB0BD502","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:28:12","2024-12-23 13:46:18","0","Anonymized","100","1085","1","2024-12-23 13:46:18","R_1TAUCMf1UgJkvxT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","73B04382C0A34AC0958E4F242940D4EA","","31.896","57.388","958.01","3","","","","","","","","","0","0","0","0","0","0","1","It was easy. I wrote and poured my heart out for 15 minutes. I was laser focused.","2","2","","3","","60","3","","0","73B04382C0A34AC0958E4F242940D4EA","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:31:51","2024-12-23 13:48:49","0","Anonymized","100","1018","1","2024-12-23 13:48:49","R_6dTjIAHWK8v7MlG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","21B5406ED26E4FFA869910336FA05E92","2037-4109-0446-4262","","","","","","","","","","","","","0","0","0","0","0","0","","","1","2","","3","","29","3","","64","21B5406ED26E4FFA869910336FA05E92","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:32:43","2024-12-23 13:49:28","0","Anonymized","100","1004","1","2024-12-23 13:49:28","R_5qsmZT9AQwyozWL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","868FCBE5D9A4444A8EF32E68CD1B81DE","","4.041","831.809","904.399","8","","","","","","","","","69","27","29","66","34","29","1","I talked about my day and how I was spending it","1","1","","3","","34","4","","32","868FCBE5D9A4444A8EF32E68CD1B81DE","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:28:15","2024-12-23 13:51:41","0","Anonymized","100","1406","1","2024-12-23 13:51:41","R_6ts54stgsWkmCyZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","3223A70D6452436B8E9A93E108DE8D9F","","32.58","156.475","935.508","3","","","","","","","","","15","10","70","5","10","15","1","I wrote about my recent experience with learning small engine repair, so it was pretty easy to journal about this topic","1","1","","3","","43","3","","80","3223A70D6452436B8E9A93E108DE8D9F","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:30:09","2024-12-23 13:52:54","0","Anonymized","100","1365","1","2024-12-23 13:52:55","R_1jlK5KRypHchTRr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","BB86F8CE470F44EB9DC81FFACC188280","8830-9537-4362-8759","","","","","","","","","","","","","56","51","33","66","55","66","","","1","2","","1","","22","1","","0","BB86F8CE470F44EB9DC81FFACC188280","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:39:02","2024-12-23 13:56:03","0","Anonymized","100","1020","1","2024-12-23 13:56:03","R_72tDfYSSA2RkhTx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","9BE595DB629F498AA081B4364FC0E2C9","8579-2290-8327-3122","","","","","","","","","","","","","35","32","38","33","35","34","","","1","2","","3","","23","5","","60","9BE595DB629F498AA081B4364FC0E2C9","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:31:52","2024-12-23 13:57:02","0","Anonymized","100","1510","1","2024-12-23 13:57:03","R_3LhtwFKx85CkFj7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","0F0D9CC38A3E42058DC0FA76CDC0D801","","","","","","88.31","105.75","1173.948","2","F_2rPEl8RNzexw69v","youtubescreenshots.7z","255853","application/x-7z-compressed","84","73","92","65","75","78","","","1","2","","3","","59","1","","86","0F0D9CC38A3E42058DC0FA76CDC0D801","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:30:57","2024-12-23 13:58:01","0","Anonymized","100","1623","1","2024-12-23 13:58:02","R_6RV5pOtobX8s8L8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","E4928DF746AB41848E5C0D1BC6D43E72","","","","","","160.497","910.437","1334.404","2","F_0AH6Pjzp64S47UB","ytss1.zip","193424","application/zip","15","10","10","10","5","15","","","1","1","","3","","45","1","","60","E4928DF746AB41848E5C0D1BC6D43E72","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 13:29:37","2024-12-23 13:58:10","0","Anonymized","100","1713","1","2024-12-23 13:58:11","R_52sDSnEA6FfJgQJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","DA8545D9FA084BC393C4221E1D64CD40","1879-9363-9692-2889","","","","","","","","","","","","","36","30","39","36","39","32","","","1","1","","1","","27","3","","48","DA8545D9FA084BC393C4221E1D64CD40","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:58:29","2024-12-23 13:59:27","0","Anonymized","100","58","1","2024-12-23 13:59:28","R_7Jz2Bav6zht8wG9","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A046ED0FCB744C9F808BFAEC4C8DC7FB","","",""
"2024-12-23 13:41:45","2024-12-23 14:01:25","0","Anonymized","100","1179","1","2024-12-23 14:01:25","R_5kvSTmhn2bp6CE8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","3455B367F24049FEA4BF14D146F9BB2B","","31.633","290.585","932.442","4","","","","","","","","","7","10","10","0","0","3","1","I tried to write continuously for 15 minutes, I only paused a couple of times to think about what I wanted to write.","1","2","","3","","56","3","","17","3455B367F24049FEA4BF14D146F9BB2B","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 14:01:08","2024-12-23 14:01:40","0","Anonymized","100","31","1","2024-12-23 14:01:40","R_3GsDMiF7kAkvS5X","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5B54B13451441E5910AA25310517A58","","",""
"2024-12-23 13:47:01","2024-12-23 14:04:52","0","Anonymized","100","1070","1","2024-12-23 14:04:52","R_1gSeXfnP07aek6M","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","8431EC82261C4A2ABE35E342395FA4E9","4220-3671-7584-5921","","","","","","","","","","","","","10","10","10","10","10","10","","","1","1","","3","","28","3","","70","8431EC82261C4A2ABE35E342395FA4E9","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:51:16","2024-12-23 14:10:19","0","Anonymized","100","1142","1","2024-12-23 14:10:20","R_508MS7wgJ6nZ3Ft","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","7B836709F4424F9798E9BEFC760CA65E","","25.633","662.503","944.545","5","","","","","","","","","25","18","22","8","14","19","1","I liked journaling for 15 minutes. I don't ever journal so it felt good to just think and feel. ","2","2","","3","","45","3","","60","7B836709F4424F9798E9BEFC760CA65E","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:52:23","2024-12-23 14:12:03","0","Anonymized","100","1179","1","2024-12-23 14:12:03","R_5qw3hruO0oM08HO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","B0A16452998E414D9478CED3606C2E23","1820-4689-8979-0984","","","","","","","","","","","","","5","0","5","0","0","0","","","1","1","","3","","54","2","","90","B0A16452998E414D9478CED3606C2E23","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:56:17","2024-12-23 14:12:49","0","Anonymized","100","992","1","2024-12-23 14:12:50","R_5E5yaXDUyHPP2l7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","6FE7F2B8F44248A59774B93501C5B8D3","","6.782","7.432","903.964","2","","","","","","","","","83","86","86","87","82","86","2","I tried to do it, but ran out of things to talk about fairly quickly and found myself getting distracted by other things.","1","1","","3","","44","5","","80","6FE7F2B8F44248A59774B93501C5B8D3","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:52:25","2024-12-23 14:13:55","0","Anonymized","100","1290","1","2024-12-23 14:13:56","R_1FkY3hrzg6DGst3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","23498267688746238FB42C70C2FA1588","1450-0516-1266-8784","","","","","","","","","","","","","10","5","50","0","5","5","","","2","2","","3","","53","3","","90","23498267688746238FB42C70C2FA1588","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 13:49:40","2024-12-23 14:15:35","0","Anonymized","100","1554","1","2024-12-23 14:15:35","R_63EG4fhz2se7rpG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","0F830DAC459E44718B1B80D6D74C40C6","","9.886","468.903","1421.325","11","","","","","","","","","0","20","4","12","15","6","1","I journaled, re-read, and edited for 15 minutes as I was supposed to.  ","2","1","","3","","28","4","","34","0F830DAC459E44718B1B80D6D74C40C6","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 14:00:59","2024-12-23 14:17:34","0","Anonymized","100","995","1","2024-12-23 14:17:35","R_5r2JFm5fawYq4HD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","88FBEB181E4A4E2BA3D8AA6A844F9DC5","9716-3044-2671-3446","","","","","","","","","","","","","57","34","64","62","42","39","","","2","2","","2","","34","4","","77","88FBEB181E4A4E2BA3D8AA6A844F9DC5","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
"2024-12-23 14:19:06","2024-12-23 14:19:55","0","Anonymized","100","48","1","2024-12-23 14:19:55","R_7Ystg8rrflbXPdD","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9437F5A74E144F058D9AA8034933C57E","","",""
"2024-12-23 14:04:41","2024-12-23 14:22:06","0","Anonymized","100","1045","1","2024-12-23 14:22:06","R_3dnKDm1G7AxHIzK","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","160B88E31BD448489DE64E1C30C967A8","","24.1","912.574","925.815","18","","","","","","","","","0","0","100","0","0","0","1","I just wrote what came to mind for 15 minutes.","1","2","","3","","32","3","","44","160B88E31BD448489DE64E1C30C967A8","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes"
"2024-12-23 13:55:19","2024-12-23 14:23:01","0","Anonymized","100","1662","1","2024-12-23 14:23:05","R_5cnDBa21vboH1up","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","CCCF22EAAA7F483FAB1CB4D9420D38E3","","","","","","12.66","1279.491","1281.534","14","F_pbeCgLKF18qvn7r","Youtube%20History%20for%20Study%20Screenshots.zip","2045115","application/zip","50","21","60","25","50","50","","","1","2","","1","","21","3","","25","CCCF22EAAA7F483FAB1CB4D9420D38E3","youtube","be using YouTube for 15 minutes","using YouTube for 15 minutes"
"2024-12-23 14:02:37","2024-12-23 14:23:42","0","Anonymized","100","1265","1","2024-12-23 14:23:43","R_1po0ehl8PcfnF3U","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1","364E8846C6A24A8E9DD0435D48745187","9523-9253-5327-9143","","","","","","","","","","","","","10","10","10","10","10","10","","","1","1","","3","","58","4","","70","364E8846C6A24A8E9DD0435D48745187","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes"
