"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","completion_code","journaling_timer_First.Click","journaling_timer_Last.Click","journaling_timer_Page.Submit","journaling_timer_Click.Count","self_disclosure_1","self_disclosure_2","journaling_manip","journ_manip_explain","ai_companion_exp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition","conditionPrompt","conditionPromptPost","experiencePrompt","feelingHeardPrompt","conditionApp"
"2024-12-21 08:02:47","2024-12-21 08:22:44","0","Anonymized","100","1197","1","2024-12-21 08:22:45","R_537mQb0OIZL9vPf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5B127BDC346F4000991D74FFC1999CD0","","1.982","920.569","921.718","6","66","41","1","I was able to journal for 15 minutes without distraction","1","1","","3","","35","6","","91","5B127BDC346F4000991D74FFC1999CD0","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:07:01","2024-12-21 08:24:05","0","Anonymized","100","1024","1","2024-12-21 08:24:06","R_5FWqU9ROdPOamau","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3FCF6FCDF502483E835D8974A64175E6","2200-1243-7940-6616","","","","","66","58","","","1","1","","2","","24","4","","35","3FCF6FCDF502483E835D8974A64175E6","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 08:21:04","2024-12-21 08:38:14","0","Anonymized","100","1030","1","2024-12-21 08:38:15","R_5LjKWqoAgHHF6Tw","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","BDF7C76A9FF149B9A37F9D9930233045","5418-2651-7080-5968","","","","","27","14","","","1","2","","3","","50","4","","73","BDF7C76A9FF149B9A37F9D9930233045","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 08:20:57","2024-12-21 08:38:18","0","Anonymized","100","1040","1","2024-12-21 08:38:18","R_7v1gAazNMJvgsUx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","16BD92D3744F4002919E927F42836452","","18.606","923.839","927.953","6","100","80","1","I just wrote what I was thinking. It wasn't difficult.","1","1","","3","","47","3","","60","16BD92D3744F4002919E927F42836452","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:20:48","2024-12-21 08:38:27","0","Anonymized","100","1058","1","2024-12-21 08:38:28","R_1Pq5zZOwhxpZpua","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4637008E66254112A99361F0BDBD6B7F","","25.982","913.426","927.968","15","73","22","1","I was able to write down my thoughts for the full 15 minutes, I did not run out of things to say. ","1","1","","3","","39","4","","15","4637008E66254112A99361F0BDBD6B7F","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:25:20","2024-12-21 08:43:18","0","Anonymized","100","1077","1","2024-12-21 08:43:18","R_5VHC08ZXsf3SKTL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9D4C10E943AC4CE3B23CB8A310E4F283","","88.626","946.122","992.552","17","69","40","1","I sat at my desk and slowly journaled my thoughts until the 15 minute timer was up","1","2","","3","","24","3","","11","9D4C10E943AC4CE3B23CB8A310E4F283","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:32:34","2024-12-21 08:48:57","0","Anonymized","100","983","1","2024-12-21 08:48:58","R_6PXH4WlWE4hhyrC","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9D40255EAA334DDF8FC6F6107872323D","9279-9315-0354-1995","","","","","86","23","","","1","1","","3","","21","4","","76","9D40255EAA334DDF8FC6F6107872323D","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 08:35:07","2024-12-21 08:52:15","0","Anonymized","100","1027","1","2024-12-21 08:52:15","R_1ab2FYnRIsijtpt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8FF4E93AECD743C481BB827E6440F927","0243-3968-6802-5983","","","","","100","80","","","2","2","","3","","35","4","","90","8FF4E93AECD743C481BB827E6440F927","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 08:35:29","2024-12-21 08:52:41","0","Anonymized","100","1031","1","2024-12-21 08:52:41","R_5A4BeVjgQPxZshX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0DED8ACFE86A46A9807429D9C3DC28AE","","20.533","922.785","924.31","8","81","60","1","I remained writing during my 15 minutes and did not do other tasks during that time.","2","2","","2","","22","4","","34","0DED8ACFE86A46A9807429D9C3DC28AE","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:36:34","2024-12-21 08:53:07","0","Anonymized","100","992","1","2024-12-21 08:53:07","R_6dszbkvhXIPim8I","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","68480E79A075485F965A028E331E21A6","","9.641","457.499","917.286","6","72","65","1","I wrote for 15 minutes. ","1","1","","3","","39","3","","68","68480E79A075485F965A028E331E21A6","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:19:55","2024-12-21 08:53:08","0","Anonymized","100","1993","1","2024-12-21 08:53:08","R_1MFOyPdRlpTDPdr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1E3A57998C7949B7A731969856C2F15D","3724-1027-6032-0446","","","","","58","61","","","2","2","","3","","29","3","","34","1E3A57998C7949B7A731969856C2F15D","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 08:30:03","2024-12-21 08:58:52","0","Anonymized","100","1728","1","2024-12-21 08:58:52","R_54Oj80uR6CntWNl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","84B257E2CACE4F8A988676EDA1451071","","25.909","1404.359","1480.071","12","85","85","1","I have no problem writing out my thoughts. It helps me function.","1","1","","3","","64","3","","90","84B257E2CACE4F8A988676EDA1451071","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:41:42","2024-12-21 08:59:57","0","Anonymized","100","1095","1","2024-12-21 08:59:58","R_7rC5EBiGhOHh1bU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2FCDA059420B43008E72EB4AABD5C96D","","15.496","40.762","1012.524","2","100","0","1","It was extremely boring, I didn't know what to write. I just wrote small things that came into my mind. Some of the stuff I deleted cause I thought it was dumb.","2","2","","3","","37","4","","60","2FCDA059420B43008E72EB4AABD5C96D","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:42:53","2024-12-21 09:01:54","0","Anonymized","100","1140","1","2024-12-21 09:01:55","R_7gMLvSlVOOLpdAW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2FABBF0FB80E408DBF8C1F1D82FEC311","4660-2454-5230-0066","","","","","71","0","","","2","1","","3","","39","3","","82","2FABBF0FB80E408DBF8C1F1D82FEC311","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:01:51","2024-12-21 09:02:58","0","Anonymized","100","66","1","2024-12-21 09:02:59","R_7P2b9NOXpCquklp","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","DF8D87B19E1C4505AB5A95F6F2659DC4","","","","","",""
"2024-12-21 08:49:09","2024-12-21 09:05:31","0","Anonymized","100","982","1","2024-12-21 09:05:31","R_5kFhvSp5r1R1TDL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","787C289EDC204DF286EFE9EAE98551E4","","5.173","893.183","904.186","19","61","0","1","I followed the instructions, that's about it.","1","1","","3","","46","4","","10","787C289EDC204DF286EFE9EAE98551E4","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:49:06","2024-12-21 09:06:13","0","Anonymized","100","1027","1","2024-12-21 09:06:14","R_1RrQcvzobpf2uTv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1B5492F4DC514293B0860E095F6AA6E1","","16.806","779.913","907.645","14","93","59","1","I did a thorough brain dump and ranted about all of my troubles in the blue arrow appeared...and it felt quite good. :) ","2","2","","3","","40","3","","23","1B5492F4DC514293B0860E095F6AA6E1","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 08:54:41","2024-12-21 09:11:39","0","Anonymized","100","1018","1","2024-12-21 09:11:40","R_5EFsQvABJprcrBn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B328D7890C6C4C1A9CD1168BB13E3ADE","9016-3675-2036-2617","","","","","92","39","","","1","1","","1","","40","3","","97","B328D7890C6C4C1A9CD1168BB13E3ADE","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:00:59","2024-12-21 09:17:24","0","Anonymized","100","985","1","2024-12-21 09:17:25","R_3Jgd210qgeQO9sW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3D57AC1420314470954BBF22A67A54A4","4619-9880-2568-5658","","","","","68","13","","","2","1","","3","","37","4","","91","3D57AC1420314470954BBF22A67A54A4","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 08:57:34","2024-12-21 09:21:14","0","Anonymized","100","1419","1","2024-12-21 09:21:15","R_1MgvpKDDdrOga9b","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","F2E00CD3924E4A17917E2E3DC5BF0C65","","304.236","1166.48","1208.358","17","100","100","1","I journaled the entire time.","1","1","","1","","51","4","","100","F2E00CD3924E4A17917E2E3DC5BF0C65","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:04:52","2024-12-21 09:21:33","0","Anonymized","100","1000","1","2024-12-21 09:21:34","R_3CGUi4lPxLLPHmg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4ACDD2C6DD4C496CAB52D56789143E6C","8182-4736-3662-1733","","","","","99","27","","","1","2","","4","","34","5","","17","4ACDD2C6DD4C496CAB52D56789143E6C","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:07:54","2024-12-21 09:25:23","0","Anonymized","100","1048","1","2024-12-21 09:25:24","R_5QVw2a6AAq2uSwj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","76DA275389D6453599685EF9AD8EE32E","","6.934","622.714","959.092","5","100","53","1","I was quickly able to think of something to write about.","1","2","","5","","36","4","","50","76DA275389D6453599685EF9AD8EE32E","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:12:01","2024-12-21 09:29:58","0","Anonymized","100","1077","1","2024-12-21 09:29:59","R_1mGMwIFZP9T2eVb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","A072CC587AC74AF685DEE6707FEE2DC2","3626-4164-8590-8428","","","","","100","80","","","1","2","","3","","50","4","","90","A072CC587AC74AF685DEE6707FEE2DC2","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:13:14","2024-12-21 09:32:44","0","Anonymized","100","1169","1","2024-12-21 09:32:45","R_3KiEr2w5yELAcjO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","C33C684800E84D189D66D12BD4A0D323","2787-2580-5673-3387","","","","","80","0","","","1","2","","3","","57","4","","70","C33C684800E84D189D66D12BD4A0D323","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:15:56","2024-12-21 09:32:50","0","Anonymized","100","1014","1","2024-12-21 09:32:51","R_7OTlUejzTVUllMG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4811FD2C0DCA4BEA981395A07B453AF7","","17.64","883.357","919.911","13","100","0","1","It was easy, as I had a recent event that I got to discuss in vast, expressive detail. Also I like to write.","1","2","","3","","37","4","","25","4811FD2C0DCA4BEA981395A07B453AF7","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:23:50","2024-12-21 09:44:03","0","Anonymized","100","1213","1","2024-12-21 09:44:04","R_1XiFQcNzbq9EgJB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","93412792BA684278ADE0F36405CEE4CC","","3.086","993.432","995.733","48","100","100","1","There were times when I stopped and thought about what I was saying next but I didn't do anything else for those 15 minutes ","1","1","","1","","39","3","","100","93412792BA684278ADE0F36405CEE4CC","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:33:02","2024-12-21 09:50:18","0","Anonymized","100","1035","1","2024-12-21 09:50:19","R_3NwWFHiOMwE1Rms","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B2C5B9B686834AB0911CA96CB73727D9","","23.67","24.943","864.224","2","82","60","1","Yes I was able to follow directions","2","1","","1","","42","5","","30","B2C5B9B686834AB0911CA96CB73727D9","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:34:42","2024-12-21 09:52:45","0","Anonymized","100","1082","1","2024-12-21 09:52:46","R_5ozsN2AnE6HlcqS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","AE1915713E6D406ABCEED46C89E42282","1520-2692-0739-1722","","","","","60","25","","","1","2","","3","","70","1","","70","AE1915713E6D406ABCEED46C89E42282","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:36:11","2024-12-21 09:53:35","0","Anonymized","100","1043","1","2024-12-21 09:53:35","R_5Sl69VurpkLRcE9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","FF9AABD190B6404584DB76541F264A5D","5645-6527-7171-9384","","","","","80","0","","","2","2","","3","","25","4","","50","FF9AABD190B6404584DB76541F264A5D","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:37:32","2024-12-21 09:55:35","0","Anonymized","100","1082","1","2024-12-21 09:55:35","R_1NWmWbEUJieDYJj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B7CA1BF5EAE646D081EC110AD89FF3E9","","52.322","548.858","955.291","4","100","50","1","I started the 15 minute timer and journaled until the timer was up and it said I could move on to the next question. ","2","2","","3","","23","3","","80","B7CA1BF5EAE646D081EC110AD89FF3E9","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:30:31","2024-12-21 09:57:59","0","Anonymized","100","1647","1","2024-12-21 09:57:59","R_3P7RydKJUtZo3vJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","CBD2053ABF324C2BBB3539CDA271B58F","9760-3411-0756-0337","","","","","65","62","","","1","2","","3","","48","5","","18","CBD2053ABF324C2BBB3539CDA271B58F","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:41:41","2024-12-21 09:59:51","0","Anonymized","100","1089","1","2024-12-21 09:59:52","R_55SmegtwOg2C04P","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","D67E4A7253E34596A21985B395E18907","7937-1952-5009-6305","","","","","64","60","","","1","1","","3","","38","4","","80","D67E4A7253E34596A21985B395E18907","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 09:47:10","2024-12-21 10:09:45","0","Anonymized","100","1355","1","2024-12-21 10:09:45","R_5fGRRNO7WQufjdM","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","99C27F4A4E504014B507AF6CAF3BACF6","","140.417","1140.751","1141.469","32","100","100","1","Yes, I was able to follow the instructions to journal for 15 minutes. I found it an enjoyable experience and may continue this everyday!","1","2","","3","","60","3","","80","99C27F4A4E504014B507AF6CAF3BACF6","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:54:40","2024-12-21 10:13:00","0","Anonymized","100","1100","1","2024-12-21 10:13:01","R_6kHOfzNeTOidWZf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0845645DE05A4970A2AAEC2F50D9F33E","","29.998","761.179","934.683","12","100","100","1","I wrote the whole time. It was good but felt long. Hard to concentrate","2","2","","3","","59","5","","60","0845645DE05A4970A2AAEC2F50D9F33E","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:57:47","2024-12-21 10:14:16","0","Anonymized","100","988","1","2024-12-21 10:14:16","R_7E3TM63JROU8QeP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","372EA4F9157C458B8AB6412F6BB14992","","14.994","703.336","914.56","9","74","97","1","i just wrote about literally anything in my head for 15 minutes. i like talking to myself lol so this was kind of like that.","1","2","","3","","19","3","","46","372EA4F9157C458B8AB6412F6BB14992","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 09:57:20","2024-12-21 10:16:50","0","Anonymized","100","1169","1","2024-12-21 10:16:51","R_34di0eSF8mMVgwu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","75F6BF20A01A4119B31FF392926F51D8","3607-2460-3952-1942","","","","","90","90","","","1","1","","3","","49","2","","0","75F6BF20A01A4119B31FF392926F51D8","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:05:06","2024-12-21 10:23:17","0","Anonymized","100","1090","1","2024-12-21 10:23:17","R_7KpqYthrhrGIImo","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","D56161A1C9E24F5A83BA1E61C0CD67E8","","15.108","920.426","921.741","23","91","91","1","While I did not type steadily for 15 minutes, I did think about what I was writing, tried to express thoughts truly. I did not interact with other people or interact with a different device.","1","1","","3","","56","5","","91","D56161A1C9E24F5A83BA1E61C0CD67E8","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:06:37","2024-12-21 10:24:40","0","Anonymized","100","1083","1","2024-12-21 10:24:41","R_5dPbdVl9R5WtGxj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","B5A3E9BC638B44B88F920EAE1EA54F8C","5403-5453-9480-5064","","","","","84","84","","","1","2","","3","","26","3","","70","B5A3E9BC638B44B88F920EAE1EA54F8C","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:11:34","2024-12-21 10:28:12","0","Anonymized","100","998","1","2024-12-21 10:28:12","R_1r6VS0cNKxAduCJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","138134215E49412FAA4C0EBEE48FE2D8","7139-6541-3431-7375","","","","","93","0","","","1","2","","3","","49","1","","50","138134215E49412FAA4C0EBEE48FE2D8","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:17:19","2024-12-21 10:35:22","0","Anonymized","100","1082","1","2024-12-21 10:35:22","R_5nPnrgKGf6Hv3Jq","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","85FB2B581F6642A5ABB5CBAA90E80624","6920-6445-1587-8494","","","","","64","50","","","1","2","","3","","20","3","","64","85FB2B581F6642A5ABB5CBAA90E80624","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:19:47","2024-12-21 10:38:05","0","Anonymized","100","1097","1","2024-12-21 10:38:05","R_7quY67Hmt3Axw89","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","ABD28A39DF7C4DA0A000C1786D43701D","","10.027","200.226","913.427","5","60","10","1","I journaled for the entire 15 minutes","1","1","","3","","47","4","","70","ABD28A39DF7C4DA0A000C1786D43701D","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:23:41","2024-12-21 10:41:28","0","Anonymized","100","1067","1","2024-12-21 10:41:29","R_1BbYhYuu6hlPt4d","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","940705160A07482C8132B577C8A44B38","","56.215","956.23","957.891","6","100","95","1","I wrote constantly the whole 15 minutes just about anything I wanted, how I felt, my feelings towards certain things.","1","1","","3","","26","1","","59","940705160A07482C8132B577C8A44B38","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:24:46","2024-12-21 10:41:40","0","Anonymized","100","1014","1","2024-12-21 10:41:41","R_6saUKxOKbjIXeY6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","AAA90E93CCD041138B353C65516CAF3B","","17.079","791.507","919.45","24","100","0","1","I followed instructions","1","1","","3","","26","3","","0","AAA90E93CCD041138B353C65516CAF3B","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:25:10","2024-12-21 10:41:55","0","Anonymized","100","1004","1","2024-12-21 10:41:55","R_7DNCg6OUv5D3VB7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","85DDE07013CC43B083117014A898A92C","","14.326","793.447","920.502","5","100","100","1","I journaled for 15 minutes and focused exclusively on writing while not doing anything else.","2","1","","1","","30","4","","100","85DDE07013CC43B083117014A898A92C","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:24:30","2024-12-21 10:42:28","0","Anonymized","100","1078","1","2024-12-21 10:42:29","R_6HuJsWCXu5RSZK7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3770727455524EEA8B81FA24DAA644B2","9658-9042-9581-1034","","","","","100","0","","","2","2","","3","","63","3","","70","3770727455524EEA8B81FA24DAA644B2","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:25:35","2024-12-21 10:42:33","0","Anonymized","100","1018","1","2024-12-21 10:42:34","R_51v06jbyD7djLa0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3AD5A946EA014D7DA13DAD479C6959A7","8133-9544-6482-0461","","","","","53","0","","","1","2","","1","","24","3","","84","3AD5A946EA014D7DA13DAD479C6959A7","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:30:20","2024-12-21 10:47:46","0","Anonymized","100","1046","1","2024-12-21 10:47:47","R_578dDKwJEePMiRS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1983AB50F087429A80077318240332B6","7462-1724-0928-7798","","","","","60","0","","","1","2","","3","","23","3","","65","1983AB50F087429A80077318240332B6","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
"2024-12-21 10:27:42","2024-12-21 10:49:07","0","Anonymized","100","1284","1","2024-12-21 10:49:07","R_6J9Jon243Sdoo9C","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","48C6DDF666FC42A0B5646FE8041C6828","","61.89","1008.763","1032.976","8","100","89","1","well i sat here for 15 minutes journaling about my mistakes and worries and i only proceeded after the timer ended so i would say i did follow the instructions. i did not talk to anyone or do anything else but the writing task.","2","4","non binary","3","","23","3","","82","48C6DDF666FC42A0B5646FE8041C6828","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:29:47","2024-12-21 10:49:51","0","Anonymized","100","1203","1","2024-12-21 10:49:51","R_525Vca2BdTRYBYB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8AEEBF029EAF413CBEE25B445771F43F","","37.693","38.927","948.354","2","100","100","1","I simply wrote down what I was feeling about the upcoming holidays.  I mentioned my stresses related to my mom's cancer, how my sister and her husband usually behave and how that can also cause problems.  I also wrote about my personal feelings related to my boyfriend's behavior recently and how I feel about that.","1","2","","3","","33","2","","80","8AEEBF029EAF413CBEE25B445771F43F","journaling","be journaling for 15 minutes about anything on your mind or anything you've experienced lately","journaling for 15 minutes","of journaling for 15 minutes","Writing in the journal",""
"2024-12-21 10:25:47","2024-12-21 10:51:04","0","Anonymized","100","1517","1","2024-12-21 10:51:05","R_7DBUXcMAsUFzm58","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0A250CCD3A95409BB277567E4DB0182C","0599-6860-2775-3768","","","","","100","0","","","1","1","","5","","49","7","","28","0A250CCD3A95409BB277567E4DB0182C","AI chatbot","interact with an AI chatbot for 15 minutes","interacting with an AI chatbot for 15 minutes","with the AI chatbot you used?","Interacting with the chatbot","AI Companion"
