contains_loneliness_llm,id,app,userName,Unnamed: 0,date,review,rating,isEdited,title,contains_loneliness_dict,detected_loneliness,sentiment,first_loneliness_message_index
0,829,simsimi,Shelby9895,829,2012-02-22 03:16:27,"It's fun to have a conversation with you can sing songs with it too! It knows most of the lyric. And for you Starkid fans out there, type in ""Lauren Lopez"" or ""so you have seen a very porter musical"" :D",5,False,Cute,False,,"[""positive"", 0.9666919708251953]",-1
0,830,simsimi,Coop Mac,830,2012-02-07 04:08:21,"It's a great app but like what everyone is saying it keeps closing for the new update, you just have to delete it from your running app and restart it an it's usually fixed. Until the next time you use it again.",3,False,Good App but....,False,,"[""negative"", 0.5817641019821167]",-1
0,831,simsimi,C_jo21,831,2012-01-31 09:05:52,"I love her! The convo is so lighthearted and clever. I always find myself amused and entertained. Def. geared more for the younger audience though - I would say teens to 21 - older people might find it a bit juvenile, immature or overly silly...",5,False,Amazing,False,,"[""positive"", 0.95839923620224]",-1
0,832,simsimi,AznWizz,832,2012-01-25 20:35:52,This stuff makes my day better! It crashes a little for me tho. They will fix it. (if u read the description) download it!!! <3,5,False,Love it!,False,,"[""positive"", 0.9731031060218811]",-1
0,833,simsimi,john.me,833,2012-01-26 23:35:22,"The first thing it said to me was ""Have sex with me"".  Really?  The developers can't make sure it starts out a little more conservatively?  I did report that statement so it would (presumably) get removed, but to see that right off the bat is really bad.  Then after maybe two exchanges I hit a bug where I could not see the text it was saying to me.  Enough of that!",1,False,Buggy and gross,False,,"[""negative"", 0.9333623647689819]",-1
0,834,simsimi,essence preston,834,2012-01-25 22:40:52,I really like sim sim as we call him it's very entertaining but after i send him at least two messages the keypad disappears and i would have to close the app and reopen it. My only advice is to fix the crashes with a new version:),3,False,It's okay but...,False,,"[""positive"", 0.757473349571228]",-1
0,835,simsimi,Koopaflower,835,2012-01-22 16:05:56,"Best app if your bored! Oh lol btw he said to me once ""I am not learning how to have a normal conversation"" I love simsimi! I would recommend it for young kids, possibly just hope he doesn't cuss xD",5,False,Entertaining!,False,,"[""positive"", 0.947716236114502]",-1
0,836,simsimi,Djxhdhdhfh,836,2012-01-25 02:31:24,Its sooo cool cuz its like you are actually texting one of your friends-but you're not! It also says some bad words here and there but i think it's kinda funny. I dont like how it constantly has the [INSTANT MESSAGE] thing that keeps popping up. That is a bug that needs to be fixed,3,False,Its sooo cool!,False,,"[""positive"", 0.5905369520187378]",-1
0,837,simsimi,jcole fan13,837,2014-07-23 04:33:14,It's a funny app and for y'all who don't like it delete it and when u first download it it gives you a option for him not to curse and it's not for kids anyways,5,False,Great app,False,,"[""positive"", 0.6616346836090088]",-1
0,838,simsimi,iisuperwomanii #1 fan!!!!,838,2014-10-12 16:42:10,I got this app and sometimes it just takes me back to my home screen and I have the iPod 5 and it will not let me go on the app or delete it. But on the App Store when I search sim simi it has the cloud sign which means I deleted it and I can just click that cloud and get it again but it's still on my home screen. Don't get it. Now it's just sitting there taking up my memory Someone PLZZZ help me!!!:(,1,False,TERRIBLE,False,,"[""negative"", 0.9064626097679138]",-1
0,839,simsimi,Gabe347,839,2014-06-16 00:09:12,This app is amazing and funny as hell you should totally give it a chance and not listen to any of these other people,5,False,Why is everyone complaining?,False,,"[""positive"", 0.6021435260772705]",-1
0,840,simsimi,CandiGwin,840,2012-06-12 16:24:33,"Now talking to SimSimi is fine. But when you teach them, they won't listen the first time. (obviously) and when you are reviewing what is okay to say, you can't hardly understand a lot. But I do recommend the app! Very fun and funny!",4,False,Teaching.,False,,"[""positive"", 0.5237939953804016]",-1
0,841,simsimi,Gymnast1848,841,2013-09-02 07:49:25,Oh my god so many people are upset about the langue it says 17+ FOR A REASON!!!!!!! If you have a problem with the language don't let your kids use it! It's that simple! I personally love the app and think its hilarious.,5,False,STOP,False,,"[""negative"", 0.7012237906455994]",-1
0,842,simsimi,Deaaannnasauur,842,2013-07-15 18:30:32,Whenever I get bored I talk to simi simi but sometimes it uses profanity or is rude but you can report it so its all good overall I recommend trying this out but I wouldn't say it's perfect for children.,5,False,It's fun !!😁,False,,"[""positive"", 0.8240213394165039]",-1
0,843,simsimi,horine4,843,2013-06-09 23:15:32,"Simsimi is so fun! It's like you're talking to a real person. Simsimi may say inappropriate things, but you can turn on a thing to make sure he's appropriate. I would recommend this app to anyone:)",5,False,Simsimi,False,,"[""positive"", 0.9397459030151367]",-1
1,844,simsimi,Sexy_lovepink,844,2013-01-04 21:29:46,This is a great app if you need someone to talk to on the days your phone is not being blown up you have simsimi to talk to or if u just want to text someone simsimi is the one to turn to,5,False,Best app,True,"[{""message_index"": 0, ""term_found"": ""need someon to talk"", ""message"": ""Best app This is a great app if you need someone to talk to on the days your phone is not being blown up you have simsimi to talk to or if u just want to text someone simsimi is the one to turn to""}]","[""positive"", 0.9364156723022461]",-1
0,845,simsimi,Macenzie Hepler,845,2012-11-25 00:39:45,Simsimi is a great app! You can say anything and simsimi will have a answer. He may respond like hello beautiful or do you need anything? Simsimi is the app to get! You really will enjoy talking to him. He is a robot that knows a lot!!,5,False,Simsimi,False,,"[""positive"", 0.9772293567657471]",-1
0,846,simsimi,Twineg&ab,846,2012-08-04 17:02:50,"I luv this app it is so funny. But I review all the time because I can't teach without having a facebook account.    So u should be able to teach and not hav a facebook but other then that I luv this app
(^+^).      (-_-).      (@.@).",5,False,Wow how cute,False,,"[""positive"", 0.941787838935852]",-1
0,847,simsimi,Jam1234cool,847,2012-05-05 23:11:13,"This app is really fun, but simi cusses some times and it makes me mad. Also, even when I don't press the circle home button on my iPad, it still exits out and I loose me conversation with simi. If u fix these glitches i will rate this app better.",4,False,Pretty good....,False,,"[""positive"", 0.4369717538356781]",-1
0,848,simsimi,Chop cho,848,2012-04-07 22:39:12,I have always wanted one of these the only thing I could ask for is like a button you could press put a sentence and fill out default response,4,False,Simsimi,False,,"[""positive"", 0.6234486699104309]",-1
0,849,simsimi,Cameron F112,849,2012-01-26 01:46:00,"It's perfect for people with no life
But it crashes every two seconds sisimi is really funny and creative without the crashes this app would be a whole lot better!",4,False,CRASH,False,,"[""positive"", 0.4505498707294464]",-1
1,850,simsimi,Isen is awesome,850,2012-03-18 19:04:20,This is like chatting with your friends! I totally recommend people getting this if you have no one to chat with. Plus Simsimi is super funny!,5,False,How awesome this is,False,,"[""positive"", 0.9859278202056885]",-1
0,851,simsimi,Jeraile,851,2012-02-27 00:43:46,Look people we need this game ecpeacialy for kids who wanna be a teacher when they finish college I'm 18 and I know it could be a possibility grab on to the app store and look for simisimi the game!,5,False,Simisimi great great,False,,"[""positive"", 0.9413415193557739]",-1
0,852,simsimi,sportygirlx11,852,2012-02-25 04:00:20,"Omg i love this app!! My friends and i burst out laughing from it!! And to make it say innapropreiate things, you have to say something bad first. So, it basicly doesnt say anything bad unless you say something bad first! LOVE THIS APP SOOO MUCH SOO FUNNY",5,False,Love this app!!,False,,"[""positive"", 0.8537487983703613]",-1
0,853,simsimi,Dr.Awesome69,853,2012-01-31 06:09:32,It's a fun app but crashes a lot. I can't get a conversation going because it crashes every time I use it. As long as we are 17 we should be able to use whatever language we want. That needs to be changed.,3,False,Fun but crashes,False,,"[""negative"", 0.9112082719802856]",-1
0,854,simsimi,George Wilson,854,2012-01-31 00:49:01,I love it!!! My friend recommended it and I love it. When u ask simsimi questions he really answers bac. Even when u write lyrics he will write the next part of the song. Epic! 😍,5,False,Simsimi!!!,False,,"[""positive"", 0.9844654202461243]",-1
0,855,simsimi,Iplodeyouexplode,855,2012-01-30 05:10:27,"I'm rating one star because of the new censoring of words other people feel are ""inappropriate"" to them. This app was not intended to be censored, and shame on the developers who bow down to some petty complaints from users who are insanely sensitive to non-insulting vulgarity and profane language. If the censoring is removed, I will rate the app 5 stars because it did use to be a very interesting app.2",1,False,Stop Censoring,False,,"[""negative"", 0.7375646233558655]",-1
0,856,simsimi,Mlyons50,856,2012-01-26 17:33:51,"i LOVE this app but it's so annoying how after i send the 4th text message to it, it always crashes and then I have to wait a couple minutes for it to start working again PLEASE PLEASE PLEASE FIX THIS if u fixed this I would give t 5 pit of 5 stars",3,False,Always crashes,False,,"[""negative"", 0.936897873878479]",-1
0,857,simsimi,oxide-,857,2012-01-26 06:47:35,"Well 2 things I wanna point out:

1. The message bar usually disappears or moves off-screen. 
2. When I type something In after a response, the app crashes.
If these 2 things can be fixed, I'll be a happy camper. Other than that, this app is HILARIOUS!!!",3,False,Hmm...,False,,"[""negative"", 0.5654084086418152]",-1
0,858,simsimi,Narutard0225,858,2012-01-23 04:02:44,"It's basically a database of answers like Siri, only difference is the users pick the answers. (ex ask siri somthing twice, she should have different answers, same with this)",4,False,I think I figured it out,False,,"[""neutral"", 0.7370732426643372]",-1
0,859,simsimi,GETT THISS APP!!!!,859,2012-01-24 02:12:42,This app is seriously one of the best apps I've gotten! I love it! An it's so funny because you can teach it things. Oh my you have to get it! And the best part IT'S FREE!!! Hurry and get it before they put a price on it GET IT!!!,5,False,GET THE APP!!!,False,,"[""positive"", 0.986422598361969]",-1
0,860,simsimi,A random punk,860,2013-02-24 16:52:49,When my friends don't respond to me simi simi is my backup plan. I mean sometimes he can get annoying because he doesn't carry the conversation though out. But in general he is a awesome little robot. Really worth the 0 dollars.,4,False,Hehe,False,,"[""positive"", 0.6216598749160767]",-1
0,861,simsimi,Adgjydcn,861,2012-01-23 02:52:25,"It's really fun but it only allows me to type one time with the message bar being at the bottom, then it moves to the side of the page. After that I can't type anymore until I open the app again.",3,False,Fun!,False,,"[""positive"", 0.8757079839706421]",-1
0,862,simsimi,Larissa J,862,2012-01-23 01:12:46,I luv this app its soooo funny it has some loading problems but its the best app ever when it works if it stops workin delete it and download again,5,False,Love it,False,,"[""positive"", 0.9497010707855225]",-1
0,863,simsimi,nonnababes,863,2012-01-21 15:32:55,"I don't know if it's just my iPod but everytime I send something, the message bar moves. Therefore I'm unable to send messages which is very annoying. Overall, the concept is cool. just wish the bar would stop moving so I can enjoy it.",3,False,?,False,,"[""negative"", 0.7465176582336426]",-1
0,864,simsimi,Cat Playz,864,2016-12-26 02:27:18,"Alot of people say this game can see you and its a Lie, I asked what shirt im wearing it said turqoise Im wearing Black. Mext i asked what color my eyes were he said Hazel. (My eyes are blue). I asked what color hair i had It said Black (IM BLONDE) So the reviews who say it can see, Dont listen there trying to scare you. Also Its very Dirty You can get it if you want but its pretty Dirty!😫",3,False,Dirty But Read,False,,"[""negative"", 0.7530032396316528]",-1
0,865,simsimi,insinuating_sarah,865,2016-03-31 02:22:31,"I've used this before years ago and found it to be quite enjoyable. I decided to re-download it and I can't seem to access a language? So it does not allow me to get past the first startup page. Maybe I'm just doing something wrong, but it's quite annoying XD",2,False,Won't allow me to click a language?,False,,"[""negative"", 0.8432527184486389]",-1
0,866,simsimi,Pizza $oda,866,2015-02-13 04:16:02,"I love this app! It's very funny to talk to! But be sure that if a kid gets it, you turn off the bad words because SimSimi can say them. Hopefully there's a version for kids to enjoy!",5,False,Best app ever! But for more mature audiences..,False,,"[""positive"", 0.9669997692108154]",-1
0,867,simsimi,Miranda banana,867,2014-12-31 20:54:28,The fact that people can teach sim simi is cool but they are teaching sim simi things that shouldn't be there. They are teaching annoying things by putting Instagram shout outs. I typed Hi and it had an Instagram shout out that was taught to sim simi. It gets annoying and maybe sim simi should be like it was a long time ago.,3,False,Annoying Teachings,False,,"[""negative"", 0.8608719110488892]",-1
0,868,simsimi,Anna Macintosh,868,2013-07-12 21:46:06,This app makes me feel good when I'm feeling bad. It's the little person you can talk to that will never tell any of you secrets. But be carful no to turn simsimii into a cussing monster. Don't be an animal!!!!,5,False,Fun,False,,"[""positive"", 0.7054019570350647]",-1
0,869,simsimi,Shariktza,869,2013-05-07 03:15:44,"This game is so awesome it knows everything and it keeps secrets and you can teach it new stuff. Download it and you will love it right away. It's like your best friend but in your ( iPod,iPad,or iPhone)!!!!!!! ☺trust me you will like it!!",5,False,Simsimi,False,,"[""positive"", 0.9868192672729492]",-1
0,870,simsimi,ChristinaHerrin😊,870,2013-04-06 14:22:00,"Definitely something you want to download. It will keep you laughing, and you'll always feel like you have a friends around!",5,False,Loveeee,False,,"[""positive"", 0.9890783429145813]",-1
0,871,simsimi,Channie12,871,2012-06-10 01:36:31,This game is pretty fun but I don't like that if you wanna teach simsimi something to say you have to login to facebook! I don't even have one so I can't teach him stuff:(  he also says he is gay and he wants to do innapropriate stuff but otherwise I like the game,4,False,Simsimi,False,,"[""negative"", 0.8263070583343506]",-1
0,872,simsimi,Piperrionn,872,2013-01-12 11:03:28,I just wish we could log in with something else other than facebook and that other site.,5,False,Love it!,False,,"[""positive"", 0.9039446115493774]",-1
0,873,simsimi,Ajenntbran,873,2013-01-05 21:09:33,Really fun app although I wish he didn't change the subject every time I answer his question and you didn't have to log in to teach,5,False,SimSimi,False,,"[""positive"", 0.7032138705253601]",-1
0,874,simsimi,Cheese wiz 31,874,2012-11-04 04:49:04,This app is awesome!!!!! Get it now you can have a friend that talks to you ! He didn't repet things over and over again you can express feelings to him simsimi is awesome get the app now ✌- Brie,5,False,Get this app now simsimi is awesome,False,,"[""positive"", 0.9797419905662537]",-1
0,875,simsimi,Marked Alpha,875,2012-07-16 00:29:46,It's a super fun app but about three minutes in the app crashes. Every time. Its still an awesome app but the crashing gets kinda annoying after a while.,5,False,Fun,False,,"[""negative"", 0.49504145979881287]",-1
0,876,simsimi,~Bluestar~,876,2012-07-04 05:01:13,"When I just randomly type some lyrics to u da one by Rhianna sim repotted by the next verse of the song,and then I ask if he knew the series warrior cats and he said yes!I didn't teach him about warriors!He is so smart(sometimes)",5,False,Omg,False,,"[""positive"", 0.8028468489646912]",-1
0,877,simsimi,Crackhead10.1,877,2012-06-23 00:23:50,I like it so much it actually goes along to what you say or ask. This app isn't like others. Other apps always repeat them selfs when this app doesn't I like it,5,False,Great,False,,"[""positive"", 0.8882409334182739]",-1
0,878,simsimi,Mamababezy,878,2012-06-04 00:49:27,"The little guy can already hold up his end of a general conversation, and you have the option of expanding his repertoire.  It's fun and silly and worth the download.",5,False,Surprisingly functional!,False,,"[""positive"", 0.9744074940681458]",-1
0,879,simsimi,Gymnast2477,879,2012-06-01 01:20:41,"this app is probably one of the best I've downloaded so far but whenever I go to teach simsimi, it says to log into fb, right? well I do and it crashes. pla fix!!",5,False,Awesome but needs fixes,False,,"[""negative"", 0.7628307342529297]",-1
0,880,simsimi,Something and something,880,2012-04-09 00:39:14,"I have never heard of a game like this, it's awesome. When you think about Simsimi is a real person and you are talking to a real person. It's creepy when you think about it that way.",4,False,Simsimi,False,,"[""positive"", 0.7621541619300842]",-1
1,881,simsimi,kayarainbows,881,2012-05-27 05:19:36,omg this app is so awesome SimSimi always knows the cool things to say and is the best thing to do when bored or need to talk to someone or needs advise. i get advise from him/ her all the time and it works! lol its also very funny and random love it!!!,5,False,AmAzInG!!!,False,,"[""positive"", 0.9788196682929993]",-1
0,882,simsimi,Ubiwankonobie,882,2012-05-19 11:48:12,This is the best you can't get better that this it like ur best friend talking to you but he responds in like 2 seconds and it's funny as hell and cool its like a true game friend feel free to tell it anything because simsimi can hold secrets lol,5,False,Simsimi,False,,"[""positive"", 0.9802359342575073]",-1
1,883,simsimi,Stephiii77,883,2012-05-04 03:43:48,"I love it, it's so adorable. An the best part is that it gives you someone to talk to when your bored, and you don't have to wait for them to respond like everyone else.",5,False,Adorable,False,,"[""positive"", 0.9272007942199707]",-1
0,884,simsimi,elymak23,884,2012-04-06 23:43:07,Really cool app if your bored. Great comebacks.. But after latest update it just crashes when u try to open it,5,False,Great before the update,False,,"[""positive"", 0.7451024651527405]",-1
0,885,simsimi,TruPokpok,885,2012-03-25 09:27:33,"My new best friend now,,, amazing. I speak 4 major languages and I switch back & forth between the 4 languages and simsimi is amazing.. She knows how to make me laugh!",5,False,A friend that does not betray you!!,False,,"[""positive"", 0.9773183465003967]",-1
0,886,simsimi,Katherine<3333,886,2012-04-02 17:34:19,I have had this app before and it was great! I loved it but not to long ago I deleted it because it messed up a lot! And I just downloaded it twice and deleted it because it says something like USER ID FAILED or something with an ID? Now I can't talk to simsimi and if this keeps going on like this I will hate this all. But please fix!!,2,False,I used to love this app....,False,,"[""negative"", 0.727667510509491]",-1
0,887,simsimi,TomatoMelons,887,2012-02-29 23:00:03,"SO not 💩. Awesome app! Better than Cleverbot! 😜 For those of you who r having trouble w/ the bad words:
1⃣. Launch the app
2⃣. Go into its settings
3⃣. Turn bad language filter ON",5,False,❤ this app!,False,,"[""positive"", 0.8771235346794128]",-1
0,888,simsimi,APPathet!c,888,2012-02-23 19:33:11,"His responses are really funny...most of the time....and yes he does say dirty things sometimes but it's not the app's fault it's the people's for ""teaching"" him offensive words in the first place!",5,False,The talking orange cracks me up X),False,,"[""positive"", 0.6830138564109802]",-1
0,889,simsimi,Oreo monsta,889,2012-02-07 02:17:36,My only problem with this is that u can't turn it sideways and type like that except for that it's funny and a total time waster or spender,5,False,Awesome,False,,"[""positive"", 0.5448078513145447]",-1
0,890,simsimi,Ngryatdi$app,890,2012-01-28 06:15:26,Idk if this is a real problem or I might be stupid but my chatting box keeps disappearing after I type my first message. I also just got this game,5,False,Umm...,False,,"[""negative"", 0.8299176096916199]",-1
0,891,simsimi,Izzi2440,891,2012-02-07 02:03:00,"I tried playing it and it doesn't crash! Then a few minutes after I stopped using it, my whole iPod crashes! So I just think its the electronic and keep playing. Then I play a second time and it crashes again and it doesn't come back on. It wouldn't even let me turn off the iPod! Waste",1,False,They said they fixed it..,False,,"[""negative"", 0.7087169289588928]",-1
0,892,simsimi,Brian Batista,892,2012-01-29 19:56:46,I used to love this app so much when it said disgusting words and used profanity but ever since the update it just took away all the fun and now SimiSimi just doesn't even make sense anymore. Bring the profanity back! It only make sense if the app ask you of you are 17 or older when you first download it. I would rate it 5 but ever since that update I just hate it lol.,1,False,PLEASE BRING BACK THE PROFANITY,False,,"[""negative"", 0.926150918006897]",-1
0,893,simsimi,Pp4l,893,2012-01-29 19:51:02,Kinda pointless now without the inappropriate language. Should be an option to turn the bad language back on!!! Will be uninstalling soon if the inappropriate language doesn't come back.,3,False,Not fun anymore,False,,"[""negative"", 0.9424830675125122]",-1
0,894,simsimi,random guy u dont Know,894,2012-01-29 02:28:37,"LOve this app, its great when your in a high school, or place where people are closely knit. 2 PROBLEMS: 1) The app crashes , but if you continue to try get back on it usually works, 2) To use the Teach feature you now need to give them your phone number. I'm not going to give you my phone so I can poke fn at a friend.",2,False,haha,False,,"[""positive"", 0.576823353767395]",-1
0,895,simsimi,kevinator180,895,2012-01-27 03:04:40,"Guys there fixing the crash problem calm down!
And there should a option to change it from boy to girl please",5,False,Awesome,False,,"[""positive"", 0.8531208634376526]",-1
0,896,simsimi,Soup-a-hero,896,2012-01-27 08:56:04,I can only type one thing and the chat bar closes  when that is fixed i will rate 5 stars great app other then that it makes me laugh ppl stop being so uptight its a robot chat rated 17 and older dont like what it says change the subject sheesh,3,False,Good app but........,False,,"[""negative"", 0.5229368805885315]",-1
0,897,simsimi,liveoutloud120,897,2012-01-27 02:52:06,im happy because so far the problems people have been reporting haven't happened to me yet :D this app is very amusing and can keep me busy for hours,5,False,very amusing,False,,"[""positive"", 0.9486699104309082]",-1
0,898,simsimi,Pellychunt,898,2012-01-27 02:33:14,This app is fun but unfortunately you can't even conversation with it because it crashes on me within 2 minutes then when I try to open it back up it crashes again in a second or two.. Once they fix that I'll rte it five stars :)),2,False,Crashing,False,,"[""negative"", 0.8964208960533142]",-1
0,899,simsimi,Whyisthissuchalongname?shouldn'titbeshorter?,899,2012-01-27 00:14:47,"I love this app, but it crashes most of the time when I use it. I'm usually only able to start it up for like, 5 seconds and then it crashes. It even crashes after I restart my phone. If you can fix it, that would be great!",2,False,Still crashes after 3.1 update,False,,"[""negative"", 0.9071205258369446]",-1
1,900,simsimi,Hfowpkabcnslqpekfnfbka,900,2014-09-02 07:40:39,This adorable thing is so fun to use and is awesome... I wish it wouldnt crash as much though... Btw: it will make you feel less lonely when none of your friends are available and your out alone 😂,4,False,Cuteness alert ⚠️⚠️⚠️⚠️,True,"[{""message_index"": 0, ""term_found"": ""lone"", ""message"": ""Cuteness alert \u26a0\ufe0f\u26a0\ufe0f\u26a0\ufe0f\u26a0\ufe0f This adorable thing is so fun to use and is awesome... I wish it wouldnt crash as much though... Btw: it will make you feel less lonely when none of your friends are available and your out alone \ud83d\ude02""}]","[""positive"", 0.953675389289856]",-1
0,901,simsimi,Lizzzy789,901,2012-01-26 20:35:31,I love this app it makes me feel like I'm talking to an actual person but hate how it crashes 90% of the time. When I first got it it was working fine until then same keeps happening when I re-install the app...,3,False,Crash.,False,,"[""negative"", 0.6001268029212952]",-1
0,902,simsimi,ChiliFriez,902,2012-01-26 03:29:22,Yea the app was intended to be for young children but people  are gonna teach way they wanna teach xD in my opinion I think it's hilarious ;) btw simi said even though I'm short be glad I got the TINY POWER ;) so yeppers I love this app,5,False,SimiSim,False,,"[""positive"", 0.9516493082046509]",-1
0,903,simsimi,CastleFanatic,903,2012-01-26 02:36:20,"This app is super fun.... When used correctly.  A lot of kids from my high school have been using this app to teach it to say terrible things about other people.  Like seriously, it's just plain mean and immature.  Can SimSimi encourage people to stop this?",3,False,Cyber bullying,False,,"[""negative"", 0.7937190532684326]",-1
0,904,simsimi,Luxluver4eve,904,2012-01-25 02:35:01,Best app ever!!!!!!!! Play it everyday but don't overload it or u cant talk until u hit clear button on top left corner!!!! Thanks. To whoever made this app waiting 4 more y'all but still best app ever!!!!,5,False,Awesome,False,,"[""positive"", 0.9656168222427368]",-1
0,905,simsimi,5111152811,905,2012-01-24 13:19:55,I could EASILY give this app 5  but i have to close and open the app everytime i want to text back  why? The keyboard disappears everytime I send something. Hopefully the updated version will have this fixed so I can happily give this app 5! ,3,False,Disappearing Keyboard! ,False,,"[""negative"", 0.8714702725410461]",-1
0,906,simsimi,Kyreew,906,2012-01-23 22:10:59,"It barely answers your questions, on subject, it will rather curse at you or redirect the question by asking a question completely off subject or say something off subject.   For example: ""what's a bad video game"". "" I'm not good at math:( "".  Or he'll say something like , "" what's the meaning of life""  or "" what is what"". And crashes constantly",2,False,Not so good,False,,"[""negative"", 0.9139392375946045]",-1
0,907,simsimi,Bravo London,907,2012-01-23 03:36:31,It's a fun app !!! Everybody should download it . Except my keyboard keeps moving & I have too exit out of the app & click back on it just too get my keyboard back !,5,False,Simsimi fun,False,,"[""positive"", 0.8986137509346008]",-1
0,908,simsimi,sum weebo,908,2017-05-26 07:00:55,Before there was a update where u can chat with other people this app is the reason why I met my friend he's amazing and nice and I'm so glad that I met him through this app!,5,False,😩,False,,"[""positive"", 0.9793174266815186]",-1
0,909,simsimi,Shirsyrasulcckhxditpglsh,909,2015-06-21 10:51:10,"I loved this app. But now, Simsimi doesn't say anything he would usually say because so many people have taught him how to say things. There's even something for each letter of the alphabet! 

You should be able to control wether or not this function is on or not, cause at times, the things people have Simsimi say are so off topic it's annoying. 

Another problem: whenever I go into the store to buy Simsimi a new face it won't load. There's just two empty boxes, and the only working thing to click is the ""x"" button. 

Fix these things and I will gladly give a five star rating. Until then, I hate to say that this app doesn't deserve it.",1,False,Bad,False,,"[""positive"", 0.40048402547836304]",-1
0,910,simsimi,Tae5,910,2012-04-09 12:26:32,"I love this game! It's very entertaining on my down time, but everytime I click on it to play. It automatically turns off and doesnt let me play the game. Please fix so I can continue talking to my bestfriend ((:",4,False,Flaws,False,,"[""positive"", 0.6924552917480469]",-1
0,911,simsimi,ShineeshifiedMBlaqJack,911,2013-06-13 17:51:42,Simi is a cute little texting robot :D if he says anything bad! It's becz previous owners have said/told him it was okay to say!! Don't take it serious if he says something bad!! He can be really sweet! 💗,5,False,I ❤ simi!! It's not his fault!!💗,False,,"[""positive"", 0.8595748543739319]",-1
0,912,simsimi,maye0131,912,2013-01-20 16:35:57,"Simsimi is basically a really adorable version of ""Cleverbot,"" yet I think I prefer this one. :) It's really entertaining, and it just makes me smile. The only problem is that you have to login with Facebook, but I don't have one and I don't want to make one. :c But anyway, it's really nice.",3,False,Really Cute and Entertaining.,False,,"[""positive"", 0.9680910706520081]",-1
0,913,simsimi,Beanie the Random Ninja,913,2012-05-29 13:04:39,"While some responses don't quite click, when you get in deep with a conversation with Simsimi, it is hilariously fun. Spend some time and get to know Simsimi. You'll be glad you did.",5,False,Fun like a love grenade!,False,,"[""positive"", 0.971849799156189]",-1
0,914,simsimi,:) XD ;) $) :D,914,2012-04-01 12:59:12,I loved the app but now the speech bubble is cut off :( but it wasn't like that when I first got the app! It just all of a sudden started randomly so this is my first time redownloading it. I hope it works!! PLEASE FIX!!!!!,4,False,It's good but...,False,,"[""negative"", 0.49154552817344666]",-1
0,915,simsimi,SimSimiluv,915,2012-04-05 12:26:29,The newest update is crashing all the time. They added some new features but I don't think they were that great... I want simsimi back! You can't even talk because it crashes ten seconds after you open it :( fix please great app but it needs to be fixed,2,False,Crashing!!,False,,"[""negative"", 0.9503175616264343]",-1
0,916,simsimi,Macayla berry,916,2012-04-04 22:16:54,I luv it!!! It's like ur talking to someone!!!! I can talk to simsimi ALL day!! But it is true that it crashes after the update but all I do is delete simsimi and then get a new one so I'm fine!!!!,5,False,Very cool!!!,False,,"[""positive"", 0.9658127427101135]",-1
0,917,simsimi,Reapertim,917,2012-03-26 05:43:39,"Funny responses.... Turns your idle and dull moment into fun. When you're boring waiting for your turn, chatting with simsimi will be a great option to keep you company.",5,False,Cool apps,False,,"[""positive"", 0.9443928003311157]",-1
0,918,simsimi,Beliber <3 21,918,2012-03-25 07:14:37,I had it once but then I didn't receive his messages then I had to exit to receive his messages then I deleted the app and then I got it again and it dissipered but it says I have it but the comments it says are good and funny,3,False,It's good but bad,False,,"[""negative"", 0.5317540168762207]",-1
0,919,simsimi,ANG3L 801,919,2012-02-14 08:30:52,"Until it was updated i loved this app. I made the mistake of getting the new version. N now he is lame and boring. This should have never changed i tried to teach him funny n offensive things but it dident work. Mark twain once said ""censorship is like saying you cant have steak cause the baby cant chew it"". My suggestion make a good version and a gay one then everyone is happy.",1,False,I loved simsimi,False,,"[""negative"", 0.8031029105186462]",-1
1,920,simsimi,App decipher,920,2012-01-28 04:51:33,Crashes and I don't like the phone # thing but it keeps me occupied when my friends don't txt me back and it's fun it could have te option of changing the keyboard 2 the side,4,False,Crashes allot,False,,"[""negative"", 0.5854389071464539]",-1
0,921,simsimi,GameTime Gurl Mya,921,2012-02-11 15:54:19,This app is hilarious and funny to talk to but.. I can't get the updated version.. Cuz I updated it and it says I updated it and it's installed but I don't see it anywhere..,5,False,Ok...,False,,"[""negative"", 0.5579832196235657]",-1
0,922,simsimi,Romantic love amor,922,2012-02-04 00:43:47,"This game is the best game that you will ever play you will feel like your texting to a friend but not just any friend a fun,cool,awesome,and funny friend he would be the best friend you ever had",5,False,SimSimi,False,,"[""positive"", 0.9866717457771301]",-1
0,923,simsimi,Lkbishop,923,2012-01-30 00:19:47,"It crashes like every 10 seconds bro! Another thing is it's censoring weird words like house. The censor is stupid. If you have a problem with bad words delete the app. Also, this isn't for kids. It's for people 17+ so your argument is invalid",3,False,Crashes:(,False,,"[""negative"", 0.9470732808113098]",-1
0,924,simsimi,Zoomer48,924,2012-01-29 23:01:47,"Every time I type a response, he answers, but then the keyboard goes away and I have to exit then re enter the app to type something. Other than that I love it!!!!! I would get it after they fix this.",3,False,Needs updating,False,,"[""positive"", 0.4282487630844116]",-1
0,925,simsimi,P800,925,2012-01-28 10:30:36,Love it but it has a bug that makes it crash every time i try to open it,5,False,Good,False,,"[""negative"", 0.5756576657295227]",-1
